tick,pitch,yaw,steamid,name,label
16875,11.375305,-177.14561,76561199496724417,PURPLE WASSSS?,1
16876,11.282959,-176.93001,76561199496724417,PURPLE WASSSS?,1
16877,11.252411,-176.83731,76561199496724417,PURPLE WASSSS?,1
16878,11.252411,-176.83731,76561199496724417,PURPLE WASSSS?,1
16879,11.252411,-176.80676,76561199496724417,PURPLE WASSSS?,1
16880,11.221497,-176.80676,76561199496724417,PURPLE WASSSS?,1
16881,11.221497,-176.77585,76561199496724417,PURPLE WASSSS?,1
16882,11.190613,-176.74496,76561199496724417,PURPLE WASSSS?,1
16883,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16884,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16885,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16886,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16887,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16888,11.160049,-176.71405,76561199496724417,PURPLE WASSSS?,1
16889,11.160049,-176.6835,76561199496724417,PURPLE WASSSS?,1
16890,11.12915,-176.59116,76561199496724417,PURPLE WASSSS?,1
16891,11.098251,-176.49844,76561199496724417,PURPLE WASSSS?,1
16892,11.067352,-176.4061,76561199496724417,PURPLE WASSSS?,1
16893,11.067352,-176.31375,76561199496724417,PURPLE WASSSS?,1
16894,11.067352,-176.28284,76561199496724417,PURPLE WASSSS?,1
16895,11.036804,-176.22139,76561199496724417,PURPLE WASSSS?,1
16896,11.036804,-176.19049,76561199496724417,PURPLE WASSSS?,1
16897,11.036804,-176.19049,76561199496724417,PURPLE WASSSS?,1
16898,11.036804,-176.15959,76561199496724417,PURPLE WASSSS?,1
16899,11.036804,-176.15959,76561199496724417,PURPLE WASSSS?,1
16900,11.036804,-176.15959,76561199496724417,PURPLE WASSSS?,1
16901,11.036804,-176.15959,76561199496724417,PURPLE WASSSS?,1
16902,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16903,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16904,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16905,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16906,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16907,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16908,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16909,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16910,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16911,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16912,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16913,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16914,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16915,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16916,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16917,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16918,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16919,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16920,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16921,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16922,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16923,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16924,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16925,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16926,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16927,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16928,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16929,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16930,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16931,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16932,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16933,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16934,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16935,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16936,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16937,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16938,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16939,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16940,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16941,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16942,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16943,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16944,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16945,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16946,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16947,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16948,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16949,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16950,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16951,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16952,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16953,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16954,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16955,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16956,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16957,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16958,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16959,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16960,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16961,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16962,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16963,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16964,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16965,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16966,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16967,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16968,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
16969,11.00589,-176.15959,76561199496724417,PURPLE WASSSS?,1
