tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
2692,-0.7889557,174.17946,151.8805,-839.89014,-166.43317,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2693,-0.6653595,170.70158,148.99246,-839.0042,-166.3811,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2694,-0.6035614,167.19179,147.54056,-838.2602,-166.33734,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2695,-0.58810425,163.65166,146.93835,-837.6434,-166.30103,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2696,-0.57266235,160.08372,146.9538,-837.1433,-166.2716,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2697,-0.55722046,156.49051,147.18555,-836.7517,-166.2486,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2698,-0.58810425,152.87448,147.24734,-836.4605,-166.48956,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2699,-0.58810425,149.23737,147.24734,-836.2613,-166.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2700,-0.58810425,145.58096,147.24734,-836.1464,-166.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2701,-0.58810425,141.90662,147.24734,-836.10913,-166.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2702,-0.58810425,138.21933,147.24734,-836.1257,-167.8034,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2703,-0.58810425,134.56013,147.24734,-835.96857,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2704,-0.58810425,130.93059,147.24734,-835.6285,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2705,-0.58810425,127.324814,147.24734,-835.14166,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2706,-0.58810425,123.74102,147.24734,-834.52026,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2707,-0.58810425,120.177414,147.24734,-833.7751,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2708,-0.58810425,116.6322,147.24734,-832.91595,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2709,-0.58810425,113.10404,147.24734,-831.9523,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2710,-0.58810425,109.59158,147.24734,-830.8926,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2711,-0.58810425,106.093475,147.24734,-829.7445,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2712,-0.58810425,102.608376,147.24734,-828.51526,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2713,-0.58810425,99.13539,147.24734,-827.21155,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2714,-0.58810425,95.65454,147.24734,-825.9464,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2715,-0.58810425,92.14238,147.24734,-824.84937,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2716,-0.58810425,88.59409,147.24734,-823.9454,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2717,-0.58810425,85.01933,147.24734,-823.1831,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2718,-0.58810425,81.4199,147.24734,-822.55096,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2719,-0.58810425,77.798035,147.24734,-822.0386,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2720,-0.58810425,74.15554,147.24734,-821.6361,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2721,-0.58810425,70.49416,147.21646,-821.3344,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2722,-0.61901855,66.815,146.96927,-821.1242,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2723,-0.63446045,63.119003,146.36673,-820.99457,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2724,-0.61901855,59.406334,145.45557,-820.93396,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2725,-0.57266235,55.67755,144.57526,-820.9317,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2726,-0.5417633,51.933243,143.77225,-820.9788,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2727,-0.52630615,48.184258,142.89197,-821.0661,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2728,-0.51086426,44.436184,142.24341,-821.1863,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2729,-0.5417633,40.68915,142.04257,-821.3354,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2730,-0.55722046,36.943314,142.25888,-821.512,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2731,-0.51086426,33.169476,143.12372,-821.7216,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2732,-0.34126282,29.372606,145.76453,-821.977,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2733,-0.26400757,25.56106,150.56763,-822.30194,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2734,-0.23312378,21.744665,155.55609,-822.7184,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2735,-0.14041138,17.944653,163.89575,-823.26306,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2736,-0.06317139,14.151044,170.8302,-823.8334,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2737,-0.07861328,10.331569,177.4093,-824.3346,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2738,-0.23312378,6.481348,-178.54431,-824.7911,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
2739,-0.24856567,2.6082695,-178.40527,-825.21967,-167.96875,76561198380850569,huh;,0,glock,pistol,529.7694731509854,-0.40170288,-0.5098343,3.1278634
