tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
95799,0.09269714,-2367.9683,51.884995,-396.37292,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95800,0.09269714,-2367.9683,51.884995,-394.55078,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95801,0.09269714,-2367.9683,51.884995,-392.72278,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95802,0.09269714,-2367.9683,51.884995,-390.89478,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95803,0.09269714,-2367.9683,51.884995,-389.06677,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95804,0.09269714,-2367.9683,51.884995,-387.23877,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95805,0.09269714,-2367.9683,51.884995,-385.41077,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95806,0.09269714,-2367.9683,51.884995,-383.58276,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95807,0.09269714,-2367.9683,51.884995,-381.75476,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95808,0.09269714,-2367.9683,51.884995,-379.92676,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95809,0.09269714,-2367.9683,51.884995,-378.09875,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95810,0.09269714,-2367.9683,51.869537,-376.27075,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95811,0.09269714,-2367.9683,51.838654,-374.44275,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95812,0.09269714,-2367.9683,51.838654,-372.61475,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95813,0.09269714,-2367.9683,51.792297,-370.78674,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95814,0.09269714,-2367.9683,51.792297,-368.95874,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95815,0.09269714,-2367.9683,51.792297,-367.13074,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95816,0.09269714,-2367.9683,51.792297,-365.30273,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95817,0.09269714,-2367.9683,51.792297,-363.47473,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95818,0.1081543,-2367.9683,51.776855,-361.64673,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95819,0.12359619,-2367.9683,51.776855,-359.81873,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95820,0.12359619,-2367.9683,51.746292,-357.99072,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95821,0.13903809,-2367.9683,51.746292,-356.16272,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95822,0.13903809,-2367.9683,51.746292,-354.33472,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95823,0.15449524,-2367.9683,51.7305,-352.5067,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95824,0.15449524,-2367.9683,51.7305,-350.6787,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95825,0.1699524,-2367.9683,51.69995,-348.8507,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95826,0.18539429,-2367.9683,51.69995,-347.0227,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95827,0.20083618,-2367.9683,51.669037,-345.1947,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
95828,0.23175049,-2367.9683,51.669037,-343.3667,-167.96875,76561198380850569,huh;,0,m4a1,rifle,80.89269229118142,-0.23173523,0.78756714,0.0
