tick,pitch,yaw,steamid,name,label,weapon_name,weapon_type
41429,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41430,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41431,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41432,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41433,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41434,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41435,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41436,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41437,-8.8958435,-64.79599,76561198380850569,huh;,0,ak47,rifle
41438,-8.8958435,-64.78054,76561198380850569,huh;,0,ak47,rifle
41439,-8.8958435,-64.76509,76561198380850569,huh;,0,ak47,rifle
41440,-8.8958435,-64.71874,76561198380850569,huh;,0,ak47,rifle
41441,-8.8958435,-64.656944,76561198380850569,huh;,0,ak47,rifle
41442,-8.8958435,-64.56425,76561198380850569,huh;,0,ak47,rifle
41443,-8.864929,-64.3943,76561198380850569,huh;,0,ak47,rifle
41444,-8.834045,-64.20925,76561198380850569,huh;,0,ak47,rifle
41445,-8.803131,-64.00841,76561198380850569,huh;,0,ak47,rifle
41446,-8.75679,-63.853912,76561198380850569,huh;,0,ak47,rifle
41447,-8.710449,-63.761215,76561198380850569,huh;,0,ak47,rifle
41448,-8.648651,-63.668518,76561198380850569,huh;,0,ak47,rifle
41449,-8.602295,-63.59127,76561198380850569,huh;,0,ak47,rifle
41450,-8.571396,-63.529472,76561198380850569,huh;,0,ak47,rifle
41451,-8.555939,-63.498573,76561198380850569,huh;,0,ak47,rifle
41452,-8.525055,-63.452225,76561198380850569,huh;,0,ak47,rifle
41453,-8.509598,-63.436775,76561198380850569,huh;,0,ak47,rifle
41454,-8.509598,-63.405876,76561198380850569,huh;,0,ak47,rifle
41455,-8.494141,-63.374977,76561198380850569,huh;,0,ak47,rifle
41456,-8.494141,-63.32863,76561198380850569,huh;,0,ak47,rifle
41457,-8.494141,-63.28228,76561198380850569,huh;,0,ak47,rifle
41458,-8.494141,-63.23593,76561198380850569,huh;,0,ak47,rifle
41459,-8.509598,-63.205032,76561198380850569,huh;,0,ak47,rifle
41460,-8.509598,-63.174133,76561198380850569,huh;,0,ak47,rifle
41461,-8.509598,-63.174133,76561198380850569,huh;,0,ak47,rifle
41462,-8.509598,-63.158684,76561198380850569,huh;,0,ak47,rifle
41463,-8.509598,-63.158684,76561198380850569,huh;,0,ak47,rifle
41464,-8.509598,-63.143234,76561198380850569,huh;,0,ak47,rifle
41465,-8.509598,-63.143234,76561198380850569,huh;,0,ak47,rifle
41466,-8.509598,-63.143234,76561198380850569,huh;,0,ak47,rifle
41467,-8.540497,-63.127785,76561198380850569,huh;,0,ak47,rifle
41468,-8.648651,-63.050537,76561198380850569,huh;,0,ak47,rifle
41469,-8.725891,-62.942734,76561198380850569,huh;,0,ak47,rifle
41470,-8.772247,-62.865486,76561198380850569,huh;,0,ak47,rifle
41471,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41472,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41473,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41474,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41475,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41476,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41477,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41478,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41479,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41480,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41481,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41482,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41483,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41484,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41485,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41486,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41487,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41488,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41489,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41490,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41491,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41492,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41493,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41494,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41495,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41496,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41497,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41498,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41499,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41500,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41501,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41502,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41503,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41504,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41505,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41506,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41507,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41508,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41509,-8.772247,-62.850037,76561198380850569,huh;,0,ak47,rifle
41510,-8.75679,-62.850037,76561198380850569,huh;,0,ak47,rifle
41511,-8.75679,-62.850037,76561198380850569,huh;,0,ak47,rifle
41512,-8.75679,-62.850037,76561198380850569,huh;,0,ak47,rifle
