tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
79891,1.6369629,-752.9131,-71.035194,-1233.7246,-155.4375,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79892,1.6369629,-750.45874,-71.035194,-1234.3826,-159.25,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79893,1.6369629,-748.0044,-71.035194,-1235.0405,-163.25,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79894,1.6369629,-745.55005,-71.035194,-1235.6985,-167.45312,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79895,1.6369629,-743.1536,-71.035194,-1235.9685,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79896,1.6369629,-740.66,-71.035194,-1235.8679,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79897,1.6369629,-738.0823,-71.035194,-1235.6753,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79898,1.6369629,-735.4388,-71.035194,-1235.3998,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79899,1.5906067,-732.7293,-71.25149,-1235.0487,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79900,1.4210205,-729.95215,-72.6107,-1234.6351,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79901,1.3128662,-727.105,-74.06227,-1234.1708,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79902,1.3128662,-724.19086,-75.143394,-1233.6652,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79903,1.3437653,-721.21436,-75.49873,-1233.1233,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79904,1.3437653,-718.1808,-75.52963,-1232.5483,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79905,1.3437653,-715.0948,-75.483284,-1231.9426,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79906,1.3437653,-711.9605,-75.39059,-1231.3082,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79907,1.3437653,-708.7818,-75.37514,-1230.6473,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79908,1.3437653,-705.56274,-75.37514,-1229.9622,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79909,1.3437653,-702.30646,-75.37514,-1229.2545,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79910,1.3437653,-699.26465,-75.37514,-1228.5922,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79911,1.3437653,-696.449,-75.37514,-1227.9792,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
79912,1.3437653,-694.17236,-75.37514,-1227.4967,-167.96875,76561198380850569,huh;,0,deagle,pistol,663.4704893939563,0.0927124,0.10814667,1.2738578
