tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
26692,0.030899048,-1011.4474,79.47717,-1521.3029,-164.42096,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26693,-0.20083618,-1008.4905,81.716644,-1522.8866,-164.53217,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26694,-0.20083618,-1005.4882,81.716644,-1524.3833,-164.65045,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26695,-0.20083618,-1002.4443,81.716644,-1525.8,-164.77515,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26696,-0.20083618,-999.36456,81.716644,-1527.1421,-164.88635,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26697,-0.20083618,-996.2554,81.716644,-1527.9686,-165.06213,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26698,-0.20083618,-993.11316,81.716644,-1527.9681,-165.26105,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26699,-0.20083618,-989.9404,81.716644,-1527.9683,-165.46179,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26700,-0.20083618,-986.7399,81.716644,-1527.9683,-165.66437,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26701,-0.20083618,-983.5138,81.716644,-1527.9683,-165.86853,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26702,-0.20083618,-980.2639,81.716644,-1527.9683,-166.07422,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26703,-0.20083618,-977.01526,81.716644,-1527.9136,-166.28107,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26704,-0.20083618,-973.7984,81.716644,-1527.6938,-166.48993,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26705,-0.20083618,-970.61847,81.716644,-1527.2832,-166.70105,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
26706,-0.20083618,-967.46545,81.716644,-1526.7335,-166.9137,76561198380850569,huh;,0,ak47,rifle,349.1435901327506,0.046020508,-0.061798096,0.35397267
