tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
49159,-3.938263,-883.5785,84.45465,-787.4657,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49160,-3.938263,-884.56335,84.45465,-787.3702,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49161,-3.938263,-885.73425,84.485535,-787.2568,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49162,-3.938263,-887.0912,84.50067,-787.12537,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49163,-3.938263,-888.625,84.51611,-786.97687,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49164,-3.938263,-890.32166,84.51611,-786.8127,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49165,-3.938263,-892.1677,84.51611,-786.63416,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49166,-3.938263,-894.15106,84.51611,-786.4426,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49167,-3.938263,-896.26044,84.50067,-786.2389,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49168,-3.938263,-898.486,84.50067,-786.0239,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49169,-3.938263,-900.81793,84.50067,-785.79865,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49170,-3.938263,-903.2476,84.43921,-785.56366,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49171,-3.9537048,-905.76697,84.31561,-785.31903,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49172,-3.984604,-908.24255,84.13022,-785.07837,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49173,-4.061859,-910.23584,83.75943,-784.88745,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49174,-4.092743,-911.6778,83.38898,-784.7558,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49175,-4.123657,-912.7162,83.03363,-784.6699,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49176,-4.154541,-913.3668,82.87915,-784.62836,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49177,-4.154541,-913.62964,82.86371,-784.62897,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49178,-4.1854553,-913.6598,82.95639,-784.6393,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49179,-4.1854553,-913.6598,83.03363,-784.6393,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49180,-4.1854553,-913.6598,83.03363,-784.6393,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49181,-4.1854553,-913.6598,83.03363,-784.6393,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49182,-4.200897,-913.6598,82.97183,-784.6393,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49183,-4.200897,-913.5182,82.770996,-784.6572,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49184,-4.2317963,-913.14014,82.338745,-784.70685,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49185,-4.2626953,-912.5383,81.78256,-784.7898,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49186,-4.3087006,-911.75183,81.226746,-784.9028,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49187,-4.3550415,-910.78107,80.7478,-785.0478,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49188,-4.385956,-909.6258,80.51639,-785.22516,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
49189,-4.4013977,-908.2864,80.500946,-785.4349,-221.96875,76561198380850569,huh;,0,ak47,rifle,545.3262371806925,0.27809143,0.015449524,0.0
