pitch,yaw,tick,steamid,name
-0.74398804,46.00284,6233,76561199847502271,Rizqoq
-0.74398804,46.00284,6235,76561199847502271,Rizqoq
-0.74398804,46.00284,6236,76561199847502271,Rizqoq
-0.74398804,46.00284,6237,76561199847502271,Rizqoq
-0.74398804,46.00284,6237,76561199847502271,Rizqoq
-0.74398804,46.00284,6238,76561199847502271,Rizqoq
-0.74398804,46.00284,6239,76561199847502271,Rizqoq
-0.74398804,46.00284,6241,76561199847502271,Rizqoq
-0.74398804,46.00284,6241,76561199847502271,Rizqoq
-0.74398804,46.00284,6243,76561199847502271,Rizqoq
-0.74398804,46.00284,6243,76561199847502271,Rizqoq
-0.74398804,46.00284,6245,76561199847502271,Rizqoq
-0.74398804,46.00284,6245,76561199847502271,Rizqoq
-0.74398804,46.00284,6246,76561199847502271,Rizqoq
-0.74398804,46.00284,6247,76561199847502271,Rizqoq
-0.74398804,46.00284,6248,76561199847502271,Rizqoq
-0.74398804,46.00284,6250,76561199847502271,Rizqoq
-0.74398804,46.00284,6250,76561199847502271,Rizqoq
-0.74398804,46.00284,6251,76561199847502271,Rizqoq
-0.74398804,46.00284,6253,76561199847502271,Rizqoq
-0.74398804,46.00284,6253,76561199847502271,Rizqoq
-0.74398804,46.00284,6254,76561199847502271,Rizqoq
-0.74398804,46.00284,6256,76561199847502271,Rizqoq
-0.74398804,46.00284,6257,76561199847502271,Rizqoq
-0.74398804,46.00284,6257,76561199847502271,Rizqoq
-0.74398804,46.00284,6258,76561199847502271,Rizqoq
-0.74398804,46.00284,6259,76561199847502271,Rizqoq
-0.74398804,46.00284,6261,76561199847502271,Rizqoq
-0.74398804,46.00284,6262,76561199847502271,Rizqoq
-0.74398804,46.00284,6262,76561199847502271,Rizqoq
-0.74398804,46.00284,6264,76561199847502271,Rizqoq
-0.74398804,46.00284,6265,76561199847502271,Rizqoq
-0.74398804,46.00284,6266,76561199847502271,Rizqoq
-0.74398804,46.00284,6266,76561199847502271,Rizqoq
