pitch,yaw,tick,steamid,name
-0.98843384,75.394714,5217,76561199847502271,Rizqoq
-0.98843384,75.394714,5217,76561199847502271,Rizqoq
-0.98843384,75.394714,5218,76561199847502271,Rizqoq
-0.98843384,75.394714,5220,76561199847502271,Rizqoq
-0.98843384,75.394714,5221,76561199847502271,Rizqoq
-0.98843384,75.394714,5221,76561199847502271,Rizqoq
-0.98843384,75.394714,5223,76561199847502271,Rizqoq
-0.98843384,75.394714,5224,76561199847502271,Rizqoq
-0.98843384,75.394714,5225,76561199847502271,Rizqoq
-0.98843384,75.394714,5226,76561199847502271,Rizqoq
-0.98843384,75.394714,5227,76561199847502271,Rizqoq
-0.98843384,75.394714,5227,76561199847502271,Rizqoq
-0.98843384,75.394714,5229,76561199847502271,Rizqoq
-0.98843384,75.394714,5230,76561199847502271,Rizqoq
-0.98843384,75.394714,5231,76561199847502271,Rizqoq
-0.98843384,75.394714,5232,76561199847502271,Rizqoq
-0.98843384,75.394714,5233,76561199847502271,Rizqoq
-0.98843384,75.394714,5234,76561199847502271,Rizqoq
-0.98843384,75.394714,5234,76561199847502271,Rizqoq
-0.98843384,75.394714,5236,76561199847502271,Rizqoq
-11.725494,75.36484,5237,76561199847502271,Rizqoq
-1.0354614,75.34836,5237,76561199847502271,Rizqoq
-1.0354614,75.34836,5238,76561199847502271,Rizqoq
-1.0354614,75.34836,5239,76561199847502271,Rizqoq
-1.0354614,75.34836,5240,76561199847502271,Rizqoq
-1.0354614,75.34836,5242,76561199847502271,Rizqoq
-1.0354614,75.34836,5242,76561199847502271,Rizqoq
-1.0354614,75.34836,5243,76561199847502271,Rizqoq
-1.0354614,75.34836,5245,76561199847502271,Rizqoq
-1.0354614,75.34836,5245,76561199847502271,Rizqoq
-1.0354614,75.34836,5247,76561199847502271,Rizqoq
-1.0354614,75.34836,5248,76561199847502271,Rizqoq
-1.0354614,75.34836,5248,76561199847502271,Rizqoq
-1.0354614,75.34836,5249,76561199847502271,Rizqoq
-1.0354614,75.34836,5251,76561199847502271,Rizqoq
-1.0354614,75.34836,5252,76561199847502271,Rizqoq
-1.0354614,75.34836,5252,76561199847502271,Rizqoq
-1.0354614,75.34836,5254,76561199847502271,Rizqoq
-1.0354614,75.34836,5254,76561199847502271,Rizqoq
-1.0354614,75.34836,5256,76561199847502271,Rizqoq
-1.0354614,75.34836,5256,76561199847502271,Rizqoq
-1.0354614,75.34836,5258,76561199847502271,Rizqoq
-1.0354614,75.34836,5259,76561199847502271,Rizqoq
-1.0354614,75.34836,5260,76561199847502271,Rizqoq
-1.0354614,75.34836,5261,76561199847502271,Rizqoq
-1.0354614,75.34836,5262,76561199847502271,Rizqoq
-1.0354614,75.34836,5263,76561199847502271,Rizqoq
-1.0354614,75.34836,5264,76561199847502271,Rizqoq
-1.0354614,75.34836,5264,76561199847502271,Rizqoq
-1.0354614,75.34836,5266,76561199847502271,Rizqoq
-1.0354614,75.34836,5267,76561199847502271,Rizqoq
-1.0354614,75.34836,5268,76561199847502271,Rizqoq
-1.0354614,75.34836,5268,76561199847502271,Rizqoq
-1.0354614,75.34836,5270,76561199847502271,Rizqoq
-1.0354614,75.34836,5270,76561199847502271,Rizqoq
-1.0354614,75.34836,5271,76561199847502271,Rizqoq
-1.0354614,75.34836,5272,76561199847502271,Rizqoq
-1.0354614,75.34836,5274,76561199847502271,Rizqoq
-1.0354614,75.34836,5274,76561199847502271,Rizqoq
-1.0354614,75.34836,5276,76561199847502271,Rizqoq
-1.0354614,75.34836,5276,76561199847502271,Rizqoq
-1.0354614,75.34836,5278,76561199847502271,Rizqoq
-1.0354614,75.34836,5279,76561199847502271,Rizqoq
-1.0354614,75.34836,5280,76561199847502271,Rizqoq
-1.0354614,75.34836,5281,76561199847502271,Rizqoq
-1.0354614,75.34836,5282,76561199847502271,Rizqoq
-1.0354614,75.34836,5282,76561199847502271,Rizqoq
-1.0354614,75.34836,5282,76561199847502271,Rizqoq
-1.0354614,75.34836,5285,76561199847502271,Rizqoq
-1.0354614,75.34836,5286,76561199847502271,Rizqoq
-1.0354614,75.34836,5286,76561199847502271,Rizqoq
-1.0354614,75.34836,5287,76561199847502271,Rizqoq
-1.0354614,75.34836,5289,76561199847502271,Rizqoq
-1.0354614,75.34836,5289,76561199847502271,Rizqoq
-1.0354614,75.34836,5291,76561199847502271,Rizqoq
-1.0354614,75.34836,5292,76561199847502271,Rizqoq
-1.0354614,75.34836,5293,76561199847502271,Rizqoq
-1.0354614,75.34836,5293,76561199847502271,Rizqoq
-1.0354614,75.34836,5294,76561199847502271,Rizqoq
-1.0354614,75.34836,5296,76561199847502271,Rizqoq
-1.0354614,75.34836,5296,76561199847502271,Rizqoq
-1.0354614,75.34836,5298,76561199847502271,Rizqoq
-1.0354614,75.34836,5299,76561199847502271,Rizqoq
-1.0354614,75.34836,5299,76561199847502271,Rizqoq
-1.0354614,75.34836,5301,76561199847502271,Rizqoq
-1.0354614,75.34836,5301,76561199847502271,Rizqoq
-1.0354614,75.34836,5302,76561199847502271,Rizqoq
-1.0354614,75.34836,5303,76561199847502271,Rizqoq
-1.0354614,75.34836,5304,76561199847502271,Rizqoq
-1.0354614,75.34836,5306,76561199847502271,Rizqoq
-1.0354614,75.34836,5306,76561199847502271,Rizqoq
-1.0354614,75.34836,5307,76561199847502271,Rizqoq
