pitch,yaw,tick,steamid,kill_event_id,segment_number,segment_id
0.55651855,154.80869,11928,76561198312099217,0,1,0_1
0.55651855,154.80869,11929,76561198312099217,0,1,0_1
0.55651855,154.80869,11930,76561198312099217,0,1,0_1
0.55651855,154.80869,11931,76561198312099217,0,1,0_1
0.55651855,154.80869,11932,76561198312099217,0,1,0_1
0.55651855,154.80869,11933,76561198312099217,0,1,0_1
0.55651855,154.80869,11934,76561198312099217,0,1,0_1
0.55651855,154.80869,11935,76561198312099217,0,1,0_1
0.55651855,154.80869,11936,76561198312099217,0,1,0_1
0.55651855,154.80869,11937,76561198312099217,0,1,0_1
0.55651855,154.80869,11938,76561198312099217,0,1,0_1
0.55651855,154.80869,11939,76561198312099217,0,1,0_1
0.55651855,154.80869,11940,76561198312099217,0,1,0_1
0.55651855,154.80869,11941,76561198312099217,0,1,0_1
0.55651855,154.80869,11942,76561198312099217,0,1,0_1
0.55651855,154.80869,11943,76561198312099217,0,1,0_1
0.55651855,154.80869,11944,76561198312099217,0,1,0_1
0.55651855,154.80869,11945,76561198312099217,0,1,0_1
0.55651855,154.80869,11946,76561198312099217,0,1,0_1
0.5819397,154.27722,11947,76561198312099217,0,1,0_1
0.5819397,153.59436,11948,76561198312099217,0,1,0_1
0.5819397,152.7594,11949,76561198312099217,0,1,0_1
0.6324005,152.05112,11950,76561198312099217,0,1,0_1
0.75909424,150.53296,11951,76561198312099217,0,1,0_1
0.8603668,148.76208,11952,76561198312099217,0,1,0_1
0.91082764,146.91501,11953,76561198312099217,0,1,0_1
0.9613037,144.9162,11954,76561198312099217,0,1,0_1
1.0121155,143.5755,11955,76561198312099217,0,1,0_1
1.214325,140.99475,11956,76561198312099217,0,1,0_1
1.4169006,138.08545,11957,76561198312099217,0,1,0_1
1.5432434,135.2266,11958,76561198312099217,0,1,0_1
1.568634,132.19058,11959,76561198312099217,0,1,0_1
1.4927673,129.50854,11960,76561198312099217,0,2,0_2
1.568634,126.725586,11961,76561198312099217,0,2,0_2
1.720398,124.22104,11962,76561198312099217,0,2,0_2
1.7962646,121.76697,11963,76561198312099217,0,2,0_2
1.7962646,119.79355,11964,76561198312099217,0,2,0_2
1.720398,118.12363,11965,76561198312099217,0,2,0_2
1.6699219,116.78259,11966,76561198312099217,0,2,0_2
1.6949768,115.644165,11967,76561198312099217,0,2,0_2
1.7457886,114.73331,11968,76561198312099217,0,2,0_2
1.7457886,114.050446,11969,76561198312099217,0,2,0_2
1.720398,113.74661,11970,76561198312099217,0,2,0_2
1.720398,113.69614,11971,76561198312099217,0,2,0_2
1.720398,113.69614,11972,76561198312099217,0,2,0_2
1.720398,113.69614,11973,76561198312099217,0,2,0_2
1.720398,113.69614,11974,76561198312099217,0,2,0_2
1.720398,113.69614,11975,76561198312099217,0,2,0_2
1.720398,113.69614,11976,76561198312099217,0,2,0_2
1.720398,113.69614,11977,76561198312099217,0,2,0_2
1.720398,113.69614,11978,76561198312099217,0,2,0_2
1.720398,113.69614,11979,76561198312099217,0,2,0_2
1.6949768,113.69614,11980,76561198312099217,0,2,0_2
1.6949768,113.69614,11981,76561198312099217,0,2,0_2
1.6949768,113.69614,11982,76561198312099217,0,2,0_2
1.6949768,113.74661,11983,76561198312099217,0,2,0_2
1.6949768,113.82248,11984,76561198312099217,0,2,0_2
1.6949768,113.89868,11985,76561198312099217,0,2,0_2
1.6949768,113.94916,11986,76561198312099217,0,2,0_2
1.6949768,113.97458,11987,76561198312099217,0,2,0_2
1.6949768,113.99963,11988,76561198312099217,0,2,0_2
1.6949768,114.050446,11989,76561198312099217,0,2,0_2
1.6949768,114.12631,11990,76561198312099217,0,2,0_2
1.6949768,114.20221,11991,76561198312099217,0,2,0_2
1.6949768,114.252655,11992,76561198312099217,0,3,0_3
1.720398,114.30347,11993,76561198312099217,0,3,0_3
1.720398,114.37933,11994,76561198312099217,0,3,0_3
1.720398,114.480286,11995,76561198312099217,0,3,0_3
1.720398,114.58157,11996,76561198312099217,0,3,0_3
1.720398,114.70825,11997,76561198312099217,0,3,0_3
1.6949768,114.859985,11998,76561198312099217,0,3,0_3
1.6949768,115.087616,11999,76561198312099217,0,3,0_3
1.6699219,115.289856,12000,76561198312099217,0,3,0_3
1.644516,115.56827,12001,76561198312099217,0,3,0_3
1.644516,115.94763,12002,76561198312099217,0,3,0_3
1.6191101,116.251495,12003,76561198312099217,0,3,0_3
1.5940552,116.58038,12004,76561198312099217,0,3,0_3
1.5940552,116.93436,12005,76561198312099217,0,3,0_3
1.568634,117.31409,12006,76561198312099217,0,3,0_3
1.568634,117.61755,12007,76561198312099217,0,3,0_3
1.568634,117.895996,12008,76561198312099217,0,3,0_3
1.5432434,118.1741,12009,76561198312099217,0,3,0_3
1.5432434,118.4776,12010,76561198312099217,0,3,0_3
1.5178223,118.907776,12011,76561198312099217,0,3,0_3
1.4927673,119.33795,12012,76561198312099217,0,3,0_3
1.4419556,119.97037,12013,76561198312099217,0,3,0_3
1.4169006,120.37512,12014,76561198312099217,0,3,0_3
1.4169006,120.881195,12015,76561198312099217,0,3,0_3
