tick,pitch,yaw,steamid,name,label
100905,-9.984512,-56.048813,76561198986519110,LaXx,0
100906,-9.984512,-56.075592,76561198986519110,LaXx,0
100907,-9.984512,-56.129494,76561198986519110,LaXx,0
100908,-9.984512,-56.156273,76561198986519110,LaXx,0
100909,-9.984512,-56.156273,76561198986519110,LaXx,0
100910,-9.984512,-56.156273,76561198986519110,LaXx,0
100911,-9.984512,-56.183052,76561198986519110,LaXx,0
100912,-9.957733,-56.183052,76561198986519110,LaXx,0
100913,-9.957733,-56.20983,76561198986519110,LaXx,0
100914,-9.930603,-56.263733,76561198986519110,LaXx,0
100915,-9.903839,-56.290512,76561198986519110,LaXx,0
100916,-9.903839,-56.37085,76561198986519110,LaXx,0
100917,-9.903839,-56.397972,76561198986519110,LaXx,0
100918,-9.903839,-56.397972,76561198986519110,LaXx,0
100919,-9.903839,-56.397972,76561198986519110,LaXx,0
100920,-9.903839,-56.34407,76561198986519110,LaXx,0
100921,-9.877045,-56.263733,76561198986519110,LaXx,0
100922,-9.823486,-56.20983,76561198986519110,LaXx,0
100923,-9.796722,-56.129494,76561198986519110,LaXx,0
100924,-9.742813,-56.075592,76561198986519110,LaXx,0
100925,-9.742813,-56.048813,76561198986519110,LaXx,0
100926,-9.742813,-55.995255,76561198986519110,LaXx,0
100927,-9.742813,-55.995255,76561198986519110,LaXx,0
100928,-9.742813,-55.995255,76561198986519110,LaXx,0
100929,-9.742813,-55.968475,76561198986519110,LaXx,0
100930,-9.716034,-55.941696,76561198986519110,LaXx,0
100931,-9.716034,-55.941696,76561198986519110,LaXx,0
100932,-9.716034,-55.941696,76561198986519110,LaXx,0
100933,-9.716034,-55.914574,76561198986519110,LaXx,0
100934,-9.716034,-55.887794,76561198986519110,LaXx,0
100935,-9.662476,-55.807457,76561198986519110,LaXx,0
100936,-9.635696,-55.726776,76561198986519110,LaXx,0
100937,-9.581787,-55.592537,76561198986519110,LaXx,0
100938,-9.555023,-55.53898,76561198986519110,LaXx,0
100939,-9.501465,-55.5122,76561198986519110,LaXx,0
100940,-9.474335,-55.53898,76561198986519110,LaXx,0
100941,-9.420776,-55.619316,76561198986519110,LaXx,0
100942,-9.420776,-55.699997,76561198986519110,LaXx,0
100943,-9.420776,-55.699997,76561198986519110,LaXx,0
100944,-9.420776,-55.699997,76561198986519110,LaXx,0
100945,-9.420776,-55.699997,76561198986519110,LaXx,0
100946,-9.393997,-55.699997,76561198986519110,LaXx,0
100947,-9.340439,-55.673218,76561198986519110,LaXx,0
100948,-9.28653,-55.64644,76561198986519110,LaXx,0
100949,-9.206207,-55.619316,76561198986519110,LaXx,0
100950,-9.125519,-55.565758,76561198986519110,LaXx,0
100951,-9.045181,-55.43152,76561198986519110,LaXx,0
100952,-8.937714,-55.055923,76561198986519110,LaXx,0
100953,-8.85704,-54.841003,76561198986519110,LaXx,0
100954,-8.749924,-54.384727,76561198986519110,LaXx,0
100955,-8.6692505,-54.03591,76561198986519110,LaXx,0
100956,-8.588898,-53.606415,76561198986519110,LaXx,0
100957,-8.535004,-53.2576,76561198986519110,LaXx,0
100958,-8.5082245,-52.828102,76561198986519110,LaXx,0
100959,-8.481445,-52.613525,76561198986519110,LaXx,0
100960,-8.427887,-52.371826,76561198986519110,LaXx,0
100961,-8.400757,-52.04979,76561198986519110,LaXx,0
100962,-8.3471985,-51.75453,76561198986519110,LaXx,0
100963,-8.320435,-51.647064,76561198986519110,LaXx,0
100964,-8.29364,-51.647064,76561198986519110,LaXx,0
100965,-8.29364,-51.67386,76561198986519110,LaXx,0
100966,-8.320435,-51.67386,76561198986519110,LaXx,0
100967,-8.3471985,-51.700623,76561198986519110,LaXx,0
100968,-8.427887,-51.67386,76561198986519110,LaXx,0
100969,-8.427887,-51.6203,76561198986519110,LaXx,0
100970,-8.481445,-51.566742,76561198986519110,LaXx,0
100971,-8.561783,-51.432495,76561198986519110,LaXx,0
100972,-8.561783,-51.351807,76561198986519110,LaXx,0
100973,-8.642456,-51.190796,76561198986519110,LaXx,0
100974,-8.696014,-50.86876,76561198986519110,LaXx,0
100975,-8.776703,-50.49283,76561198986519110,LaXx,0
100976,-8.830261,-50.144012,76561198986519110,LaXx,0
100977,-8.85704,-49.982986,76561198986519110,LaXx,0
100978,-8.85704,-49.92943,76561198986519110,LaXx,0
100979,-8.85704,-49.982986,76561198986519110,LaXx,0
100980,-8.85704,-50.251465,76561198986519110,LaXx,0
100981,-8.884155,-50.49283,76561198986519110,LaXx,0
100982,-8.964508,-50.922318,76561198986519110,LaXx,0
100983,-9.045181,-51.432495,76561198986519110,LaXx,0
100984,-9.125519,-51.888763,76561198986519110,LaXx,0
100985,-9.206207,-52.103348,76561198986519110,LaXx,0
100986,-9.259766,-52.425385,76561198986519110,LaXx,0
100987,-9.340439,-52.640305,76561198986519110,LaXx,0
100988,-9.393997,-52.935562,76561198986519110,LaXx,0
100989,-9.447556,-53.23082,76561198986519110,LaXx,0
100990,-9.447556,-53.364716,76561198986519110,LaXx,0
100991,-9.474335,-53.606415,76561198986519110,LaXx,0
100992,-9.528229,-53.92845,76561198986519110,LaXx,0
100993,-9.555023,-54.11625,76561198986519110,LaXx,0
100994,-9.608582,-54.27761,76561198986519110,LaXx,0
100995,-9.635696,-54.35795,76561198986519110,LaXx,0
100996,-9.635696,-54.35795,76561198986519110,LaXx,0
100997,-9.635696,-54.35795,76561198986519110,LaXx,0
100998,-9.635696,-54.33117,76561198986519110,LaXx,0
100999,-9.662476,-54.27761,76561198986519110,LaXx,0
101000,-9.662476,-54.19693,76561198986519110,LaXx,0
101001,-9.716034,-54.009132,76561198986519110,LaXx,0
101002,-9.769592,-53.821335,76561198986519110,LaXx,0
101003,-9.796722,-53.740654,76561198986519110,LaXx,0
101004,-9.796722,-53.740654,76561198986519110,LaXx,0
101005,-9.796722,-53.713875,76561198986519110,LaXx,0
101006,-9.796722,-53.659973,76561198986519110,LaXx,0
101007,-9.796722,-53.498955,76561198986519110,LaXx,0
101008,-9.823486,-53.337936,76561198986519110,LaXx,0
101009,-9.823486,-53.0698,76561198986519110,LaXx,0
101010,-9.823486,-52.828102,76561198986519110,LaXx,0
101011,-9.823486,-52.774544,76561198986519110,LaXx,0
101012,-9.823486,-52.720642,76561198986519110,LaXx,0
101013,-9.823486,-52.720642,76561198986519110,LaXx,0
101014,-9.823486,-52.720642,76561198986519110,LaXx,0
101015,-9.823486,-52.720642,76561198986519110,LaXx,0
101016,-9.823486,-52.720642,76561198986519110,LaXx,0
101017,-9.823486,-52.667084,76561198986519110,LaXx,0
101018,-9.823486,-52.640305,76561198986519110,LaXx,0
101019,-9.823486,-52.640305,76561198986519110,LaXx,0
101020,-9.823486,-52.640305,76561198986519110,LaXx,0
101021,-9.823486,-52.586403,76561198986519110,LaXx,0
101022,-9.850281,-52.532845,76561198986519110,LaXx,0
101023,-9.850281,-52.371826,76561198986519110,LaXx,0
101024,-9.877045,-52.156906,76561198986519110,LaXx,0
101025,-9.877045,-52.02301,76561198986519110,LaXx,0
101026,-9.877045,-51.80809,76561198986519110,LaXx,0
101027,-9.877045,-51.75453,76561198986519110,LaXx,0
101028,-9.877045,-51.700623,76561198986519110,LaXx,0
101029,-9.877045,-51.67386,76561198986519110,LaXx,0
101030,-9.877045,-51.647064,76561198986519110,LaXx,0
101031,-9.877045,-51.593506,76561198986519110,LaXx,0
101032,-9.877045,-51.53961,76561198986519110,LaXx,0
101033,-9.903839,-51.486053,76561198986519110,LaXx,0
101034,-9.903839,-51.459274,76561198986519110,LaXx,0
101035,-9.903839,-51.459274,76561198986519110,LaXx,0
101036,-9.903839,-51.459274,76561198986519110,LaXx,0
101037,-9.903839,-51.405716,76561198986519110,LaXx,0
101038,-9.903839,-51.325043,76561198986519110,LaXx,0
101039,-9.877045,-51.217575,76561198986519110,LaXx,0
101040,-9.877045,-51.137238,76561198986519110,LaXx,0
101041,-9.877045,-51.11046,76561198986519110,LaXx,0
101042,-9.850281,-51.05655,76561198986519110,LaXx,0
101043,-9.850281,-51.029785,76561198986519110,LaXx,0
101044,-9.850281,-50.949097,76561198986519110,LaXx,0
101045,-9.850281,-50.922318,76561198986519110,LaXx,0
101046,-9.850281,-50.8152,76561198986519110,LaXx,0
101047,-9.850281,-50.788086,76561198986519110,LaXx,0
