pitch,yaw,tick,steamid,kill_event_id,segment_number,segment_id
6.8554688,-127.67315,17679,76561198822643426,0,1,0_1
6.8266296,-127.65873,17680,76561198822643426,0,1,0_1
6.8266296,-127.65873,17681,76561198822643426,0,1,0_1
6.8266296,-127.65873,17682,76561198822643426,0,1,0_1
6.8266296,-127.65873,17683,76561198822643426,0,1,0_1
6.8266296,-127.65873,17684,76561198822643426,0,1,0_1
6.8266296,-127.65873,17685,76561198822643426,0,1,0_1
6.8266296,-127.65873,17686,76561198822643426,0,1,0_1
6.8266296,-127.65873,17687,76561198822643426,0,1,0_1
6.8266296,-127.65873,17688,76561198822643426,0,1,0_1
6.8266296,-127.65873,17689,76561198822643426,0,1,0_1
6.8266296,-127.65873,17690,76561198822643426,0,1,0_1
6.8266296,-127.65873,17691,76561198822643426,0,1,0_1
6.8266296,-127.65873,17692,76561198822643426,0,1,0_1
6.8266296,-127.65873,17693,76561198822643426,0,1,0_1
6.8266296,-127.65873,17694,76561198822643426,0,1,0_1
6.8266296,-127.65873,17695,76561198822643426,0,1,0_1
6.8266296,-127.65873,17696,76561198822643426,0,1,0_1
6.8266296,-127.65873,17697,76561198822643426,0,1,0_1
6.8266296,-127.64431,17698,76561198822643426,0,1,0_1
6.841049,-127.62955,17699,76561198822643426,0,1,0_1
6.8554688,-127.571526,17700,76561198822643426,0,1,0_1
6.8702393,-127.513504,17701,76561198822643426,0,1,0_1
6.8846436,-127.4263,17702,76561198822643426,0,1,0_1
6.8990784,-127.339096,17703,76561198822643426,0,1,0_1
6.9138336,-127.26631,17704,76561198822643426,0,1,0_1
6.928253,-127.149925,17705,76561198822643426,0,1,0_1
6.957428,-127.03388,17706,76561198822643426,0,1,0_1
6.971863,-126.88831,17707,76561198822643426,0,1,0_1
6.971863,-126.6703,17708,76561198822643426,0,1,0_1
6.9426727,-126.40869,17709,76561198822643426,0,1,0_1
6.9426727,-126.19068,17710,76561198822643426,0,1,0_1
6.928253,-126.001854,17711,76561198822643426,0,2,0_2
6.928253,-125.85663,17712,76561198822643426,0,2,0_2
6.928253,-125.81303,17713,76561198822643426,0,2,0_2
6.928253,-125.79174,17714,76561198822643426,0,2,0_2
6.928253,-125.774574,17715,76561198822643426,0,2,0_2
6.928253,-125.767365,17716,76561198822643426,0,2,0_2
6.928253,-125.752945,17717,76561198822643426,0,2,0_2
6.9320374,-125.73475,17718,76561198822643426,0,2,0_2
6.9392395,-125.68737,17719,76561198822643426,0,2,0_2
6.9464417,-125.62935,17720,76561198822643426,0,2,0_2
6.950226,-125.53871,17721,76561198822643426,0,2,0_2
6.950226,-125.39692,17722,76561198822643426,0,2,0_2
6.950226,-125.29873,17723,76561198822643426,0,2,0_2
6.953659,-125.1281,17724,76561198822643426,0,2,0_2
6.957428,-124.993515,17725,76561198822643426,0,2,0_2
6.957428,-124.91009,17726,76561198822643426,0,2,0_2
6.950226,-124.80812,17727,76561198822643426,0,2,0_2
6.9464417,-124.753876,17728,76561198822643426,0,2,0_2
6.950226,-124.70272,17729,76561198822643426,0,2,0_2
6.953659,-124.68109,17730,76561198822643426,0,2,0_2
6.957428,-124.65946,17731,76561198822643426,0,2,0_2
6.9608765,-124.648476,17732,76561198822643426,0,2,0_2
