tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
13974,7.6983337,629.0917,-175.14748,244.81668,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13975,7.0645447,628.68536,-177.49203,246.69455,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13976,6.336029,628.3153,-179.29756,248.60378,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13977,5.797348,627.98114,179.84686,250.5434,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13978,5.353775,627.68,179.46683,252.51213,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13979,5.00531,627.4081,179.49841,254.50877,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13980,4.7519226,627.16003,-179.93134,256.53214,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13981,4.65683,626.7889,-178.34724,258.56326,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13982,4.8786163,626.224,-174.9892,260.57346,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13983,5.3857117,625.446,-171.28268,262.5335,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13984,6.05072,624.4916,-167.2277,264.44025,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13985,6.6209717,623.3051,-163.90125,266.10248,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13986,7.0645447,622.0222,-161.39877,267.5174,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13987,7.413025,620.70764,-159.71957,268.5333,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13988,7.761505,619.367,-158.10391,269.08542,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13989,7.9832764,618.0163,-156.67844,269.2931,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13990,8.078384,616.66315,-155.34772,269.18182,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13991,8.046799,615.3352,-154.0805,268.8397,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13992,7.856598,614.25464,-153.38356,268.24133,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13993,7.7934265,613.4538,-153.32004,267.35876,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13994,7.666397,612.8651,-153.44673,266.26312,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13995,7.4449463,612.4667,-153.82713,264.9679,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13996,7.3498535,612.2417,-154.0805,263.4881,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13997,7.3498535,612.17584,-154.11209,261.83865,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13998,7.3498535,612.2562,-154.11209,260.0331,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
13999,7.317932,612.4707,-154.11209,258.08444,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14000,7.317932,612.8086,-154.11209,256.00433,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14001,7.317932,613.25903,-154.20718,253.80287,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14002,7.317932,613.81104,-154.61884,251.48915,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14003,7.4449463,614.44934,-155.98114,249.06905,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14004,7.6032257,615.1503,-158.16708,246.56429,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14005,7.6348114,615.8705,-161.14505,244.04057,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14006,7.3498535,616.5952,-164.5031,241.49379,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14007,6.8111877,617.31305,-167.41757,238.92072,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14008,6.240921,618.0157,-169.57191,236.31917,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14009,5.8292847,618.7008,-170.49065,233.68872,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14010,5.6390686,619.3696,-170.61734,231.0299,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14011,5.4172974,620.0234,-170.68051,228.34323,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14012,5.068817,620.66223,-170.99739,225.62889,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14013,4.7519226,621.2853,-171.59924,222.88684,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14014,4.245178,621.8879,-172.96155,220.11623,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14015,3.9598846,622.4676,-173.88028,217.31679,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14016,3.7380981,623.0235,-174.51404,214.48865,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14017,3.6114197,623.557,-174.7039,211.63234,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14018,3.6114197,624.0703,-174.7039,208.74854,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14019,3.4531403,624.56555,-174.7039,205.8378,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14020,3.1046753,625.0458,-174.45053,202.90079,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14021,2.8512878,625.5135,-174.22874,199.93802,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14022,2.5659943,625.97125,-173.9122,196.95,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14023,2.3761292,626.42224,-173.50021,193.93724,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14024,2.1224213,626.8707,-172.73975,190.90042,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14025,1.9641418,627.31934,-172.29652,187.83992,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14026,1.9325562,627.76764,-172.42322,184.75569,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14027,1.5205688,628.2087,-173.97537,181.64674,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14028,1.1721039,628.6297,-176.63647,178.51137,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14029,0.9819031,629.02124,-178.7273,175.34856,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14030,0.9187317,629.38446,-178.98068,172.15878,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14031,0.8552246,629.7229,-178.8224,168.94272,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14032,0.5386658,630.04663,-177.42851,165.70158,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14033,0.31689453,630.3644,-175.90793,162.43631,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14034,0.31689453,630.68005,-175.27417,159.1473,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14035,0.60183716,630.99414,-175.27417,155.83456,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14036,1.0138245,631.30426,-175.81284,152.49792,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14037,1.330719,631.60583,-176.79507,149.13698,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14038,1.4254761,631.89624,-177.39693,145.75153,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14039,1.4254761,632.1751,-177.6503,142.34158,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14040,1.4254761,632.4438,-177.6503,138.9073,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14041,1.4254761,632.7033,-177.61871,135.44882,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14042,1.4254761,632.95557,-177.39693,131.96631,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14043,1.4254761,633.2026,-177.14355,128.45992,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14044,1.4254761,633.44543,-177.01688,124.92974,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14045,1.4254761,633.6855,-176.89018,121.375885,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14046,1.4573975,633.92487,-176.44661,117.81054,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14047,1.4889832,634.14496,-175.87634,114.531044,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14048,1.6156769,634.34436,-175.211,111.55788,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14049,1.7107849,634.5276,-175.02113,108.826065,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14050,1.7739563,634.69604,-175.11589,106.316315,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14051,1.8058777,634.8506,-175.17941,104.01068,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14052,1.8058777,634.99255,-175.17941,101.89257,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14053,1.8058777,635.12286,-175.14783,99.946724,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14054,1.7739563,635.24243,-174.95761,98.15879,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
14055,1.7739563,635.33826,-174.76743,96.659256,-414.96875,76561198991264495,✝****MFS | GaBorO****✝,0,usp_silencer,pistol,457.9430201718276,0.0,0.19018555,1.5025933
