tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
6143,1.2987976,-55.581665,-67.26345,-1055.4694,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6144,1.2987976,-54.36548,-66.598434,-1059.0142,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6145,1.2987976,-53.35968,-65.64777,-1062.572,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6146,1.2987976,-52.572693,-64.539185,-1066.1464,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6147,1.2987976,-51.95099,-63.303566,-1069.7363,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6148,1.3623047,-51.47174,-61.59279,-1073.3436,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6149,1.4889832,-51.111633,-59.406853,-1076.9698,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6150,1.6472626,-50.849182,-57.252846,-1080.6163,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6151,1.9325562,-50.66333,-54.87671,-1084.2843,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6152,2.3442078,-50.532227,-52.057,-1087.9739,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6153,2.692688,-50.435425,-49.206055,-1091.6852,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6154,2.8828735,-50.35791,-47.051697,-1095.4169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6155,3.0095673,-50.287292,-45.087555,-1099.1663,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6156,3.1046753,-50.21216,-43.060226,-1102.9155,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6157,3.136261,-50.124084,-41.41263,-1106.6646,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6158,3.1678467,-50.015137,-39.82852,-1110.413,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6159,3.2629395,-49.87677,-38.05458,-1114.1604,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6160,3.4531403,-49.702698,-36.50241,-1117.9064,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6161,3.579834,-49.48932,-35.298386,-1121.6503,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6162,3.7700195,-49.23163,-33.746216,-1125.3914,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6163,3.9918213,-48.924194,-32.098618,-1129.1288,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6164,4.181671,-48.5625,-30.514862,-1132.8613,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6165,4.371872,-48.142334,-28.8992,-1136.5878,-415.82086,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6166,4.5301514,-47.659058,-27.15683,-1140.3065,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6167,4.720337,-47.10956,-25.572739,-1144.016,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6168,4.8786163,-46.491394,-24.08374,-1147.7147,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6169,5.00531,-45.80237,-22.626343,-1151.4009,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6170,5.0372314,-45.041992,-21.35913,-1155.073,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6171,5.068817,-44.20941,-20.028763,-1158.7294,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6172,5.0372314,-43.305176,-18.951416,-1162.3688,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6173,4.9737244,-42.330017,-17.842834,-1165.9897,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6174,4.8786163,-41.28534,-16.987274,-1169.5913,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6175,4.7835083,-40.17383,-16.290314,-1173.1727,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6176,4.7519226,-38.998535,-15.751984,-1176.7338,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6177,4.688751,-37.76355,-15.371582,-1180.2745,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6178,4.688751,-36.47223,-15.055054,-1183.7952,-415.86523,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6179,4.65683,-35.12799,-14.7065735,-1187.2959,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6180,4.625244,-33.73407,-14.389679,-1190.7772,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6181,4.625244,-32.29254,-13.946106,-1194.239,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6182,4.5936584,-30.804993,-13.470947,-1197.6814,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6183,4.5620728,-29.159668,-13.027374,-1200.9575,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6184,4.5620728,-27.33496,-12.742432,-1204.0404,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6185,4.5301514,-25.327759,-12.330444,-1206.9244,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6186,4.4985657,-23.168762,-12.203751,-1209.6423,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6187,4.4985657,-20.870117,-12.108643,-1212.2072,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6188,4.46698,-18.442993,-11.918457,-1214.63,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6189,4.4350433,-15.897217,-11.34819,-1216.9197,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6190,4.4034576,-13.241699,-10.6831665,-1219.0831,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6191,4.4034576,-10.554443,-9.827606,-1221.2262,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6192,4.4034576,-7.8968506,-9.099091,-1223.4548,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6193,4.4034576,-5.269165,-8.338623,-1225.7794,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6194,4.4034576,-2.6605835,-7.8953857,-1228.172,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6195,4.4034576,-0.06719971,-7.3883057,-1230.6257,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6196,4.4350433,2.5149446,-6.7864685,-1233.1334,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6197,4.4350433,5.0913577,-5.741043,-1235.6868,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6198,4.46698,7.666498,-4.7907257,-1238.2789,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6199,4.46698,10.244212,-3.871994,-1240.9031,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6200,4.4350433,12.829012,-2.8265686,-1243.553,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6201,4.3083496,15.422851,-2.1612244,-1246.2236,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6202,4.245178,18.026516,-1.8443298,-1248.9124,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6203,4.181671,20.631897,-1.7811584,-1251.6095,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6204,4.181671,23.234346,-1.7492371,-1254.3094,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6205,4.1500854,25.834057,-1.7492371,-1257.0121,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6206,4.0865784,28.431847,-1.654129,-1259.7166,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6207,3.7700195,31.029387,-1.2424927,-1262.4213,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6208,3.484726,33.628048,-0.8305054,-1265.1249,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6209,3.2313538,36.229538,-0.45043945,-1267.8258,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6210,2.8828735,38.834286,-0.19706726,-1270.5236,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6211,2.597931,41.468307,-0.19706726,-1273.1652,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6212,2.2810364,44.20859,-0.41885376,-1275.5985,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6213,2.0276642,47.011906,-0.51394653,-1277.749,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6214,1.7739563,49.760456,-0.48202515,-1279.5071,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6215,1.5205688,52.292118,-0.323761,-1280.793,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6216,1.3938904,54.57185,-0.26023865,-1281.5521,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6217,1.3938904,56.667652,-0.26023865,-1281.9272,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6218,1.3938904,58.594776,-0.26023865,-1281.9497,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6219,1.4254761,60.36846,-0.5771179,-1281.6483,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6220,1.4254761,62.005737,-1.3691711,-1281.0491,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6221,1.3623047,63.519455,-1.654129,-1280.1763,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6222,1.2356262,64.90142,-1.5909576,-1279.6965,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6223,0.8552246,66.16654,-0.8305054,-1279.578,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6224,0.5067444,67.33059,0.34161377,-1279.7915,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6225,0.5067444,68.40143,1.2287598,-1280.309,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6226,0.9187317,69.508194,1.7990112,-1280.9799,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6227,1.2987976,70.83917,1.8305969,-1281.6222,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6228,1.6472626,72.428024,1.1652374,-1282.1932,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6229,1.7107849,74.20984,-0.22865295,-1282.7191,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6230,1.4889832,76.169266,-0.89401245,-1283.2075,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6231,1.3623047,78.291534,-0.95718384,-1283.6617,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6232,1.2987976,80.56364,-0.95718384,-1284.0846,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6233,1.2356262,82.97347,-0.86242676,-1284.4777,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6234,1.2356262,85.50984,-0.5455322,-1284.842,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6235,1.4889832,88.162415,-0.16548157,-1285.1779,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6236,1.9006348,90.92175,0.24650574,-1285.4849,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6237,2.0592499,93.779335,0.27809143,-1285.7653,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6238,2.0908356,96.72709,0.11981201,-1286.0223,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6239,2.0276642,99.757385,-0.323761,-1286.2604,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6240,1.9006348,102.863884,-1.1473846,-1286.4855,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6241,1.7107849,106.04024,-2.002594,-1286.7037,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6242,1.5840912,109.28059,-2.6679688,-1286.9194,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6243,1.5840912,112.579666,-2.7946472,-1287.1332,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6244,1.5840912,115.93259,-2.7946472,-1287.3452,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6245,1.5840912,119.334854,-2.7946472,-1287.5559,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6246,1.6156769,122.78241,-2.8581543,-1287.7655,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6247,1.8690491,126.271545,-3.333313,-1287.9769,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6248,2.0908356,129.79828,-4.6956177,-1288.1974,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6249,2.0908356,133.3589,-5.931244,-1288.4332,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6250,1.9957275,136.91336,-6.976654,-1288.5773,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6251,1.9641418,140.4341,-7.1349335,-1288.5155,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6252,1.9641418,143.91628,-7.071411,-1288.2198,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6253,1.9325562,147.36952,-7.0082397,-1287.7499,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6254,2.0592499,150.7963,-7.0082397,-1287.1198,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6255,2.3442078,154.19917,-7.103348,-1286.3429,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6256,2.5344086,157.58127,-7.4518127,-1285.4325,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6257,2.7877808,160.94835,-8.719025,-1284.4054,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6258,2.7877808,164.3079,-10.6831665,-1283.28,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6259,2.5659943,167.66489,-12.01355,-1282.0708,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6260,2.4708862,171.02306,-13.154068,-1280.7898,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6261,2.4708862,174.38618,-14.547958,-1279.4496,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6262,2.692688,177.75957,-16.638794,-1278.0653,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6263,2.9144592,181.1611,-19.173203,-1276.8779,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6264,3.136261,184.586,-21.707611,-1275.905,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6265,3.4531403,188.03079,-22.784958,-1275.1445,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6266,3.643341,191.4913,-23.38681,-1274.5737,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6267,3.8651276,194.96489,-24.146912,-1274.1814,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6268,4.1184998,198.44608,-25.857697,-1273.9615,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6269,4.2135925,201.92502,-29.469452,-1273.918,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6270,3.8967133,205.38771,-34.189453,-1274.059,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6271,3.7065125,208.81812,-39.3853,-1274.3928,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6272,3.4215546,212.24452,-42.616653,-1274.7952,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6273,3.3264465,215.71364,-43.630142,-1275.1567,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6274,3.3264465,219.23238,-43.598557,-1275.4725,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6275,3.3264465,222.78738,-43.123398,-1275.752,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6276,3.3580322,226.3755,-42.71141,-1275.996,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6277,3.5163116,229.994,-42.204666,-1276.2043,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6278,3.643341,233.64029,-42.141144,-1276.3796,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6279,3.8967133,237.3123,-42.774933,-1276.528,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6280,4.181671,241.00833,-44.77066,-1276.6628,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6281,4.3083496,244.72603,-47.590363,-1276.8014,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6282,4.0865784,248.46269,-49.7128,-1276.9551,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6283,3.8967133,252.2085,-51.518677,-1277.1324,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6284,3.833191,255.95285,-52.81746,-1277.3381,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6285,3.8651276,259.6955,-53.38772,-1277.573,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6286,3.8651276,263.4364,-53.38772,-1277.834,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6287,3.8651276,267.17557,-53.38772,-1278.119,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6288,4.1184998,270.9129,-53.609505,-1278.4271,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6289,4.3402863,274.62854,-54.053078,-1278.636,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6290,4.4985657,278.30652,-55.06691,-1278.6456,-415.54443,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
6291,4.4034576,281.95132,-57.696075,-1278.4453,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,elite,unknown,203.0673040201233,-0.031585693,-0.3800583,3.0296307
