tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
25634,8.806915,438.53864,-89.26254,-41.033203,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25635,8.806915,438.42087,-89.26254,-43.107788,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25636,8.806915,438.32172,-89.16744,-44.851868,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25637,8.648651,438.23505,-88.312225,-46.59662,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25638,8.205078,438.16995,-84.89067,-48.342285,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25639,7.6348114,438.1477,-77.66785,-50.08899,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25640,7.381439,438.198,-65.914536,-51.835144,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25641,7.2547607,438.3517,-52.006874,-53.575256,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25642,6.8427734,438.6191,-31.034668,-55.2724,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25643,6.684494,438.94,-16.715363,-56.98163,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25644,6.6529083,439.36295,-0.9070587,-58.676514,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25645,6.4627075,439.90317,15.218124,-60.320557,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25646,6.6209717,440.56458,25.957611,-61.888184,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25647,6.589386,441.29144,32.040253,-63.419495,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25648,6.8111877,442.05298,32.895477,-64.9729,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25649,6.8427734,442.8423,32.61017,-66.53131,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25650,6.8427734,443.64493,32.61017,-68.082886,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25651,6.8427734,444.45953,32.61017,-69.628174,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25652,6.8427734,445.27368,32.61017,-71.154724,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25653,6.8427734,446.0104,32.61017,-72.541504,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25654,6.8427734,446.5509,32.61017,-73.596985,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25655,6.8427734,446.95084,32.61017,-74.41498,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25656,6.8427734,447.21228,32.61017,-74.99481,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25657,6.8427734,447.33792,32.61017,-75.33502,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25658,6.8427734,447.33435,32.61017,-75.4328,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25659,5.7657623,447.24615,31.058014,-75.286316,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25660,4.8470306,447.0581,31.850052,-74.98181,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25661,4.0549927,446.7605,34.320953,-74.52533,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25662,3.136261,446.338,38.661224,-73.92865,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25663,2.1224213,445.7727,44.236786,-73.20825,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25664,1.0769958,445.051,49.40071,-72.37982,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25665,0.1902008,444.25638,53.012115,-71.52301,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25666,-0.7285309,443.38638,55.800247,-70.64264,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25667,-1.4573975,442.441,57.288895,-69.74042,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25668,-2.2175293,441.43826,58.461334,-68.82562,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25669,-2.9463959,440.51617,59.538345,-67.984436,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25670,-3.6114197,439.77817,60.552185,-67.27368,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25671,-4.2135925,439.26382,61.597595,-66.714966,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25672,-4.65683,439.00174,62.326126,-66.33319,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25673,-4.9421387,438.95233,62.67459,-66.11548,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25674,-5.0372314,439.08044,62.706177,-66.07703,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25675,-5.100403,439.26645,62.706177,-66.14783,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25676,-5.16391,439.47223,62.643005,-66.2724,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25677,-5.259018,439.64844,62.61142,-66.50037,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25678,-5.51239,439.8161,62.5795,-66.833435,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25679,-5.702591,439.99097,62.61142,-67.24237,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25680,-5.892456,440.17886,62.61142,-67.724304,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25681,-6.1142273,440.38257,62.61142,-68.2782,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25682,-6.336029,440.51993,62.547913,-68.88403,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25683,-6.6209717,440.55685,62.484406,-69.544495,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25684,-6.9062805,440.49374,62.45282,-70.267456,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25685,-7.223175,440.3588,62.516327,-71.04407,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25686,-7.5081177,440.16113,62.706177,-71.87573,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25687,-7.666748,439.90747,62.864807,-72.76404,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25688,-7.7299194,439.60217,62.896393,-73.710205,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25689,-7.7299194,439.2484,62.896393,-74.714966,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25690,-7.7299194,438.8279,62.896393,-75.727356,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25691,-7.7299194,438.29434,62.92798,-76.67792,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25692,-7.761505,437.65005,62.991486,-77.462585,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25693,-8.10997,436.8945,63.37155,-78.054016,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25694,-8.300171,436.17233,63.62491,-78.57849,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25695,-8.553543,435.5327,63.84671,-79.059875,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25696,-8.806915,435.1334,64.06848,-79.549805,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25697,-9.12381,434.9974,64.41696,-80.032776,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25698,-9.377167,435.04678,64.73386,-80.492676,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25699,-9.694061,435.2438,65.11391,-80.924866,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25700,-9.884262,435.55743,65.3992,-81.33746,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25701,-9.97937,435.9686,65.525894,-81.74176,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25702,-10.0425415,436.4068,65.621,-82.13043,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25703,-10.0425415,436.77216,65.621,-82.45453,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25704,-10.0425415,437.04263,65.65259,-82.69452,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25705,-10.0425415,437.23697,65.68417,-82.867065,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25706,-10.0425415,437.35516,65.68417,-82.97217,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25707,-10.0425415,437.39764,65.71576,-83.00995,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25708,-10.0425415,437.39764,65.71576,-83.00995,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25709,-10.0425415,437.36032,65.71576,-82.9931,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25710,-10.0425415,437.28027,65.71576,-82.95679,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25711,-10.0425415,437.28027,65.71576,-82.95679,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25712,-10.0425415,437.28027,65.71576,-82.95679,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25713,-10.0425415,437.35547,65.71576,-82.99072,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25714,-10.0425415,437.5463,65.71576,-83.076904,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25715,-10.0425415,437.81815,65.71576,-83.19946,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25716,-10.0425415,438.15643,65.71576,-83.352234,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25717,-10.0425415,438.4746,65.71576,-83.49579,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25718,-10.0425415,438.65353,65.71576,-83.57672,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25719,-10.0425415,438.62347,65.71576,-83.56323,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25720,-10.0425415,438.48257,65.68417,-83.49957,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25721,-10.074127,438.31107,65.621,-83.421936,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25722,-10.106049,438.22232,65.55748,-83.38165,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25723,-10.137634,438.3554,65.49431,-83.44232,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25724,-10.16922,438.5637,65.49431,-83.53729,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25725,-10.16922,438.83838,65.49431,-83.66254,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25726,-10.16922,439.17947,65.49431,-83.818054,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25727,-10.232727,439.587,65.525894,-84.00372,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25728,-10.327835,440.06125,65.77927,-84.218994,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25729,-10.359421,440.6026,66.00105,-84.463135,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25730,-10.422592,441.21112,66.28601,-84.73596,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25731,-10.454529,441.78122,66.5078,-84.99097,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25732,-10.454529,442.26108,66.53938,-85.20538,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25733,-10.454529,442.63147,66.53938,-85.37079,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25734,-10.454529,442.86472,66.53938,-85.47571,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25735,-10.454529,442.86472,66.53938,-85.47571,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25736,-10.454529,442.7368,66.57132,-85.42029,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25737,-10.454529,442.5892,66.602905,-85.35632,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25738,-10.454529,442.52182,66.66641,-85.32721,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25739,-10.454529,442.52182,66.698,-85.32721,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25740,-10.454529,442.52182,66.698,-85.32721,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25741,-10.454529,442.62766,66.698,-85.3728,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25742,-10.454529,442.83206,66.698,-85.460754,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25743,-10.454529,443.11377,66.72958,-85.58203,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25744,-10.454529,443.46237,66.72958,-85.73212,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25745,-10.454529,443.87793,66.79309,-85.91083,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25746,-10.4861145,444.3065,66.88785,-86.09497,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25747,-10.4861145,444.56552,66.95137,-86.206665,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25748,-10.4861145,444.4936,66.95137,-86.17676,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25749,-10.4861145,444.3546,66.95137,-86.117615,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25750,-10.4861145,444.14847,66.95137,-86.02985,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25751,-10.4861145,443.87503,66.95137,-85.913574,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25752,-10.4861145,443.56833,66.95137,-85.78302,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25753,-10.4861145,443.34906,66.95137,-85.68982,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25754,-10.4861145,443.1146,66.95137,-85.59009,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25755,-10.4861145,442.81717,66.95137,-85.46344,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25756,-10.4861145,442.44455,66.95137,-85.30481,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25757,-10.454529,442.02545,66.95137,-85.12665,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25758,-10.454529,441.69632,66.95137,-84.98657,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25759,-10.454529,441.4775,66.95137,-84.89331,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25760,-10.454529,441.352,66.95137,-84.839966,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25761,-10.454529,441.3204,66.95137,-84.82654,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25762,-10.454529,441.43396,66.95137,-84.87488,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25763,-10.454529,441.63028,66.95137,-84.958374,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25764,-10.454529,441.894,66.95137,-85.07068,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25765,-10.454529,442.22507,66.95137,-85.211365,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25766,-10.454529,442.62354,66.95137,-85.38086,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25767,-10.454529,443.0894,66.95137,-85.5791,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25768,-10.422592,443.62268,66.982956,-85.80603,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25769,-10.422592,444.21625,67.01454,-86.05823,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25770,-10.391006,444.5888,67.078064,-86.216736,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25771,-10.391006,444.6752,67.078064,-86.25415,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25772,-10.359421,444.52142,67.10965,-86.18921,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25773,-10.359421,444.30063,67.10965,-86.09607,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25774,-10.359421,444.01242,67.14157,-85.97467,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25775,-10.359421,443.65686,67.14157,-85.82495,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25776,-10.359421,443.23392,67.14157,-85.64685,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25777,-10.359421,442.7436,67.14157,-85.44043,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25778,-10.359421,442.1859,67.10965,-85.20563,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25779,-10.391006,441.56097,67.01454,-84.9422,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25780,-10.454529,440.9261,66.95137,-84.674194,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25781,-10.454529,440.38138,66.95137,-84.444336,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25782,-10.4861145,439.9537,66.95137,-84.263855,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
25783,-10.5177,439.61978,66.95137,-84.122925,-639.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,589.8088231344976,-0.09475708,-0.4119873,0.15894204
