tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
41758,-0.38006592,86.92208,-82.230606,-123.87598,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41759,-0.38006592,87.1685,-82.230606,-125.68744,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41760,-0.38006592,87.414925,-82.230606,-127.4989,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41761,-0.38006592,87.66135,-82.230606,-129.3103,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41762,-0.38006592,87.90777,-82.230606,-131.12177,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41763,-0.38006592,88.15419,-82.230606,-132.93323,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41764,-0.38006592,88.40061,-82.230606,-134.74463,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41765,-0.38006592,88.64703,-82.230606,-136.55609,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41766,-0.34848022,88.893456,-82.230606,-138.36755,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41767,-0.34848022,89.13988,-82.230606,-140.17902,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41768,-0.34848022,89.3863,-82.230606,-141.99048,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41769,-0.34848022,89.63272,-82.230606,-143.80188,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41770,-0.34848022,89.87914,-82.230606,-145.61334,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41771,-0.34848022,90.125565,-82.230606,-147.4248,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41772,-0.34848022,90.37199,-82.230606,-149.2362,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41773,-0.34848022,90.61841,-82.230606,-151.04767,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41774,-0.34848022,90.86483,-82.230606,-152.85913,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41775,-0.34848022,91.11125,-82.230606,-154.6706,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41776,-0.34848022,91.35767,-82.230606,-156.48206,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41777,-0.34848022,91.604095,-82.230606,-158.29346,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41778,-0.34848022,91.85052,-82.230606,-160.10492,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41779,-0.34848022,92.09694,-82.230606,-161.91638,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41780,-0.34848022,92.32586,-82.230606,-163.59955,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41781,-0.34848022,92.49933,-82.230606,-165.1803,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41782,-0.31689453,92.48898,-82.230606,-166.65277,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41783,-0.31689453,92.306786,-82.230606,-168.02264,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41784,-0.31689453,92.13926,-82.19902,-169.28284,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41785,-0.31689453,91.987404,-82.19902,-170.42389,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41786,-0.31689453,91.849174,-82.19902,-171.46411,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41787,-0.31689453,91.724144,-82.19902,-172.40369,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41788,-0.28530884,91.61232,-82.19902,-173.24274,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41789,-0.28530884,91.5137,-82.262535,-173.9812,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41790,-0.28530884,91.45156,-82.48432,-174.79211,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41791,-0.38006592,91.4538,-83.11775,-175.63342,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41792,-0.2217865,91.585724,-85.525475,-176.4856,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41793,-0.09509277,91.851425,-89.92893,-177.36426,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41794,-0.06350708,92.202225,-94.07902,-178.27759,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41795,-0.4119873,92.62214,-97.817116,-179.23517,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41796,-0.7604675,93.09919,-100.7951,-180.24426,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41797,-0.9503174,93.62516,-102.98103,-181.30945,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41798,-0.9503174,94.19515,-104.40685,-182.43384,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41799,-0.7920532,94.84755,-105.80074,-183.54407,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41800,-0.5067444,95.61199,-107.66979,-184.61646,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41801,-0.2533722,96.49568,-109.69746,-185.65485,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41802,-0.12667847,97.46957,-111.75636,-186.67352,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41803,-0.12667847,98.5252,-112.83371,-187.6773,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41804,-0.12667847,99.65541,-113.11867,-188.66797,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41805,-0.15826416,100.854225,-113.15025,-189.6466,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41806,-0.1902008,102.11626,-113.18218,-190.61456,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41807,-0.1902008,103.43608,-113.24535,-191.57281,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41808,-0.1902008,104.808685,-113.37204,-192.52246,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41809,-0.1902008,106.22984,-113.65734,-193.46484,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41810,-0.1902008,107.69475,-114.19567,-194.40198,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41811,-0.15826416,109.19935,-114.734344,-195.33612,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41812,-0.15826416,110.73968,-115.2095,-196.26892,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41813,-0.15826416,112.25687,-115.494804,-197.17883,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41814,-0.15826416,113.65346,-115.58956,-198.01648,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41815,-0.15826416,114.87956,-115.62149,-198.75903,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41816,-0.15826416,115.853455,-115.62149,-199.36841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41817,-0.15826416,116.525986,-115.62149,-199.8175,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41818,-0.15826416,116.956726,-115.62149,-200.13464,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41819,-0.15826416,117.148445,-115.62149,-200.3161,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41820,-0.15826416,117.10894,-115.62149,-200.35217,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41821,-0.15826416,117.03061,-115.62149,-200.31458,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41822,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41823,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41824,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41825,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41826,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41827,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41828,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41829,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41830,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41831,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41832,-0.15826416,117.01777,-115.62149,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41833,-0.15826416,117.01777,-115.653076,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41834,-0.15826416,117.01777,-115.653076,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41835,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41836,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41837,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41838,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41839,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41840,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41841,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41842,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41843,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41844,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41845,-0.15826416,117.01777,-115.68466,-200.30841,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41846,-0.15826416,117.15603,-115.68466,-200.37488,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41847,-0.15826416,117.37139,-115.68466,-200.47845,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41848,-0.15826416,117.65616,-115.68466,-200.61536,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41849,-0.15826416,118.006805,-115.71659,-200.78406,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41850,-0.15826416,118.42338,-115.71659,-200.9845,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41851,-0.15826416,119.02065,-115.77976,-201.27234,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41852,-0.09509277,119.79738,-116.318436,-201.65002,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41853,0.0,120.75098,-117.36385,-202.1222,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41854,0.09509277,121.87843,-118.66264,-202.69397,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41855,0.09509277,123.17541,-120.27832,-203.37183,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41856,0.1902008,124.62259,-122.274055,-204.15607,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41857,0.2533722,126.20331,-123.73146,-205.04456,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41858,0.2533722,127.902596,-125.188866,-206.03491,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41859,0.2533722,129.70668,-126.55117,-207.12488,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41860,0.2533722,131.60243,-127.91313,-208.31201,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41861,0.2533722,133.57951,-128.83186,-209.59229,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41862,0.2533722,135.6294,-129.46564,-210.96033,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41863,0.2533722,137.74548,-129.65549,-212.40991,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41864,0.2533722,139.92213,-129.65549,-213.93445,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41865,0.2533722,141.92181,-129.65549,-215.3352,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41866,0.2533722,143.7591,-129.65549,-216.62207,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41867,0.2217865,145.46165,-129.65549,-217.8147,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41868,0.2217865,146.95747,-129.65549,-218.86255,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41869,0.2217865,148.32103,-129.65549,-219.81787,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41870,0.2217865,149.57378,-129.65549,-220.69556,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41871,0.2217865,150.64798,-129.65549,-221.4364,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41872,0.2217865,151.5014,-129.6239,-222.00671,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41873,0.1902008,152.10486,-129.6239,-222.38538,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41874,0.1902008,152.4876,-129.59232,-222.59882,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41875,0.1902008,152.71025,-129.59232,-222.69989,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41876,0.1902008,152.84862,-129.56073,-222.76282,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41877,0.1902008,152.87404,-129.56073,-222.77435,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41878,0.1902008,152.89143,-129.52881,-222.7887,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41879,0.1902008,153.03354,-129.52881,-222.9057,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41880,0.1902008,153.2049,-129.52881,-223.08209,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41881,0.1902008,153.32793,-129.56073,-223.35034,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41882,0.2217865,153.42047,-130.16258,-223.71924,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41883,0.6653595,153.51051,-132.06322,-224.07202,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41884,0.7604675,153.50879,-132.50679,-224.26312,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41885,0.7604675,153.44426,-132.50679,-224.31323,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41886,0.6653595,153.4333,-132.6019,-224.31836,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41887,-0.1902008,153.4333,-133.23532,-224.31836,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41888,-1.0138245,153.49828,-134.02737,-224.38116,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41889,-1.1721039,153.75766,-134.43936,-224.6341,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41890,-0.8552246,154.19446,-134.69272,-225.06348,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41891,-0.2217865,154.7723,-135.0412,-225.6355,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41892,0.12667847,155.491,-135.16788,-226.35034,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41893,0.12667847,156.3505,-135.16788,-227.20758,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41894,0.12667847,157.35121,-135.16788,-228.20728,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41895,0.12667847,158.48364,-135.16788,-229.34009,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41896,0.15826416,159.7372,-135.16788,-230.59491,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41897,0.31689453,161.102,-135.16788,-231.96185,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41898,0.6969452,162.56921,-135.13629,-233.43188,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41899,0.9503174,164.10936,-135.1047,-234.9754,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41900,1.1089325,164.71254,-135.0412,-235.57996,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41901,1.4889832,165.30753,-134.851,-236.1759,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41902,2.2175293,165.89226,-134.53445,-236.7605,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41903,2.8828735,166.4642,-134.40778,-237.33124,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41904,3.5163116,167.02583,-134.43936,-237.89069,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41905,3.7700195,167.51744,-134.53445,-238.38055,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
41906,3.7700195,167.9218,-134.56604,-238.78326,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1,rifle,285.9511084696138,0.0,-0.031585693,0.5706843
