tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
143847,-17.455566,211.89545,-9.641541,-1225.8032,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143848,-17.455566,211.93788,-9.578018,-1225.5193,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143849,-17.455566,211.96614,-9.578018,-1225.33,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143850,-17.455566,211.97543,-9.578018,-1225.2675,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143851,-17.455566,211.95706,-9.578018,-1225.3763,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143852,-17.455566,211.92357,-9.578018,-1225.5751,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143853,-17.455566,211.87794,-9.578018,-1225.8456,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143854,-17.455566,211.82016,-9.578018,-1226.1879,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143855,-17.455566,211.7502,-9.578018,-1226.6019,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143856,-17.455566,211.66805,-9.578018,-1227.0878,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143857,-17.455566,211.57368,-9.578018,-1227.6454,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143858,-17.455566,211.47566,-9.578018,-1228.2241,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143859,-17.455566,211.39377,-9.578018,-1228.7067,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143860,-17.455566,211.33292,-9.578018,-1229.0643,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143861,-17.455566,211.28914,-9.578018,-1229.3219,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143862,-17.455566,211.26253,-9.578018,-1229.4785,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143863,-17.455566,211.27165,-9.578018,-1229.4241,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143864,-17.455566,211.29587,-9.578018,-1229.2805,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143865,-17.455566,211.3322,-9.578018,-1229.0652,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143866,-17.455566,211.38069,-9.578018,-1228.7781,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143867,-17.42398,211.44145,-9.609604,-1228.4192,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143868,-17.392395,211.5146,-9.673126,-1227.9886,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143869,-17.170593,211.57062,-9.673126,-1227.6583,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143870,-17.0755,211.60957,-9.673126,-1227.4281,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143871,-17.0755,211.6315,-9.673126,-1227.298,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143872,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143873,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143874,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143875,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143876,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143877,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143878,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143879,-17.0755,211.6365,-9.673126,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143880,-16.917236,211.6365,-10.306549,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143881,-16.663849,211.6365,-10.782043,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143882,-16.220276,211.6365,-11.447067,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143883,-15.808289,211.6365,-12.049255,-1227.2681,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143884,-15.396652,211.598,-12.619507,-1227.4401,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143885,-14.953079,211.52986,-13.031158,-1227.7406,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143886,-13.9392395,211.43951,-13.854797,-1228.1238,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143887,-12.925415,211.32817,-14.646835,-1228.5769,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143888,-11.087952,211.21574,-15.945618,-1229.0232,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143889,-9.440689,211.1267,-16.991043,-1229.3759,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143890,-8.490372,211.06836,-17.498138,-1229.6062,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143891,-7.1912384,211.04799,-18.036804,-1229.7032,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143892,-6.2725067,211.07318,-18.195068,-1229.6362,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143893,-5.6706543,211.11632,-18.195068,-1229.505,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143894,-5.4808044,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143895,-5.4172974,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143896,-5.3857117,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143897,-5.3857117,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143898,-5.3857117,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143899,-5.3857117,211.13199,-18.163483,-1229.4576,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143900,-5.3857117,211.1864,-18.163483,-1229.2917,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143901,-5.3857117,211.26357,-18.163483,-1229.0566,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143902,-5.3857117,211.36362,-18.163483,-1228.7522,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143903,-5.3857117,211.48624,-18.163483,-1228.3784,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143904,-5.3857117,211.63194,-18.226654,-1227.9353,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143905,-5.353775,211.83792,-18.575134,-1227.3151,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143906,-4.9737244,212.12569,-19.46228,-1226.5928,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143907,-4.5620728,212.63138,-20.476105,-1225.8446,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143908,-3.928299,213.3945,-22.123383,-1225.0575,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143909,-3.484726,214.35503,-23.327057,-1224.2369,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143910,-2.9144592,215.50919,-25.132935,-1223.3849,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143911,-2.5028229,216.84294,-26.305054,-1222.5098,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143912,-1.8374634,218.34433,-27.952652,-1221.621,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143913,-1.0454102,219.90884,-29.821701,-1220.6577,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143914,0.031585693,221.49988,-32.957947,-1219.5319,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143915,1.1089325,223.14162,-36.981354,-1218.2338,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143916,1.6156769,224.83302,-39.32556,-1216.8179,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143917,2.5344086,226.58588,-43.602325,-1215.3081,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143918,3.1046753,228.40118,-45.24994,-1213.7175,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143919,4.023407,230.2571,-47.118988,-1212.0828,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143920,5.0372314,231.96454,-48.481293,-1210.5791,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143921,5.8608704,233.51022,-49.400024,-1209.2178,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143922,6.3044434,234.82124,-49.84326,-1208.0634,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143923,6.431122,235.96872,-49.938354,-1207.0026,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143924,6.431122,235.9685,-49.96994,-1206.0433,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143925,6.431122,235.90512,-49.96994,-1205.0914,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143926,6.431122,235.73843,-49.96994,-1204.1078,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143927,6.431122,235.4706,-50.00186,-1203.117,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143928,6.431122,235.09041,-50.00186,-1202.2916,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143929,6.431122,234.59808,-50.00186,-1201.7244,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143930,6.431122,234.03851,-50.00186,-1201.3461,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143931,6.431122,233.4296,-50.00186,-1201.137,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143932,6.431122,232.78279,-50.00186,-1201.0729,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143933,6.431122,232.1034,-50.00186,-1201.1309,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143934,6.431122,231.30399,-50.00186,-1201.3657,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143935,6.3676147,230.38072,-50.00186,-1201.7573,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143936,6.2093353,229.33028,-49.90677,-1202.2949,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143937,5.5755615,228.15083,-49.43161,-1202.9742,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143938,4.815445,226.85063,-48.60797,-1203.7894,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143939,4.0865784,225.49706,-47.625732,-1204.7151,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143940,3.199768,224.24342,-46.263428,-1205.8502,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143941,1.9325562,223.11818,-43.824127,-1207.2242,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143942,1.0769958,222.10081,-41.733276,-1208.775,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143943,0.12667847,221.19801,-38.660202,-1210.4869,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143944,-0.60183716,220.41565,-35.650635,-1212.3448,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143945,-1.2987976,219.76103,-32.134323,-1214.333,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143946,-1.7107849,219.2391,-29.029663,-1216.4371,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143947,-1.8374634,218.8538,-25.98816,-1218.6433,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143948,-1.7423706,218.60506,-23.58078,-1220.9391,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143949,-1.2356262,218.49632,-20.476105,-1223.3109,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143950,-0.7920532,218.52498,-18.575134,-1225.7485,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143951,-0.12667847,218.69115,-16.00914,-1228.2407,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143952,0.4119873,218.9924,-14.044983,-1230.7782,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143953,0.9503174,219.4268,-11.859055,-1233.3511,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143954,1.3623047,219.99316,-9.578018,-1235.9503,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143955,1.4573975,220.68697,-8.025848,-1238.5691,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143956,1.330719,221.50911,-5.1745605,-1241.1969,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143957,0.63342285,222.46365,-1.3413696,-1243.82,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143958,-0.1902008,223.55057,1.7001343,-1246.4281,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143959,-1.1721039,224.76843,4.487915,-1249.0118,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143960,-2.5344086,226.11662,7.529068,-1251.5613,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143961,-3.4215546,227.58917,9.049652,-1254.0732,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143962,-4.5301514,229.18044,10.69725,-1256.5438,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143963,-5.6706543,230.64223,12.439606,-1258.8136,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143964,-6.7480164,231.98514,14.086884,-1260.8989,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143965,-7.7934265,233.21904,15.829239,-1262.8147,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143966,-8.902008,234.3529,17.571594,-1264.5748,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143967,-9.915848,235.336,18.838806,-1266.0188,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143968,-10.612793,236.39017,19.535751,-1267.4117,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143969,-11.183044,237.50774,20.01091,-1268.7544,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143970,-11.626617,238.69533,20.32779,-1269.9363,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143971,-11.848419,239.9497,20.486069,-1270.9617,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143972,-12.038269,241.2676,20.613098,-1271.838,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143973,-12.196884,242.64194,20.67627,-1272.5814,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143974,-12.545349,244.0677,20.834534,-1273.2024,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143975,-13.020508,245.54033,21.056335,-1273.7101,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143976,-13.653946,247.05571,21.341629,-1274.1129,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143977,-14.319305,248.60228,21.595001,-1274.4318,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143978,-14.984665,250.02455,21.87996,-1274.7249,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143979,-15.396652,251.288,22.07016,-1274.8798,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143980,-15.618103,252.3831,22.133667,-1274.8622,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143981,-15.776703,253.28857,22.228424,-1274.6646,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143982,-15.871811,254.02866,22.291946,-1274.3271,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143983,-15.903397,254.61002,22.291946,-1273.8706,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143984,-15.903397,255.09683,22.291946,-1273.3748,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143985,-15.903397,255.51483,22.291946,-1272.949,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143986,-15.839874,255.84386,22.07016,-1272.6135,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143987,-15.269623,256.1049,20.993164,-1272.3438,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143988,-13.4956665,256.03485,18.395233,-1272.2335,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143989,-12.006683,255.76707,16.779556,-1272.2788,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143990,-10.802994,255.46214,16.20929,-1272.5493,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143991,-9.63089,255.08267,15.955933,-1273.0272,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143992,-8.96553,254.6214,15.417252,-1273.6088,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143993,-8.680237,253.98024,13.579788,-1274.1172,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143994,-8.77533,253.21507,11.647568,-1274.3187,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143995,-8.997116,252.38907,10.4435425,-1274.3295,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
143996,-9.1553955,251.53679,10.380371,-1274.2024,-415.46875,76561198991264495,✝****MFS | GaBorO****✝,0,galilar,rifle,327.5561966152014,0.18984985,-0.31689453,1.2289959
