tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
148918,4.371872,715.51904,-162.60144,-1136.2937,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148919,4.371872,715.3159,-162.60144,-1135.2242,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148920,4.371872,714.9768,-162.60144,-1134.1736,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148921,4.371872,714.5142,-162.60144,-1133.1388,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148922,4.371872,713.93835,-162.60144,-1132.1157,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148923,4.371872,713.25757,-162.60144,-1131.1001,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148924,4.371872,712.4785,-162.60144,-1130.0881,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148925,4.371872,711.6234,-162.60144,-1129.0836,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148926,4.371872,710.6725,-162.60144,-1128.2109,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148927,4.371872,709.814,-162.60144,-1127.3424,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148928,4.371872,709.1472,-162.72845,-1126.397,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148929,4.3087006,708.49365,-162.88673,-1125.4722,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148930,4.2135925,707.81036,-162.88673,-1124.5034,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148931,4.182007,707.08887,-162.85515,-1123.4806,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148932,4.086914,706.3365,-162.69653,-1122.414,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148933,3.8967133,705.55615,-162.1582,-1121.3076,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148934,3.8016052,704.7489,-161.58795,-1120.1666,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148935,3.7700195,703.9204,-161.04927,-1118.9922,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148936,3.7700195,703.0712,-160.73239,-1117.7885,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148937,3.7700195,702.2033,-160.35233,-1116.5581,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148938,3.8335419,701.31714,-159.75049,-1115.3054,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148939,3.8967133,700.3443,-158.41977,-1114.0842,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148940,3.928299,699.29767,-156.89919,-1112.8956,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148941,3.928299,698.24426,-155.22034,-1111.9034,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148942,3.8967133,697.22485,-154.17493,-1111.2117,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148943,3.8335419,696.23334,-153.79453,-1110.7423,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148944,3.8016052,695.2774,-153.79453,-1110.4816,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148945,3.8016052,694.45874,-153.79453,-1110.2773,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148946,3.8016052,693.93964,-153.82645,-1109.9104,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148947,3.8016052,693.54364,-153.82645,-1109.6304,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148948,3.8016052,693.1881,-153.82645,-1109.3789,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148949,3.7700195,692.8466,-153.79453,-1109.1373,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148950,3.7700195,692.53955,-153.76294,-1108.92,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148951,3.7700195,692.3069,-153.69977,-1108.7546,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148952,3.7700195,692.09705,-153.66783,-1108.5068,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148953,3.7700195,691.8579,-153.66783,-1108.2157,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148954,3.7700195,691.524,-153.60466,-1107.9456,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148955,3.7700195,691.084,-153.54114,-1107.6837,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148956,3.8335419,690.5654,-153.41446,-1107.4186,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148957,3.8651276,689.9878,-153.19267,-1107.1223,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148958,3.928299,689.40955,-153.0028,-1106.7136,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148959,3.928299,688.77826,-152.71751,-1106.2676,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148960,3.928299,688.1259,-152.14725,-1105.8079,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148961,3.8651276,687.49316,-151.38715,-1105.3607,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148962,3.7384338,686.88763,-150.43648,-1104.9329,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148963,3.643341,686.30316,-149.83463,-1104.523,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148964,3.579834,685.85,-149.51775,-1104.2057,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148965,3.579834,685.54626,-149.48616,-1103.9907,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148966,3.5482483,685.3902,-149.48616,-1103.88,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148967,3.5482483,685.43365,-149.48616,-1103.91,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148968,3.5166626,685.56726,-149.48616,-1104.0037,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148969,3.5166626,685.74774,-149.48616,-1104.1305,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148970,3.4531403,685.97516,-149.48616,-1104.2904,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148971,3.4215546,686.2496,-149.45457,-1104.4835,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148972,3.4215546,686.5709,-149.45457,-1104.7097,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148973,3.4215546,686.9395,-149.45457,-1104.9692,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148974,3.4215546,687.35504,-149.45457,-1105.2618,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148975,3.4215546,687.7285,-149.45457,-1105.529,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148976,3.4215546,688.0235,-149.45457,-1105.7367,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148977,3.4215546,688.22144,-149.45457,-1105.8759,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148978,3.4215546,688.3363,-149.45457,-1105.9564,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148979,3.4215546,688.3682,-149.45457,-1105.9789,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148980,3.4215546,688.3682,-149.45457,-1105.9789,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148981,3.4215546,688.3096,-149.45457,-1105.9386,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148982,3.4215546,688.2619,-149.45457,-1105.9044,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148983,3.4215546,688.21796,-149.45457,-1105.8728,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148984,3.4215546,688.17566,-149.45457,-1105.8424,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148985,3.4215546,688.092,-149.45457,-1105.7859,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148986,3.4215546,687.9694,-149.45457,-1105.7001,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148987,3.4215546,687.7914,-149.45457,-1105.5739,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148988,3.4215546,687.563,-149.45457,-1105.4121,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148989,3.4215546,687.2843,-149.42299,-1105.2148,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148990,3.4215546,686.95526,-149.39105,-1104.982,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148991,3.4215546,686.5761,-149.35947,-1104.7139,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148992,3.4215546,686.15186,-149.2963,-1104.4169,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148993,3.4215546,685.7691,-149.23279,-1104.1492,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148994,3.4215546,685.56116,-149.16962,-1104.0018,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148995,3.4531403,685.4877,-149.1377,-1103.9493,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148996,3.4531403,685.5361,-149.07452,-1103.9829,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148997,3.4531403,685.5754,-149.011,-1104.01,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148998,3.4531403,685.6114,-148.97942,-1104.0348,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
148999,3.4531403,685.6462,-148.94783,-1104.0587,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149000,3.485077,685.6807,-148.9159,-1104.0825,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149001,3.485077,685.7152,-148.82114,-1104.1062,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149002,3.485077,685.7497,-148.82114,-1104.1299,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149003,3.485077,685.7497,-148.78922,-1104.1299,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149004,3.485077,685.70483,-148.78922,-1104.0938,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149005,3.485077,685.6457,-148.75763,-1103.9963,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149006,3.485077,685.5398,-148.75763,-1103.8218,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149007,3.485077,685.3962,-148.75763,-1103.5848,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149008,3.485077,685.2144,-148.72604,-1103.2854,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149009,3.485077,684.9994,-148.72604,-1102.9313,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149010,3.485077,684.83594,-148.72604,-1102.662,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149011,3.485077,684.7302,-148.72604,-1102.4878,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149012,3.485077,684.67725,-148.72604,-1102.4005,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149013,3.485077,684.6376,-148.72604,-1102.3951,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149014,3.485077,684.5576,-148.72604,-1102.3982,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149015,3.485077,684.3895,-148.69446,-1102.3573,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149016,3.485077,684.1504,-148.63095,-1102.2993,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149017,3.485077,683.84033,-148.47267,-1102.2247,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149018,3.4215546,683.4818,-148.18738,-1102.1671,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149019,3.3899689,683.0782,-147.9024,-1102.2107,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149020,3.2948608,682.87103,-147.55394,-1102.0996,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149021,3.2632751,682.808,-147.39566,-1102.0544,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149022,3.2313538,682.84344,-147.33215,-1102.0789,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149023,3.2313538,682.88025,-147.33215,-1102.1042,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149024,3.2313538,682.9688,-147.33215,-1102.1661,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149025,3.2313538,683.10724,-147.30057,-1102.2632,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149026,3.2313538,683.29474,-147.30057,-1102.3949,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149027,3.2313538,683.53156,-147.26898,-1102.5614,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149028,3.199768,683.8175,-147.26898,-1102.7626,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149029,3.199768,684.1527,-147.26898,-1102.9985,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149030,3.199768,684.53723,-147.23706,-1103.2693,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149031,3.199768,684.8478,-147.23706,-1103.4899,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149032,3.199768,684.97675,-147.23706,-1103.5022,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149033,3.199768,684.9046,-147.23706,-1103.3566,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149034,3.199768,684.783,-147.20547,-1103.1552,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149035,3.199768,684.61957,-147.20547,-1102.894,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149036,3.1681824,684.4156,-147.20547,-1102.5724,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149037,3.1681824,684.1765,-147.17389,-1102.1976,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149038,3.1681824,683.9721,-147.17389,-1101.8772,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149039,3.1681824,683.71594,-147.14195,-1101.4775,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149040,3.1681824,683.3576,-147.0472,-1100.9211,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149041,3.2632751,682.8963,-146.79382,-1100.2086,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149042,3.485077,682.32996,-146.25516,-1099.3412,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149043,3.8335419,681.656,-145.5582,-1098.3207,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149044,4.371872,680.8706,-144.57596,-1097.1499,-752.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149045,4.815445,679.9787,-143.84743,-1095.8413,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149046,5.3225403,678.98566,-143.02345,-1094.4082,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149047,5.7657623,677.89624,-142.13666,-1092.8634,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149048,6.0826416,676.71436,-141.21793,-1091.2192,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149049,6.2728577,675.4447,-140.45746,-1089.486,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149050,6.3679504,674.2781,-139.85562,-1087.8937,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149051,6.3679504,673.24567,-139.76051,-1086.4845,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149052,6.3679504,672.20483,-139.72893,-1085.0815,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149053,6.0826416,671.1562,-139.53873,-1083.6844,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149054,5.7341766,670.0999,-139.28535,-1082.2931,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149055,5.354126,669.036,-139.03198,-1080.9076,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149056,5.068817,667.9983,-138.8102,-1079.5621,-768.84375,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149057,4.815445,667.04346,-138.62,-1078.3239,-769.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149058,4.4985657,666.18414,-138.43015,-1077.2092,-769.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149059,4.1500854,665.39484,-138.33504,-1076.1853,-769.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149060,3.6749268,664.6697,-138.20834,-1075.2444,-769.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149061,3.2313538,664.00635,-138.08167,-1074.3837,-769.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149062,2.756195,663.405,-138.01816,-1073.6035,-771.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149063,2.4396515,662.8638,-138.11325,-1072.8993,-771.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149064,2.1859436,662.4961,-138.52524,-1072.4012,-771.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
149065,1.9009705,662.33997,-139.28535,-1072.1632,-771.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,672.5387468603028,-0.1902008,-1.1405029,0.03714354
