tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
31147,16.505249,1129.272,-178.37848,-441.33777,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31148,16.72702,1127.6904,-178.34656,-441.38074,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31149,16.980408,1126.0626,-178.34656,-441.42505,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31150,17.297287,1124.3927,-178.31497,-441.47083,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31151,17.582245,1122.6842,-178.25146,-441.51807,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31152,17.867554,1120.9403,-178.1883,-441.5669,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31153,18.12091,1119.1941,-178.12477,-441.6162,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31154,18.247604,1117.448,-178.09319,-441.6665,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31155,18.27919,1115.7019,-178.0616,-441.7173,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31156,18.311127,1113.9558,-178.03001,-441.76855,-123.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31157,18.311127,1112.2097,-177.99808,-441.8208,-124.165344,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31158,18.342712,1110.4636,-177.90332,-441.87427,-124.60187,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31159,18.405884,1108.7177,-177.64961,-441.9292,-125.03839,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31160,18.500977,1106.9717,-177.26956,-441.98645,-125.47485,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31161,18.627655,1105.2258,-176.60419,-442.0476,-125.911316,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31162,18.817871,1103.4802,-175.68546,-442.11462,-126.34772,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31163,18.976135,1101.7357,-174.41826,-442.17224,-126.783875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31164,19.071228,1099.9946,-172.13757,-442.12048,-127.21912,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31165,19.008057,1098.2556,-168.87428,-441.95435,-127.65387,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31166,18.786285,1096.5244,-163.457,-441.72107,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31167,18.659592,1094.8,-158.38818,-441.44183,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31168,18.627655,1093.0786,-151.07025,-441.14478,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31169,18.659592,1091.3578,-146.31833,-440.84393,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31170,18.691177,1089.6351,-140.58414,-440.55383,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31171,18.722763,1087.9098,-138.17642,-440.28015,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31172,18.754349,1086.1816,-136.87762,-440.02527,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31173,18.754349,1084.4509,-136.56075,-439.78857,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31174,18.754349,1082.7179,-136.40247,-439.5686,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31175,18.754349,1080.983,-136.2442,-439.36414,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31176,18.754349,1079.2465,-135.99048,-439.17456,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31177,18.754349,1077.5084,-135.57884,-438.9995,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31178,18.786285,1075.7689,-135.13527,-438.839,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31179,18.786285,1074.0344,-134.7868,-438.6501,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31180,18.786285,1072.3162,-134.565,-438.35608,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31181,18.722763,1070.6191,-134.31165,-437.94165,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31182,18.532562,1068.945,-133.9,-437.4431,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31183,18.342712,1067.2947,-133.51959,-436.87012,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31184,18.089325,1065.6687,-133.04443,-436.23145,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31185,17.772446,1064.0664,-132.56927,-435.53546,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31186,17.455566,1062.4867,-131.93585,-434.7898,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31187,17.170593,1060.928,-131.36559,-434.00122,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31188,16.695435,1059.3878,-130.32016,-433.177,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31189,16.188354,1057.8632,-129.17966,-432.32434,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31190,15.650024,1056.3506,-128.00754,-431.45044,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31191,15.016251,1054.8468,-126.581726,-430.56158,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31192,14.541092,1053.3494,-125.37804,-429.66205,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31193,14.224213,1051.8564,-124.39579,-428.755,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31194,13.970825,1050.3662,-123.35037,-427.84363,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31195,13.875732,1048.8772,-122.495155,-426.9301,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31196,13.844147,1047.3882,-121.57642,-426.0166,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31197,13.907318,1045.898,-120.59418,-425.10522,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31198,14.097519,1044.4052,-119.58069,-424.19788,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31199,14.47757,1042.9086,-118.313484,-423.29688,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31200,14.889557,1041.407,-117.172966,-422.4043,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31201,15.459824,1039.8987,-115.71556,-421.52307,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31202,16.093262,1038.3824,-114.22657,-420.65564,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31203,16.631927,1036.8572,-112.92778,-419.80408,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31204,17.170593,1035.3223,-111.660576,-418.96997,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31205,17.519073,1033.7776,-110.77343,-418.15424,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31206,17.772446,1032.223,-110.01331,-417.3573,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31207,17.930725,1030.659,-109.28444,-416.57922,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31208,17.994232,1029.0857,-108.587494,-415.8203,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31209,17.994232,1027.503,-107.76386,-415.08093,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31210,17.962646,1025.9114,-107.0985,-414.36108,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31211,17.930725,1024.3112,-106.49666,-413.66052,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31212,17.89914,1022.7029,-106.148186,-412.97864,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31213,17.89914,1021.08746,-106.0215,-412.31378,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31214,17.867554,1019.4657,-105.989914,-411.66455,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31215,17.772446,1017.8382,-105.83164,-411.0299,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31216,17.614166,1016.20526,-105.54634,-410.40942,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31217,17.487152,1014.56714,-105.229454,-409.8026,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31218,17.360458,1012.9242,-104.88098,-409.2091,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31219,17.265701,1011.27673,-104.659195,-408.62817,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31220,17.202179,1009.62506,-104.46934,-408.05933,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31221,17.138672,1007.96954,-104.27914,-407.5017,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31222,17.043915,1006.3103,-104.025764,-406.95544,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31223,16.980408,1004.64746,-103.77239,-406.4201,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31224,16.853714,1002.9812,-103.42392,-405.8955,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31225,16.758606,1001.38336,-103.04386,-405.39532,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31226,16.631927,999.9131,-102.726974,-404.93494,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31227,16.505249,998.5872,-102.34692,-404.51978,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31228,16.410141,997.369,-101.871414,-404.13824,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31229,16.315033,996.24994,-101.55487,-403.78766,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31230,16.188354,995.2052,-101.1113,-403.46136,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31231,16.061676,994.087,-100.762825,-403.13257,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31232,15.934982,992.88257,-100.22415,-402.80066,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31233,15.839874,991.60406,-99.68548,-402.4665,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31234,15.776703,990.2885,-99.178734,-402.21753,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31235,15.776703,988.93933,-98.798676,-402.0902,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31236,15.776703,987.55475,-98.513374,-402.09375,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31237,15.808289,986.1468,-98.32352,-402.19202,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31238,15.839874,984.8274,-98.29159,-402.45386,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31239,15.871811,983.58356,-98.19683,-402.79297,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31240,15.934982,982.35675,-98.00663,-403.09607,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31241,16.03009,981.036,-97.72167,-403.33704,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31242,16.188354,979.6496,-97.2781,-403.53632,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31243,16.410141,978.2024,-96.67591,-403.69928,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31244,16.663513,976.69934,-95.978966,-403.8307,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31245,16.917236,975.1482,-95.345535,-403.937,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31246,17.107086,973.72253,-94.80686,-404.03467,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31247,17.265701,972.41907,-94.3317,-404.12372,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31248,17.360458,971.2215,-94.01482,-404.20557,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31249,17.455566,970.1253,-93.761444,-404.2804,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31250,17.55066,969.1307,-93.53966,-404.3484,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31251,17.614166,968.1206,-93.41297,-404.40503,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31252,17.645752,967.0391,-93.31787,-404.44617,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31253,17.645752,965.8714,-93.31787,-404.47083,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31254,17.645752,964.6309,-93.31787,-404.48328,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31255,17.645752,963.33,-93.31787,-404.48615,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31256,17.645752,962.13464,-93.31787,-404.48865,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31257,17.55066,961.21875,-93.31787,-404.50098,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31258,17.360458,960.5983,-93.3498,-404.52264,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31259,17.265701,960.2537,-93.3498,-404.55103,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31260,17.233765,960.1847,-93.3498,-404.58142,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31261,17.202179,960.2842,-93.381386,-404.59033,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31262,16.917236,960.30414,-93.66634,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31263,16.600342,960.30414,-93.951645,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31264,16.315033,960.30414,-94.17343,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31265,15.903397,960.30414,-94.26853,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31266,15.554932,960.30414,-94.20502,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31267,15.301544,960.30414,-94.10992,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31268,15.206451,960.30414,-94.01482,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31269,15.206451,960.30414,-93.98323,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31270,15.206451,960.30414,-93.92006,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31271,15.269623,960.30414,-93.82496,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31272,15.364716,960.30414,-93.761444,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31273,15.522995,960.30414,-93.63476,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31274,15.808289,960.30414,-93.47649,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31275,16.125183,960.30414,-93.3498,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31276,16.600342,960.30414,-93.19153,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31277,17.0755,960.30414,-93.223114,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31278,17.455566,960.30414,-93.50807,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31279,17.677338,960.30414,-93.72986,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31280,17.677338,960.30414,-93.72986,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31281,17.677338,960.30414,-93.66669,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31282,17.677338,960.30414,-93.66669,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31283,17.677338,960.30414,-93.66669,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31284,17.994232,960.30414,-93.761444,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31285,18.532898,960.30414,-93.88813,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31286,18.817871,960.30414,-93.92006,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31287,18.976135,960.30414,-93.92006,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31288,19.039642,960.30414,-93.92006,-404.59216,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31289,19.197922,960.1801,-93.92006,-404.58362,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31290,19.356537,959.8115,-93.92006,-404.55835,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31291,19.546387,959.2139,-93.951645,-404.51733,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31292,19.641495,958.4298,-93.951645,-404.46313,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
31293,19.67308,957.45917,-93.951645,-404.39624,-127.96875,76561198991264495,✝****MFS | GaBorO****✝,0,ak47,rifle,1069.115733590548,0.031585693,0.0,0.9729445
