tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
127951,4.731674,811.1208,-136.4114,-1058.997,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127952,4.668152,810.6955,-136.34824,-1059.0963,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127953,4.5098877,810.4902,-136.18996,-1059.2986,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127954,4.383209,810.4784,-136.03134,-1059.5553,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127955,4.224579,810.59283,-135.80956,-1059.8356,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127956,4.129486,810.7189,-135.5881,-1060.0897,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127957,4.0663147,810.8029,-135.46109,-1060.2593,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127958,4.034729,810.8314,-135.46109,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127959,3.971222,810.8314,-135.46109,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127960,3.6227417,810.8314,-135.55618,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127961,3.3377838,810.8314,-135.5881,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127962,3.0524902,810.8314,-135.49301,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127963,2.8942108,810.8314,-135.36633,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127964,2.7355957,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127965,2.70401,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127966,2.6724243,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127967,2.6408386,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127968,2.5457458,810.8314,-135.17612,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127969,2.5138092,810.8314,-135.2077,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127970,2.4822235,810.8314,-135.2077,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127971,2.4190521,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127972,2.4190521,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127973,2.4190521,810.8314,-135.11295,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127974,2.4190521,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127975,2.4190521,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127976,2.4190521,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127977,2.4190521,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127978,2.4506378,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127979,2.7355957,810.8314,-135.14453,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127980,3.0524902,810.8314,-135.2077,-1060.3169,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127981,3.2107544,810.83057,-135.27122,-1060.4915,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127982,3.2426758,810.8294,-135.27122,-1060.739,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127983,3.2426758,810.8106,-135.27122,-1061.0349,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127984,3.2426758,810.615,-135.27122,-1061.4205,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127985,3.2426758,810.2146,-135.27122,-1061.9587,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127986,3.2426758,809.66,-135.27122,-1062.6282,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
127987,3.2426758,808.9556,-135.27122,-1063.4323,-415.96875,76561198991264495,✝****MFS | GaBorO****✝,0,m4a1_silencer,rifle,513.4953393867727,0.0,0.0,1.0689448
