pitch,yaw,tick,steamid,kill_event_id,segment_number,segment_id,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,pitch_mean,pitch_std,pitch_min,pitch_max,yaw_mean,yaw_std,yaw_min,yaw_max
6.8266296,-127.65873,17682,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,-0.028839199999999288,0.01442000000000121,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17683,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17684,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17685,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17686,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17687,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17688,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17689,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17690,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17691,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17692,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17693,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17694,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17695,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17696,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.65873,17697,76561198822643426,0,1,0_1,0.0,0.0,0.0,0.0,0.0,0.0,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8266296,-127.64431,17698,76561198822643426,0,1,0_1,0.0,0.01442000000000121,0.0,0.01442000000000121,0.0,0.01442000000000121,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.841049,-127.62955,17699,76561198822643426,0,1,0_1,0.014419399999999527,0.014760000000009654,0.014419399999999527,0.00034000000000844466,0.014419399999999527,-0.014079999999992765,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8554688,-127.571526,17700,76561198822643426,0,1,0_1,0.01441979999999976,0.05802399999998897,4.0000000023354687e-07,0.04326399999997932,-0.014418999999999293,0.042923999999970874,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8702393,-127.513504,17701,76561198822643426,0,1,0_1,0.01477050000000002,0.058022000000008234,0.00035070000000025914,-1.9999999807396307e-06,0.0003503000000000256,-0.04326599999996006,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8846436,-127.4263,17702,76561198822643426,0,1,0_1,0.014404300000000703,0.08720399999999984,-0.00036619999999931707,0.029181999999991604,-0.0007168999999995762,0.029183999999972343,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
6.8990784,-127.339096,17703,76561198822643426,0,1,0_1,0.014434799999999193,0.08720399999999984,3.0499999998490068e-05,0.0,0.00039669999999780714,-0.029181999999991604,2.875393762144114,5.768972057995183,-18.455658,27.741516,-18.714453883680388,84.84935371128941,-179.97871,179.95605
