pitch,yaw,tick,steamid,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,cumulative_pitch,cumulative_yaw,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range
1.914032,-178.41591,7762,76561198389634571,0.08789059999999993,-358.30605,-0.0003509999999999902,-359.84585000000004,-0.044647299999999834,-360.68149000000005,237.41447431999998,4549.672670000025,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
1.97995,-177.05188,7763,76561198389634571,0.06591800000000014,1.3640299999999854,-0.021972599999999787,359.67008,-0.021621599999999797,719.51593,239.39442431999998,4372.620790000025,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.090149,-175.13786,7764,76561198389634571,0.11019899999999971,1.914020000000022,0.04428099999999957,0.5499900000000366,0.06625359999999936,-359.12008999999995,241.48457331999998,4197.482930000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.1121216,-174.67575,7765,76561198389634571,0.02197260000000023,0.4621099999999956,-0.08822639999999948,-1.4519100000000265,-0.13250739999999905,-2.001900000000063,243.59669491999998,4022.8071800000257,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.1780396,-173.5318,7766,76561198389634571,0.06591799999999992,1.1439499999999896,0.04394539999999969,0.681839999999994,0.13217179999999917,2.1337500000000205,245.77473451999998,3849.2753800000255,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.2659302,-172.40982,7767,76561198389634571,0.08789060000000015,1.1219800000000077,0.02197260000000023,-0.021969999999981837,-0.02197279999999946,-0.7038099999999758,248.04066472,3676.8655600000257,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.3318481,-171.77193,7768,76561198389634571,0.06591790000000008,0.6378899999999987,-0.021972700000000067,-0.484090000000009,-0.0439453000000003,-0.4621200000000272,250.37251282,3505.0936300000258,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.3981018,-171.1337,7769,76561198389634571,0.06625369999999986,0.638229999999993,0.00033579999999977517,0.0003399999999942338,0.022308499999999842,0.48443000000000325,252.77061462,3333.959930000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.4640198,-170.47382,7770,76561198389634571,0.06591799999999992,0.6598800000000153,-0.0003356999999999388,0.021650000000022374,-0.000671499999999714,0.02131000000002814,255.23463442,3163.4861100000257,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5299377,-169.9458,7771,76561198389634571,0.06591790000000008,0.5280199999999979,-9.999999983634211e-08,-0.1318600000000174,0.0003356000000001025,-0.15351000000003978,257.76457211999997,2993.540310000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5519104,-169.52762,7772,76561198389634571,0.021972700000000067,0.41817999999997824,-0.04394520000000002,-0.1098400000000197,-0.04394510000000018,0.022019999999997708,260.31648251999997,2824.012690000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.573883,-169.15375,7773,76561198389634571,0.021972599999999787,0.3738700000000108,-1.0000000028043132e-07,-0.04430999999996743,0.04394509999999974,0.06553000000005227,262.89036552,2654.858940000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.573883,-168.86777,7774,76561198389634571,0.0,0.285979999999995,-0.021972599999999787,-0.08789000000001579,-0.021972499999999506,-0.04358000000004836,265.46424852,2485.991170000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.573883,-168.66966,7775,76561198389634571,0.0,0.198110000000014,0.0,-0.08786999999998102,0.021972599999999787,2.0000000034769982e-05,268.03813152000004,2317.321510000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5519104,-168.49388,7776,76561198389634571,-0.021972599999999787,0.17578000000000316,-0.021972599999999787,-0.02233000000001084,-0.021972599999999787,0.06553999999997018,270.59004192000003,2148.827630000026,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5299377,-168.44958,7777,76561198389634571,-0.021972700000000067,0.04429999999999268,-1.0000000028043132e-07,-0.13148000000001048,0.021972499999999506,-0.10914999999999964,273.11997962000004,1980.3780500000262,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5299377,-168.44958,7778,76561198389634571,0.0,0.0,0.021972700000000067,-0.04429999999999268,0.021972800000000348,0.0871800000000178,275.64991732000004,1811.9284700000262,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5299377,-168.3617,7779,76561198389634571,0.0,0.08787999999998419,0.0,0.08787999999998419,-0.021972700000000067,0.13217999999997687,278.17985502000005,1643.5667700000263,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
2.5299377,-168.3617,7780,76561198389634571,0.0,0.0,0.0,-0.08787999999998419,0.0,-0.17575999999996839,280.70979272000005,1475.2050700000264,1.1512734015249173,0.64189190090036,-0.26400757,2.6178284,2.88183597,-29.10192060132889,157.17721158645944,-179.55986,179.89014,359.45
