tick,pitch,yaw,steamid,label,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,cumulative_pitch,cumulative_yaw,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range
41037,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-97.45972,719.12108,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41038,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-121.82465,898.90135,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41039,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-146.18958,1078.68162,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41040,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-170.55451,1258.46189,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41041,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-194.91944,1438.24216,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41042,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-219.28437000000002,1618.02243,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41043,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-243.64930000000004,1797.8027,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41044,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-268.01423000000005,1977.58297,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41045,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-292.37916000000007,2157.36324,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41046,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-316.7440900000001,2337.1435100000003,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41047,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-341.1090200000001,2516.9237800000005,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41048,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-365.4739500000001,2696.7040500000007,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41049,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-389.83888000000013,2876.484320000001,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41050,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-414.20381000000015,3056.264590000001,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
41051,-24.36493,179.78027,76561199470374288,0,0.0,0.0,0.0,0.0,0.0,0.0,-438.56874000000016,3236.0448600000013,-23.51012105,1.791138168342117,-25.382538,-19.937439,5.445098999999999,177.40115533333332,3.781000385751245,167.15836,179.89047,12.732110000000006
