tick,pitch,yaw,steamid,label,weapon_name,weapon_type,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis
47669,-1.4398956,-89.179115,76561199466940810,0,awp,sniper,-0.008926400000000001,0.03364500000000703,0.00035090000000015387,0.051840000000012765,0.0003661000000003689,0.05767500000001746,-13.8471984,-892.543369,0.03480900231205245,1.0,1.0,1,5.0,0.07973241972365781,0.04048293424928033,-89.2543369,-1.38471984,0,1,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47670,-1.4429932,-89.2004,76561199466940810,0,awp,sniper,-0.0030976000000000337,-0.021285000000005994,0.005828799999999967,-0.054930000000013024,0.0054778999999998135,-0.10677000000002579,-15.2901916,-981.7437689999999,0.02150921548453721,-1.0,1.0,1,6.0,0.05040101491362776,0.040834056406163916,-89.2310939,-1.39508972,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47671,-1.4460754,-89.22787,76561199466940810,0,awp,sniper,-0.003082199999999924,-0.027469999999993888,1.540000000010977e-05,-0.006184999999987895,-0.005813399999999858,0.04874500000002513,-16.736267,-1070.9716389999999,0.027642374298161576,-1.0,1.0,0,6.0,0.035947484616862035,0.0385183723815243,-89.2206915,-1.40576782,1,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47672,-1.4491577,-89.24641,76561199466940810,0,awp,sniper,-0.0030822999999999823,-0.018540000000001555,-1.0000000005838672e-07,0.008929999999992333,-1.5500000000168157e-05,0.015114999999980228,-18.185424700000002,-1160.2180489999998,0.018794471881115937,1.0,-1.0,1,7.0,0.02876513393467401,0.03267679562272647,-89.21643449999999,-1.41675415,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47673,-1.4522552,-89.26151,76561199466940810,0,awp,sniper,-0.0030974999999999753,-0.015100000000003888,-1.5199999999992997e-05,0.003439999999997667,-1.509999999993461e-05,-0.005489999999994666,-19.637679900000002,-1249.4795589999999,0.015414425264995035,1.0,-1.0,0,7.0,0.02690863226326657,0.024876629289223035,-89.2155075,-1.42684783,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47674,-1.458435,-89.27387,76561199466940810,0,awp,sniper,-0.0061797999999999575,-0.012360000000001037,-0.0030822999999999823,0.0027400000000028513,-0.0030670999999999893,-0.0006999999999948159,-21.096114900000003,-1338.7534289999999,0.01381881065938835,1.0,-1.0,0,6.0,0.03264760568473705,0.020063321838920158,-89.2203825,-1.43481291,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47675,-1.4646149,-89.27696,76561199466940810,0,awp,sniper,-0.006179900000000016,-0.003090000000000259,-1.0000000005838672e-07,0.009270000000000778,0.003082199999999924,0.006529999999997926,-22.560729800000004,-1428.0303889999998,0.006909360607900112,1.0,-1.0,0,5.0,0.03727171470358968,0.016221532652444075,-89.2255665,-1.44185179,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47676,-1.4646149,-89.27696,76561199466940810,0,awp,sniper,0.0,0.0,0.006179900000000016,0.003090000000000259,0.006180000000000074,-0.006180000000000518,-24.025344700000005,-1517.3073489999997,0.0,1.0,1.0,0,4.0,0.03706727758789973,0.013938038716882147,-89.235042,-1.4470703,1,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47677,-1.4677124,-89.27696,76561199466940810,0,awp,sniper,-0.0030974999999999753,0.0,-0.0030974999999999753,0.0,-0.009277399999999991,-0.003090000000000259,-25.493057100000005,-1606.5843089999996,0.0030974999999999753,0.0,-1.0,1,4.0,0.03621799000880236,0.012104474715688698,-89.2432815,-1.45167235,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
47678,-1.4677124,-89.27696,76561199466940810,0,awp,sniper,0.0,0.0,0.0030974999999999753,0.0,0.0061949999999999505,0.0,-26.960769500000005,-1695.8612689999995,0.0,0.0,1.0,0,4.0,0.03589521881268503,0.010605665586220671,-89.2497015,-1.45534667,0,0,-1.6771561726666664,0.6532686685271571,-3.6800842,-1.040268,2.6398162000000003,-1.9537156338707133,2.769843659320585,-89.09207580666667,1.1951875511904166,-90.14282,-85.303,4.839820000000003,2.129028351789487,3.4758430955205077,-0.00544151906354515,0.03381110083504313,-0.1651305999999999,0.13732909999999965,0.30245969999999955,-1.7820353864356129,8.306384108320978,0.009639431438127071,0.07265206495370999,-0.13732999999999151,0.6052800000000076,0.7426099999999991,3.8301759139093297,23.340550615160808,0.03503895485522559,0.07288761739201437,0.0,0.6273127110668324,0.6273127110668324,4.111444032687997,22.62625316716108
