tick,pitch,X,yaw,Y,Z,label,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,snap_magnitude,speed_rolling_std,speed_rolling_mean,position_delta,position_jumpiness,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis,weapon_grenade,weapon_lmg,weapon_melee,weapon_pistol,weapon_rifle,weapon_shotgun,weapon_smg,weapon_sniper,weapon_unknown
58412,-6.9117737,978.58057,17.739136,-647.3531,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.04188539999999996,0.421249999999997,0.04257190000000044,-0.00035000000000451337,0.04292270000000098,0.12599299999999403,0.8470524595967263,0.0,0.32612103,1.7901744349084778,0.044273349284704534,-129.3880465,302.6925499999999,0.4233272365831869,-1.0,1.0,0,7.0,0.9700184634566685,0.17681382630774345,16.087107800000002,-6.63375096,1,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58413,-6.996231,980.3737,18.287079,-647.2752,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.08445729999999951,0.5479430000000001,-0.04257189999999955,0.12669300000000305,-0.08514379999999999,0.12704300000000757,0.8470524595967263,0.0,0.32612103,1.7948213300771945,0.01735119224038233,-136.3842775,320.97962899999993,0.5544137144518433,1.0,-1.0,1,8.0,1.0888309573902737,0.1903478107832503,16.4284729,-6.69276736,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58414,-7.080353,982.1779,18.835022,-647.28064,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.08412199999999981,0.5479430000000001,0.0003352999999997053,0.0,0.04290719999999926,-0.12669300000000305,0.8470524595967263,0.0,0.32612103,1.8042082012894556,0.01697185641959451,-143.4646305,339.8146509999999,0.5543627351590292,0.0,1.0,1,9.0,1.2197320149660345,0.2045570977272836,16.7993637,-6.75597386,1,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58415,-7.164795,983.9927,19.340744,-647.3614,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.08444200000000013,0.5057220000000022,-0.00032000000000032003,-0.042220999999997844,-0.0006553000000000253,-0.042220999999997844,0.8470524595967263,0.0,0.32612103,1.8165960524012972,0.016168694982806972,-150.6294255,359.1553949999999,0.5127233100298857,-1.0,-1.0,1,9.0,1.3311309085304477,0.21801871166178127,17.2039703,-6.82340246,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58416,-7.2489166,985.8149,20.141724,-647.5087,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.08412160000000046,0.8009799999999991,0.0003203999999996654,0.2952579999999969,0.0006403999999999854,0.33747899999999476,0.8470524595967263,0.0,0.32612103,1.8281439029791444,0.016166803714026033,-157.8783421,379.2971189999999,0.8053852519052971,1.0,1.0,1,9.0,1.473593240103858,0.22926938685822554,17.6675934,-6.8950195800000005,0,1,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58417,-7.2911377,987.6315,20.81601,-647.7136,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.0422210999999999,0.6742859999999986,0.04190050000000056,-0.12669400000000053,0.0415801000000009,-0.42195199999999744,0.8470524595967263,0.0,0.32612103,1.8281191345205063,0.01616568246112434,-165.1694798,400.1131289999999,0.6756065653035116,-1.0,1.0,1,9.0,1.6002590757337454,0.22997641623361256,18.1775666,-6.96667028,1,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58418,-7.333374,989.4415,21.110916,-647.96985,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,-0.04223629999999989,0.294906000000001,-1.5199999999992997e-05,-0.3793799999999976,-0.041915700000000555,-0.2526859999999971,0.8470524595967263,0.0,0.32612103,1.8280492505674368,0.01615051965054572,-172.5028538,421.2240449999999,0.29791517899175696,-1.0,-1.0,0,8.0,1.6526833227208915,0.22029293119344115,18.6833146,-7.038322480000001,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58419,-7.333374,991.24445,21.110916,-648.27246,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,0.0,0.0,0.04223629999999989,-0.294906000000001,0.042251499999999886,0.08447399999999661,0.8470524595967263,0.0,0.32612103,1.828168896628558,0.016162370523846108,-179.8362278,442.33496099999985,0.0,-1.0,1.0,0,7.0,1.5900805539776313,0.20284090199228394,19.1595719,-7.10152743,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58420,-7.333374,993.0398,21.110916,-648.61707,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,0.0,0.0,0.0,0.0,-0.04223629999999989,0.294906000000001,0.8470524595967263,0.0,0.32612103,1.8281240862151393,0.016656809333501697,-187.16960179999998,463.4458769999998,0.0,0.0,0.0,1,7.0,1.4781435669641014,0.1807735260627725,19.5810349,-7.156321729999999,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
58421,-7.333374,994.82745,21.110916,-648.9997,97.54674,0,65.7735258064273,-0.842865,-0.084121704,0.32612103,0.0,0.0,0.0,0.0,0.0,0.0,0.8470524595967263,0.0,0.32612103,1.8281406508799884,0.015332399916196756,-194.50297579999997,484.5567929999998,0.0,0.0,0.0,0,6.0,1.3099686688149854,0.15703258918901405,19.9603379,-7.202670299999999,0,0,-10.519327197666666,3.9789250953254176,-15.425491,-1.5171509,13.908340099999998,0.39215845007796185,-1.0414786663449298,64.39336245333334,28.935034337623105,13.777542,113.705414,99.92787200000001,-0.24525986395478694,-1.08098254712575,-0.013673200668896325,0.3209164583313752,-2.0232084000000006,0.9269717999999996,2.9501802,-1.890291046803896,9.521404363239066,0.08189565551839464,1.1561805016042146,-7.122893999999988,2.7397200000000055,9.862613999999994,-2.5083906212708755,9.74986902001283,0.6760759416223538,0.9940046348772876,0.0,7.206650853814268,7.206650853814268,2.786885489163194,10.23976444618739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
