tick,pitch,yaw,steamid,label,weapon_name,weapon_type,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis
54349,-0.20703125,-19.737976,76561199039565051,0,awp,sniper,0.0,0.0,0.0,0.0,0.0,0.0,80.10342424000005,-8128.6415490000045,0.0,0.0,0.0,0,2.0,0.0841991377502623,0.0,-19.7819549,-0.20703125,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54350,-0.20703125,-19.737976,76561199039565051,0,awp,sniper,0.0,0.0,0.0,0.0,0.0,0.0,79.89639299000005,-8148.379525000005,0.0,0.0,0.0,0,1.0,0.044944842290891414,0.0,-19.7572021,-0.20703125,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54351,-0.20703125,-19.737976,76561199039565051,0,awp,sniper,0.0,0.0,0.0,0.0,0.0,0.0,79.68936174000005,-8168.117501000005,0.0,0.0,0.0,0,1.0,0.017371023591893842,0.0,-19.7434692,-0.20703125,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54352,-0.20703125,-19.737976,76561199039565051,0,awp,sniper,0.0,0.0,0.0,0.0,0.0,0.0,79.48233049000005,-8187.8554770000055,0.0,0.0,0.0,0,1.0,0.0,0.0,-19.737976,-0.20703125,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54353,-0.20703125,-19.737976,76561199039565051,0,awp,sniper,0.0,0.0,0.0,0.0,0.0,0.0,79.27529924000005,-8207.593453000005,0.0,0.0,0.0,0,1.0,0.0,0.0,-19.737976,-0.20703125,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54354,-0.2619629,-20.01297,76561199039565051,0,awp,sniper,-0.05493165,-0.2749939999999995,-0.05493165,-0.2749939999999995,-0.05493165,-0.2749939999999995,79.01333634000005,-8227.606423000005,0.28042679295624057,-1.0,-1.0,1,2.0,0.08696073827786402,0.017370912963169085,-19.765475399999996,-0.212524415,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54355,-0.2619629,-20.232697,76561199039565051,0,awp,sniper,0.0,-0.21972700000000245,0.05493165,0.05526699999999707,0.1098633,0.3302609999999966,78.75137344000005,-8247.839120000004,0.21972700000000245,1.0,1.0,1,2.0,0.1703344584889791,0.02316121728419626,-19.8149475,-0.21801758,0,1,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54356,-0.2619629,-20.837982,76561199039565051,0,awp,sniper,0.0,-0.6052849999999985,0.0,-0.38555799999999607,-0.05493165,-0.44082499999999314,78.48941054000005,-8268.677102000003,0.6052849999999985,-1.0,0.0,1,3.0,0.3622151150464556,0.026534507848027022,-19.9249481,-0.223510745,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54357,-0.2619629,-21.195374,76561199039565051,0,awp,sniper,0.0,-0.3573920000000008,0.0,0.2478929999999977,0.0,0.6334509999999938,78.22744764000005,-8289.872476000004,0.3573920000000008,1.0,0.0,1,4.0,0.5320213669774635,0.02836658208399037,-20.070687900000003,-0.22900391,0,1,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
54358,-0.2894287,-22.075317,76561199039565051,0,awp,sniper,-0.027465799999999985,-0.8799429999999973,-0.027465799999999985,-0.5225509999999964,-0.027465799999999985,-0.7704439999999941,77.93801894000005,-8311.947793000005,0.8803715428264564,-1.0,-1.0,1,5.0,0.8102773831926885,0.03288260312513831,-20.304422,-0.23724365499999997,0,0,0.01839035195999995,0.7862813178797677,-1.4169006,1.7179871,3.1348877,-0.13771877053754855,-0.9602233919476251,-37.13556598666667,12.548341704358599,-55.999718,-19.737976,36.261742,-0.2931509594872847,-1.4630749470405537,0.0014547903010033458,0.07242252922389351,-0.5499877799999999,0.22007750000000004,0.77006528,-2.6326951361064186,17.582878661614767,-0.022410110367892977,0.5832725600075286,-3.575026000000001,3.3549500000000023,6.9299760000000035,-0.16805841031980293,10.852358188680773,0.2957025441793102,0.5081579541877542,0.0,3.575026000000001,3.575026000000001,3.0698230100216217,11.952544692036504
