tick,pitch,yaw,steamid,label,weapon_name,weapon_type,pitch_velocity,yaw_velocity,pitch_acceleration,yaw_acceleration,pitch_jerk,yaw_jerk,cumulative_pitch,cumulative_yaw,angle_magnitude,yaw_change_sign,pitch_change_sign,direction_flips,flip_rate,yaw_rolling_std,pitch_rolling_std,yaw_rolling_mean,pitch_rolling_mean,pitch_peaks,yaw_peaks,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,pitch_skew,pitch_kurtosis,yaw_mean,yaw_std,yaw_min,yaw_max,yaw_range,yaw_skew,yaw_kurtosis,pitch_velocity_mean,pitch_velocity_std,pitch_velocity_min,pitch_velocity_max,pitch_velocity_range,pitch_velocity_skew,pitch_velocity_kurtosis,yaw_velocity_mean,yaw_velocity_std,yaw_velocity_min,yaw_velocity_max,yaw_velocity_range,yaw_velocity_skew,yaw_velocity_kurtosis,angle_magnitude_mean,angle_magnitude_std,angle_magnitude_min,angle_magnitude_max,angle_magnitude_range,angle_magnitude_skew,angle_magnitude_kurtosis
15946,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-7.24411,-38.551636,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15947,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-7.968521,-42.4067996,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15948,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-8.692932,-46.2619632,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15949,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-9.417343,-50.117126799999994,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15950,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-10.141754,-53.97229039999999,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15951,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-10.866165,-57.82745399999999,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15952,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-11.590576,-61.682617599999986,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15953,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-12.314987,-65.53778119999998,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15954,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-13.039398,-69.39294479999998,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
15955,-0.724411,-3.8551636,76561199256473489,0,ssg08,rifle,0.0,0.0,0.0,0.0,0.0,0.0,-13.763809,-73.24810839999998,0.0,0.0,0.0,0,0.0,0.0,0.0,-3.8551636,-0.724411,0,0,2.3899716136,4.3569711616996045,-4.0158386,10.647812,14.6636506,0.26471469002263043,-1.283140490057007,-76.11534111,37.12980414869034,-106.25942,-3.8551636,102.40425640000001,1.0799074872114498,-0.4187495019012144,-0.011008119063545152,0.2585153056686408,-1.0323638,1.0866087999999996,2.1189725999999993,0.48168147844123627,6.572740905732081,-0.2919368943143813,1.0656989247511353,-6.301682,0.6155760000000043,6.917258000000004,-3.3472577274353514,11.263257960058105,0.4482055537504099,1.0424091107935138,0.0,6.315428208876358,6.315428208876358,3.307456424997859,11.130760465133767
