tick,pitch,yaw,steamid,name,label,weapon_name,weapon_type
2400,0.22006226,-139.1051,76561198900166541,AYHAN,1,deagle,pistol
2401,0.19259644,-138.80264,76561198900166541,AYHAN,1,deagle,pistol
2402,0.19259644,-138.71991,76561198900166541,AYHAN,1,deagle,pistol
2403,0.19259644,-138.19736,76561198900166541,AYHAN,1,deagle,pistol
2404,0.19259644,-137.78503,76561198900166541,AYHAN,1,deagle,pistol
2405,0.19259644,-137.56497,76561198900166541,AYHAN,1,deagle,pistol
2406,0.19259644,-137.01495,76561198900166541,AYHAN,1,deagle,pistol
2407,0.22006226,-136.60263,76561198900166541,AYHAN,1,deagle,pistol
2408,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2409,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2410,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2411,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2412,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2413,0.22006226,-136.46497,76561198900166541,AYHAN,1,deagle,pistol
2414,0.22006226,-136.4375,76561198900166541,AYHAN,1,deagle,pistol
2415,0.22006226,-136.4375,76561198900166541,AYHAN,1,deagle,pistol
2416,0.22006226,-136.4375,76561198900166541,AYHAN,1,deagle,pistol
2417,0.22006226,-136.41003,76561198900166541,AYHAN,1,deagle,pistol
2418,0.22006226,-136.2727,76561198900166541,AYHAN,1,deagle,pistol
2419,0.22006226,-136.21742,76561198900166541,AYHAN,1,deagle,pistol
2420,0.24752808,-136.02516,76561198900166541,AYHAN,1,deagle,pistol
2421,0.24752808,-135.91495,76561198900166541,AYHAN,1,deagle,pistol
2422,0.19259644,-135.69489,76561198900166541,AYHAN,1,deagle,pistol
2423,0.16513062,-135.4477,76561198900166541,AYHAN,1,deagle,pistol
2424,0.16513062,-135.20016,76561198900166541,AYHAN,1,deagle,pistol
2425,0.1373291,-134.87022,76561198900166541,AYHAN,1,deagle,pistol
2426,0.1373291,-134.81494,76561198900166541,AYHAN,1,deagle,pistol
2427,0.1373291,-134.73254,76561198900166541,AYHAN,1,deagle,pistol
2428,0.1373291,-134.43008,76561198900166541,AYHAN,1,deagle,pistol
2429,0.10986328,-134.10016,76561198900166541,AYHAN,1,deagle,pistol
2430,0.05493164,-133.90755,76561198900166541,AYHAN,1,deagle,pistol
2431,0.0,-133.55014,76561198900166541,AYHAN,1,deagle,pistol
2432,-0.05493164,-133.24768,76561198900166541,AYHAN,1,deagle,pistol
2433,-0.08239746,-133.05508,76561198900166541,AYHAN,1,deagle,pistol
2434,-0.1376648,-133.02762,76561198900166541,AYHAN,1,deagle,pistol
2435,-0.16513062,-132.97269,76561198900166541,AYHAN,1,deagle,pistol
2436,-0.19259644,-132.78008,76561198900166541,AYHAN,1,deagle,pistol
2437,-0.24752808,-132.69768,76561198900166541,AYHAN,1,deagle,pistol
2438,-0.2749939,-132.61493,76561198900166541,AYHAN,1,deagle,pistol
2439,-0.2749939,-132.58746,76561198900166541,AYHAN,1,deagle,pistol
2440,-0.2749939,-132.58746,76561198900166541,AYHAN,1,deagle,pistol
2441,-0.2749939,-132.58746,76561198900166541,AYHAN,1,deagle,pistol
2442,-0.2749939,-132.61493,76561198900166541,AYHAN,1,deagle,pistol
2443,-0.2749939,-133.13748,76561198900166541,AYHAN,1,deagle,pistol
2444,-0.2749939,-133.22021,76561198900166541,AYHAN,1,deagle,pistol
2445,-0.32992554,-133.41248,76561198900166541,AYHAN,1,deagle,pistol
2446,-0.32992554,-133.41248,76561198900166541,AYHAN,1,deagle,pistol
2447,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2448,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2449,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2450,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2451,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2452,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2453,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2454,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2455,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2456,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2457,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2458,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2459,-0.32992554,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2460,-0.30245972,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2461,-0.2749939,-133.43994,76561198900166541,AYHAN,1,deagle,pistol
2462,-0.19259644,-133.38501,76561198900166541,AYHAN,1,deagle,pistol
2463,0.02746582,-133.30261,76561198900166541,AYHAN,1,deagle,pistol
2464,0.10986328,-133.24768,76561198900166541,AYHAN,1,deagle,pistol
2465,0.30245972,-133.11002,76561198900166541,AYHAN,1,deagle,pistol
2466,0.32992554,-133.11002,76561198900166541,AYHAN,1,deagle,pistol
2467,0.38485718,-133.05508,76561198900166541,AYHAN,1,deagle,pistol
2468,0.4676056,-133.02762,76561198900166541,AYHAN,1,deagle,pistol
2469,0.4950714,-132.97269,76561198900166541,AYHAN,1,deagle,pistol
2470,0.5774689,-132.80754,76561198900166541,AYHAN,1,deagle,pistol
2471,0.6049347,-132.75261,76561198900166541,AYHAN,1,deagle,pistol
2472,0.7151489,-132.61528,76561198900166541,AYHAN,1,deagle,pistol
2473,0.74261475,-132.58781,76561198900166541,AYHAN,1,deagle,pistol
2474,0.77008057,-132.53253,76561198900166541,AYHAN,1,deagle,pistol
2475,0.7975464,-132.50507,76561198900166541,AYHAN,1,deagle,pistol
2476,0.8250122,-132.4776,76561198900166541,AYHAN,1,deagle,pistol
2477,0.852478,-132.4776,76561198900166541,AYHAN,1,deagle,pistol
2478,0.852478,-132.4776,76561198900166541,AYHAN,1,deagle,pistol
2479,0.852478,-132.4776,76561198900166541,AYHAN,1,deagle,pistol
2480,0.852478,-132.4776,76561198900166541,AYHAN,1,deagle,pistol
2481,0.90740967,-132.45013,76561198900166541,AYHAN,1,deagle,pistol
2482,0.9348755,-132.42267,76561198900166541,AYHAN,1,deagle,pistol
2483,1.0725403,-132.3952,76561198900166541,AYHAN,1,deagle,pistol
2484,1.1000061,-132.36774,76561198900166541,AYHAN,1,deagle,pistol
2485,1.1274719,-132.36774,76561198900166541,AYHAN,1,deagle,pistol
2486,1.1274719,-132.34027,76561198900166541,AYHAN,1,deagle,pistol
2487,1.1824036,-132.34027,76561198900166541,AYHAN,1,deagle,pistol
2488,1.2098694,-132.34027,76561198900166541,AYHAN,1,deagle,pistol
2489,1.2098694,-132.34027,76561198900166541,AYHAN,1,deagle,pistol
2490,1.2098694,-132.36774,76561198900166541,AYHAN,1,deagle,pistol
2491,1.2098694,-132.36774,76561198900166541,AYHAN,1,deagle,pistol
2492,1.2373352,-132.3952,76561198900166541,AYHAN,1,deagle,pistol
2493,1.2373352,-132.42267,76561198900166541,AYHAN,1,deagle,pistol
2494,1.2651367,-132.42267,76561198900166541,AYHAN,1,deagle,pistol
2495,1.2651367,-132.45013,76561198900166541,AYHAN,1,deagle,pistol
2496,1.2651367,-132.45013,76561198900166541,AYHAN,1,deagle,pistol
