pitch,yaw,tick,steamid
16.333923,82.34357,42306,76561198822643426
16.333923,82.34357,42307,76561198822643426
16.333923,82.34357,42308,76561198822643426
16.333923,82.34357,42309,76561198822643426
16.333923,82.34357,42310,76561198822643426
16.333923,82.34357,42311,76561198822643426
16.333923,82.34357,42312,76561198822643426
16.333923,82.34357,42313,76561198822643426
16.3013,82.34357,42314,76561198822643426
15.941498,82.57257,42315,76561198822643426
15.5164795,83.22659,42316,76561198822643426
15.352707,83.65161,42317,76561198822643426
15.189285,84.20746,42318,76561198822643426
15.124054,84.95969,42319,76561198822643426
15.058472,85.67929,42320,76561198822643426
14.960297,85.94089,42321,76561198822643426
14.960297,85.94089,42322,76561198822643426
14.960297,85.97351,42323,76561198822643426
14.927673,86.03876,42324,76561198822643426
14.927673,86.10431,42325,76561198822643426
14.862442,86.202515,42326,76561198822643426
14.829483,86.300354,42327,76561198822643426
14.731628,86.43115,42328,76561198822643426
14.698669,86.59491,42329,76561198822643426
14.698669,86.66016,42330,76561198822643426
14.698669,86.69278,42331,76561198822643426
14.698669,86.7254,42332,76561198822643426
14.666061,86.790955,42333,76561198822643426
14.633453,86.92175,42334,76561198822643426
14.567871,87.216,42335,76561198822643426
14.470032,87.6084,42336,76561198822643426
14.241028,88.58963,42337,76561198822643426
14.044647,89.995544,42338,76561198822643426
13.652222,92.08844,42339,76561198822643426
13.358002,93.98529,42340,76561198822643426
12.867401,96.27423,42341,76561198822643426
12.474976,98.203705,42342,76561198822643426
12.017334,100.689026,42343,76561198822643426
11.559326,103.56674,42344,76561198822643426
11.199875,105.46326,42345,76561198822643426
11.003494,106.313324,42346,76561198822643426
10.938263,106.47708,42347,76561198822643426
10.905304,106.509705,42348,76561198822643426
10.872681,106.509705,42349,76561198822643426
10.872681,106.509705,42350,76561198822643426
10.872681,106.44412,42351,76561198822643426
10.872681,106.44412,42352,76561198822643426
10.872681,106.44412,42353,76561198822643426
10.872681,106.44412,42354,76561198822643426
10.872681,106.44412,42355,76561198822643426
10.872681,106.44412,42356,76561198822643426
10.872681,106.44412,42357,76561198822643426
10.872681,106.44412,42358,76561198822643426
10.872681,106.44412,42359,76561198822643426
10.872681,106.44412,42360,76561198822643426
10.872681,106.44412,42361,76561198822643426
10.807465,106.47708,42362,76561198822643426
10.611084,106.57495,42363,76561198822643426
10.08786,106.83655,42364,76561198822643426
9.630203,107.098145,42365,76561198822643426
9.172211,107.39273,42366,76561198822643426
9.041412,107.49057,42367,76561198822643426
8.976166,107.49057,42368,76561198822643426
8.812744,107.35977,42369,76561198822643426
8.648987,107.26193,42370,76561198822643426
8.616364,107.32715,42371,76561198822643426
8.518188,107.9812,42372,76561198822643426
8.485565,110.695496,42373,76561198822643426
8.354767,113.900085,42374,76561198822643426
8.387375,117.98767,42375,76561198822643426
8.616364,122.66406,42376,76561198822643426
8.877991,124.8548,42377,76561198822643426
8.747177,124.69141,42378,76561198822643426
8.747177,124.69141,42379,76561198822643426
8.747177,124.69141,42380,76561198822643426
8.747177,124.69141,42381,76561198822643426
8.747177,124.69141,42382,76561198822643426
8.747177,124.69141,42383,76561198822643426
8.747177,124.69141,42384,76561198822643426
8.747177,124.69141,42385,76561198822643426
8.747177,124.69141,42386,76561198822643426
8.747177,124.69141,42387,76561198822643426
8.747177,124.69141,42388,76561198822643426
8.747177,124.69141,42389,76561198822643426
8.747177,124.69141,42390,76561198822643426
8.681946,124.62616,42391,76561198822643426
8.616364,125.0838,42392,76561198822643426
8.452942,125.803406,42393,76561198822643426
8.125763,127.144104,42394,76561198822643426
7.5046997,129.7276,42395,76561198822643426
6.752472,132.50714,42396,76561198822643426
6.000244,135.0903,42397,76561198822643426
5.378845,137.9028,42398,76561198822643426
4.9211884,140.91132,42399,76561198822643426
4.496155,143.13504,42400,76561198822643426
4.234543,144.21411,42401,76561198822643426
3.9073486,145.42395,42402,76561198822643426
3.4823303,147.35345,42403,76561198822643426
3.155136,149.05392,42404,76561198822643426
2.8609009,150.85223,42405,76561198822643426
2.6322632,152.22589,42406,76561198822643426
2.4032593,153.69736,42407,76561198822643426
2.2398376,154.80902,42408,76561198822643426
2.043457,156.08447,42409,76561198822643426
1.9126587,157.13092,42410,76561198822643426
1.8144531,158.11182,42411,76561198822643426
1.7492371,158.83142,42412,76561198822643426
1.6836548,159.55066,42413,76561198822643426
1.6510315,160.10684,42414,76561198822643426
1.6184235,160.8917,42415,76561198822643426
1.6184235,161.44751,42416,76561198822643426
1.6184235,161.9378,42417,76561198822643426
1.5858154,162.4284,42418,76561198822643426
1.5528564,163.1806,42419,76561198822643426
1.5528564,163.63828,42420,76561198822643426
1.5202332,164.32526,42421,76561198822643426
1.5202332,164.9137,42422,76561198822643426
1.4876099,165.69855,42423,76561198822643426
1.4876099,166.64679,42424,76561198822643426
1.5858154,167.3338,42425,76561198822643426
1.6510315,168.05304,42426,76561198822643426
1.6510315,168.67447,42427,76561198822643426
1.6836548,169.26294,42428,76561198822643426
1.6510315,169.68796,42429,76561198822643426
1.6184235,170.27676,42430,76561198822643426
1.5858154,170.83258,42431,76561198822643426
1.5528564,171.45401,42432,76561198822643426
1.5202332,172.30408,42433,76561198822643426
1.4876099,172.72946,42434,76561198822643426
1.4550018,173.15448,42435,76561198822643426
1.4220428,173.77557,42436,76561198822643426
1.4220428,174.29877,42437,76561198822643426
1.3894348,174.7894,42438,76561198822643426
1.3894348,175.11658,42439,76561198822643426
1.3894348,175.509,42440,76561198822643426
1.3568115,175.86847,42441,76561198822643426
1.3568115,176.29382,42442,76561198822643426
1.3241882,176.65329,42443,76561198822643426
1.3241882,176.8823,42444,76561198822643426
1.2912292,177.01309,42445,76561198822643426
1.2912292,177.04572,42446,76561198822643426
1.2912292,177.11127,42447,76561198822643426
1.2912292,177.20914,42448,76561198822643426
1.2912292,177.33994,42449,76561198822643426
1.2912292,177.47073,42450,76561198822643426
1.2912292,177.5037,42451,76561198822643426
1.2912292,177.53632,42452,76561198822643426
1.2912292,177.56894,42453,76561198822643426
1.3241882,177.63452,42454,76561198822643426
1.3241882,177.76495,42455,76561198822643426
1.3241882,177.96136,42456,76561198822643426
