pitch,yaw,tick,steamid,name
6.343918,135.47928,58984,76561198822643426,XXX
6.31131,137.17975,58985,76561198822643426,XXX
6.31131,138.3244,58986,76561198822643426,XXX
6.2786865,139.95929,58987,76561198822643426,XXX
6.2786865,141.98697,58988,76561198822643426,XXX
6.2786865,143.39288,58989,76561198822643426,XXX
6.2786865,144.83173,58990,76561198822643426,XXX
6.246063,146.66302,58991,76561198822643426,XXX
6.2786865,148.03665,58992,76561198822643426,XXX
6.31131,149.18094,58993,76561198822643426,XXX
6.31131,149.93317,58994,76561198822643426,XXX
6.31131,151.07782,58995,76561198822643426,XXX
6.31131,151.96048,58996,76561198822643426,XXX
6.2786865,152.9743,58997,76561198822643426,XXX
6.2131042,153.82474,58998,76561198822643426,XXX
6.147888,155.0346,58999,76561198822643426,XXX
6.082306,156.14627,59000,76561198822643426,XXX
5.9188843,157.48694,59001,76561198822643426,XXX
5.7554626,158.63159,59002,76561198822643426,XXX
5.5264587,159.93964,59003,76561198822643426,XXX
5.1996155,161.54193,59004,76561198822643426,XXX
5.003235,162.68658,59005,76561198822643426,XXX
4.741638,163.99463,59006,76561198822643426,XXX
4.381836,165.40088,59007,76561198822643426,XXX
4.2510223,166.12015,59008,76561198822643426,XXX
4.1531677,167.42822,59009,76561198822643426,XXX
4.185791,168.18042,59010,76561198822643426,XXX
4.185791,168.18042,59011,76561198822643426,XXX
4.185791,168.18042,59012,76561198822643426,XXX
4.185791,168.18042,59013,76561198822643426,XXX
4.185791,168.18042,59014,76561198822643426,XXX
4.185791,168.18042,59015,76561198822643426,XXX
4.185791,168.18042,59016,76561198822643426,XXX
4.185791,168.18042,59017,76561198822643426,XXX
4.185791,168.18042,59018,76561198822643426,XXX
4.185791,168.18042,59019,76561198822643426,XXX
4.185791,168.18042,59020,76561198822643426,XXX
4.185791,168.18042,59021,76561198822643426,XXX
4.185791,168.18042,59022,76561198822643426,XXX
4.185791,168.18042,59023,76561198822643426,XXX
4.185791,168.18042,59024,76561198822643426,XXX
4.185791,168.18042,59025,76561198822643426,XXX
4.185791,168.18042,59026,76561198822643426,XXX
4.185791,168.18042,59027,76561198822643426,XXX
4.185791,168.18042,59028,76561198822643426,XXX
4.185791,168.18042,59029,76561198822643426,XXX
4.185791,168.18042,59030,76561198822643426,XXX
4.185791,168.18042,59031,76561198822643426,XXX
4.185791,168.18042,59032,76561198822643426,XXX
4.0549927,168.34384,59033,76561198822643426,XXX
4.0876007,168.37646,59034,76561198822643426,XXX
4.1202087,168.47467,59035,76561198822643426,XXX
4.1531677,168.54022,59036,76561198822643426,XXX
4.1202087,168.50726,59037,76561198822643426,XXX
4.1202087,168.44205,59038,76561198822643426,XXX
4.1202087,168.37646,59039,76561198822643426,XXX
4.1202087,168.34384,59040,76561198822643426,XXX
4.1531677,168.31122,59041,76561198822643426,XXX
4.1531677,168.21304,59042,76561198822643426,XXX
4.185791,168.14783,59043,76561198822643426,XXX
4.2184143,168.04962,59044,76561198822643426,XXX
4.2510223,167.8862,59045,76561198822643426,XXX
4.2839813,167.6572,59046,76561198822643426,XXX
4.3165894,167.33035,59047,76561198822643426,XXX
4.3492126,167.0358,59048,76561198822643426,XXX
4.414795,166.61075,59049,76561198822643426,XXX
4.480011,165.98935,59050,76561198822643426,XXX
4.5782166,165.23746,59051,76561198822643426,XXX
4.709015,164.25626,59052,76561198822643426,XXX
4.839813,163.27539,59053,76561198822643426,XXX
5.003235,162.09811,59054,76561198822643426,XXX
5.232239,160.49585,59055,76561198822643426,XXX
5.330429,159.67838,59056,76561198822643426,XXX
5.4282837,157.84674,59057,76561198822643426,XXX
5.5264587,156.73508,59058,76561198822643426,XXX
5.592041,155.5252,59059,76561198822643426,XXX
5.6572723,154.34796,59060,76561198822643426,XXX
5.7228394,153.17072,59061,76561198822643426,XXX
5.7554626,151.99344,59062,76561198822643426,XXX
5.7554626,150.42377,59063,76561198822643426,XXX
5.6898804,149.0831,59064,76561198822643426,XXX
5.559082,147.67685,59065,76561198822643426,XXX
5.363037,146.27094,59066,76561198822643426,XXX
5.1340485,144.63568,59067,76561198822643426,XXX
4.90506,143.0008,59068,76561198822643426,XXX
4.8724365,141.98697,59069,76561198822643426,XXX
5.068817,141.59454,59070,76561198822643426,XXX
5.068817,141.59454,59071,76561198822643426,XXX
5.068817,141.59454,59072,76561198822643426,XXX
5.068817,141.59454,59073,76561198822643426,XXX
5.068817,141.59454,59074,76561198822643426,XXX
5.068817,141.59454,59075,76561198822643426,XXX
5.068817,141.59454,59076,76561198822643426,XXX
5.068817,141.59454,59077,76561198822643426,XXX
5.068817,141.59454,59078,76561198822643426,XXX
5.068817,141.59454,59079,76561198822643426,XXX
5.068817,141.59454,59080,76561198822643426,XXX
5.1996155,140.8097,59081,76561198822643426,XXX
5.1340485,138.815,59082,76561198822643426,XXX
5.1666565,136.52573,59083,76561198822643426,XXX
5.330429,133.68097,59084,76561198822643426,XXX
5.559082,130.08362,59085,76561198822643426,XXX
5.788086,126.846436,59086,76561198822643426,XXX
6.0496826,123.08566,59087,76561198822643426,XXX
6.147888,121.38519,59088,76561198822643426,XXX
6.376877,119.423096,59089,76561198822643426,XXX
6.60553,117.49396,59090,76561198822643426,XXX
6.671112,116.31671,59091,76561198822643426,XXX
6.70372,115.00867,59092,76561198822643426,XXX
6.671112,114.28906,59093,76561198822643426,XXX
6.5402985,113.40604,59094,76561198822643426,XXX
6.442108,113.01361,59095,76561198822643426,XXX
6.409485,112.85019,59096,76561198822643426,XXX
6.376877,112.78497,59097,76561198822643426,XXX
6.376877,112.752014,59098,76561198822643426,XXX
6.376877,112.654144,59099,76561198822643426,XXX
6.343918,112.523346,59100,76561198822643426,XXX
6.343918,112.29434,59101,76561198822643426,XXX
6.343918,112.16354,59102,76561198822643426,XXX
