tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
29788,-7.1500397,-66.65869,-169.35493,-1527.0565,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29789,-6.6000366,-66.77356,-168.72253,-1526.1185,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29790,-6.159897,-66.87622,-168.30986,-1525.2811,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29791,-5.6373596,-66.96661,-167.95245,-1524.5443,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29792,-4.9500275,-67.0448,-167.65,-1523.9081,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29793,-4.2626953,-67.11078,-167.4574,-1523.3724,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29794,-3.2450867,-67.16449,-167.07253,-1522.9374,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29795,-2.804947,-67.20593,-166.87991,-1522.6029,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29796,-2.3926086,-67.23474,-166.74258,-1522.369,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29797,-2.2000122,-67.25128,-166.71512,-1522.2357,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29798,-2.1725464,-67.25531,-166.79752,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29799,-2.1725464,-67.25531,-166.82498,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29800,-2.227478,-67.25531,-167.04506,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29801,-2.3926086,-67.25531,-167.26514,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29802,-2.7500153,-67.25531,-167.59506,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29803,-3.1074219,-67.25531,-167.87006,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29804,-3.5200806,-67.25531,-168.14507,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29805,-3.7950897,-67.25531,-168.33768,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29806,-4.0975647,-67.25531,-168.52994,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29807,-4.482422,-67.25531,-168.77747,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29808,-4.72995,-67.25531,-168.97006,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29809,-5.004959,-67.25531,-169.13486,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29810,-5.445099,-67.25531,-169.46515,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29811,-5.80249,-67.25531,-169.65741,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29812,-6.0774994,-67.25531,-169.85,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29813,-6.517639,-67.25531,-170.15247,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29814,-6.8750305,-67.25531,-170.42747,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29815,-7.259903,-67.25531,-170.75742,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29816,-7.562378,-67.25531,-171.05988,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29817,-7.947571,-67.25531,-171.50002,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29818,-8.250046,-67.25531,-171.85742,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29819,-8.607452,-67.25531,-172.32501,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29820,-8.772583,-67.25531,-172.54509,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29821,-8.909912,-67.25531,-172.73735,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29822,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29823,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29824,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29825,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29826,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29827,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29828,-8.992645,-67.25531,-172.84756,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29829,-9.020111,-67.25531,-172.87503,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29830,-9.075043,-67.25531,-172.92996,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29831,-9.075043,-67.25531,-172.95743,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29832,-9.102509,-67.25531,-172.95743,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29833,-9.102509,-67.25531,-172.95743,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29834,-9.102509,-67.25531,-172.95743,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
29835,-9.102509,-67.25531,-172.95743,-1522.203,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,550.0916289845333,0.02746582,-0.02746582,1.4697964
