tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
39747,1.0450745,-670.9516,-145.53795,-1255.3926,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39748,-0.962677,-670.2134,-131.89807,-1258.6151,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39749,-2.2824097,-669.28723,-120.760345,-1261.7234,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39750,-2.9700928,-668.1626,-108.46802,-1264.6704,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39751,-3.0250244,-666.8431,-97.605286,-1267.4163,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39752,-2.777481,-665.3421,-88.42037,-1269.931,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39753,-2.3926086,-663.67786,-81.38054,-1272.1984,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39754,-2.090149,-661.86615,-78.245316,-1274.2227,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39755,-1.4024658,-659.9228,-74.9453,-1276.0073,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39756,-1.3200684,-657.89966,-74.80797,-1277.7115,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39757,-1.3200684,-655.7919,-74.80797,-1279.4205,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39758,-1.3200684,-653.587,-74.80797,-1281.1353,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39759,-1.3200684,-651.3108,-74.80797,-1282.854,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39760,-1.3200684,-648.9691,-74.80797,-1284.5769,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39761,-1.3200684,-646.5673,-74.80797,-1286.3033,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39762,-1.3200684,-644.16846,-74.80797,-1288.0659,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39763,-1.3200684,-641.8864,-74.80797,-1289.9612,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39764,-1.3200684,-639.73975,-74.80797,-1292.0103,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39765,-1.3200684,-637.6918,-74.80797,-1294.1715,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39766,-1.3200684,-635.73444,-74.80797,-1296.4359,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39767,-1.3200684,-633.86053,-74.80797,-1298.7949,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39768,-1.3200684,-632.06335,-74.80797,-1301.241,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39769,-1.4299316,-630.33606,-74.698105,-1303.7667,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39770,-1.5950775,-628.6649,-73.048096,-1306.3633,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39771,-1.5950775,-627.0351,-70.903015,-1309.0216,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39772,-1.5676117,-625.42444,-66.86039,-1311.7295,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39773,-1.4848633,-623.81976,-64.35791,-1314.4775,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39774,-1.3475342,-622.20667,-61.27796,-1317.2552,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39775,-1.2651367,-620.58234,-60.452957,-1320.0583,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39776,-1.1549377,-618.9473,-60.37056,-1322.8845,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39777,-0.9348755,-617.3051,-60.975494,-1325.7338,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39778,-0.74261475,-615.65796,-61.387825,-1328.6051,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39779,-0.32992554,-614.061,-61.965637,-1331.4973,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39780,-0.08239746,-612.6738,-62.0755,-1334.4297,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39781,0.1373291,-611.53064,-62.102966,-1337.4087,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39782,0.24752808,-610.56537,-62.157898,-1340.4218,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39783,0.4676056,-609.7643,-62.240295,-1343.4656,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39784,0.6324005,-609.11444,-62.350502,-1346.5376,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39785,0.7151489,-608.6042,-62.460365,-1349.6354,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39786,0.74261475,-608.2229,-62.598038,-1352.7567,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39787,0.77008057,-607.9608,-62.762833,-1355.8994,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39788,0.7975464,-607.809,-62.92797,-1359.0615,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39789,0.7975464,-607.7601,-63.23044,-1362.2412,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39790,0.7975464,-607.81,-63.395576,-1365.4086,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39791,0.7975464,-608.1094,-63.615646,-1368.4496,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39792,0.77008057,-608.6957,-63.615646,-1371.3451,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39793,0.77008057,-609.49286,-63.615646,-1374.1339,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39794,0.77008057,-610.4838,-63.615646,-1376.8245,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39795,0.77008057,-611.6529,-63.615646,-1379.4248,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39796,0.7151489,-612.9857,-63.615646,-1381.9421,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39797,0.68733215,-614.46875,-63.587837,-1384.3834,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39798,0.55000305,-616.0897,-63.477974,-1386.7551,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39799,0.38485718,-617.8366,-63.23044,-1389.0643,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
39800,0.2749939,-619.69867,-62.955437,-1391.3173,-167.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,934.7096465486173,0.027801514,0.05493164,1.5910647
