tick,pitch,X,yaw,Y,Z,steamid,name,label,weapon_name,weapon_type,kill_distance,pitch_delta_at_kill,yaw_delta_at_kill,player_speed
39668,-3.2450867,-658.4647,-62.818108,-994.14154,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39669,-3.2450867,-658.4676,-62.818108,-997.4026,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39670,-3.2450867,-658.5584,-62.818108,-1000.67346,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39671,-3.2176208,-658.72986,-62.7903,-1003.95337,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39672,-3.190155,-658.97577,-62.7903,-1007.2418,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39673,-3.1626892,-659.2896,-62.735367,-1010.53796,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39674,-3.1626892,-659.6658,-62.735367,-1013.8413,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39675,-3.0250244,-660.0999,-62.845573,-1017.1512,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39676,-2.8324127,-660.58954,-63.28537,-1020.4662,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39677,-2.5848694,-661.1347,-64.41284,-1023.781,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
39678,-2.2549438,-661.74243,-67.08046,-1027.085,-215.96875,76561199849680237,S1lent|Talent_skins.army,1,ak47,rifle,730.1967687615759,-0.10986328,-0.05493164,0.061401397
