tick,pitch,yaw,steamid,name,label
14090,9.385071,-116.80046,76561198449594719,kamuuuuuu,0
14091,9.385071,-116.80046,76561198449594719,kamuuuuuu,0
14092,9.385071,-116.80046,76561198449594719,kamuuuuuu,0
14093,9.385071,-116.80046,76561198449594719,kamuuuuuu,0
14094,9.385071,-116.80046,76561198449594719,kamuuuuuu,0
14095,9.226807,-116.80046,76561198449594719,kamuuuuuu,0
14096,9.068176,-116.56288,76561198449594719,kamuuuuuu,0
14097,9.108002,-116.127205,76561198449594719,kamuuuuuu,0
14098,9.266281,-115.85014,76561198449594719,kamuuuuuu,0
14099,9.345581,-115.69187,76561198449594719,kamuuuuuu,0
14100,9.345581,-115.65205,76561198449594719,kamuuuuuu,0
14101,9.385071,-115.69187,76561198449594719,kamuuuuuu,0
14102,9.385071,-115.73135,76561198449594719,kamuuuuuu,0
14103,9.385071,-115.73135,76561198449594719,kamuuuuuu,0
14104,9.424896,-115.770836,76561198449594719,kamuuuuuu,0
14105,9.424896,-115.770836,76561198449594719,kamuuuuuu,0
14106,9.424896,-115.770836,76561198449594719,kamuuuuuu,0
14107,9.424896,-115.770836,76561198449594719,kamuuuuuu,0
14108,9.424896,-115.770836,76561198449594719,kamuuuuuu,0
14109,9.464386,-115.69187,76561198449594719,kamuuuuuu,0
14110,9.50386,-115.65205,76561198449594719,kamuuuuuu,0
14111,9.543686,-115.57308,76561198449594719,kamuuuuuu,0
14112,9.58316,-115.493774,76561198449594719,kamuuuuuu,0
14113,9.58316,-115.45429,76561198449594719,kamuuuuuu,0
14114,9.62265,-115.45429,76561198449594719,kamuuuuuu,0
14115,9.62265,-115.45429,76561198449594719,kamuuuuuu,0
14116,9.62265,-115.45429,76561198449594719,kamuuuuuu,0
14117,9.62265,-115.45429,76561198449594719,kamuuuuuu,0
14118,9.701965,-115.45429,76561198449594719,kamuuuuuu,0
14119,9.781265,-115.374985,76561198449594719,kamuuuuuu,0
14120,9.8602295,-115.29568,76561198449594719,kamuuuuuu,0
14121,9.900055,-115.21671,76561198449594719,kamuuuuuu,0
14122,9.939545,-115.09792,76561198449594719,kamuuuuuu,0
14123,9.979019,-115.0581,76561198449594719,kamuuuuuu,0
14124,9.979019,-115.018616,76561198449594719,kamuuuuuu,0
14125,9.979019,-114.97913,76561198449594719,kamuuuuuu,0
14126,9.979019,-114.93931,76561198449594719,kamuuuuuu,0
14127,9.979019,-114.899826,76561198449594719,kamuuuuuu,0
14128,9.979019,-114.860344,76561198449594719,kamuuuuuu,0
14129,9.979019,-114.78104,76561198449594719,kamuuuuuu,0
14130,9.979019,-114.70173,76561198449594719,kamuuuuuu,0
14131,9.979019,-114.66225,76561198449594719,kamuuuuuu,0
14132,10.018845,-114.66225,76561198449594719,kamuuuuuu,0
14133,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14134,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14135,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14136,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14137,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14138,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14139,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14140,10.018845,-114.622765,76561198449594719,kamuuuuuu,0
14141,10.018845,-114.54346,76561198449594719,kamuuuuuu,0
14142,9.900055,-114.266396,76561198449594719,kamuuuuuu,0
14143,9.781265,-113.98899,76561198449594719,kamuuuuuu,0
14144,9.781265,-113.59314,76561198449594719,kamuuuuuu,0
14145,9.781265,-113.11798,76561198449594719,kamuuuuuu,0
14146,9.781265,-112.603,76561198449594719,kamuuuuuu,0
14147,9.74144,-112.04853,76561198449594719,kamuuuuuu,0
14148,9.701965,-111.37562,76561198449594719,kamuuuuuu,0
14149,9.74144,-111.37562,76561198449594719,kamuuuuuu,0
14150,9.74144,-111.37562,76561198449594719,kamuuuuuu,0
14151,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14152,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14153,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14154,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14155,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14156,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14157,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14158,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14159,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14160,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14161,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14162,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14163,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14164,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14165,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14166,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14167,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14168,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14169,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14170,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14171,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14172,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14173,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14174,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14175,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14176,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14177,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14178,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
14179,10.414703,-111.45458,76561198449594719,kamuuuuuu,0
