tick,pitch,yaw,steamid,name,label
80806,1.18927,-79.251595,76561198380850569,huh;,0
80807,1.18927,-79.251595,76561198380850569,huh;,0
80808,1.18927,-79.251595,76561198380850569,huh;,0
80809,1.18927,-79.251595,76561198380850569,huh;,0
80810,1.18927,-79.251595,76561198380850569,huh;,0
80811,1.18927,-79.251595,76561198380850569,huh;,0
80812,1.18927,-79.251595,76561198380850569,huh;,0
80813,1.18927,-79.251595,76561198380850569,huh;,0
80814,0.95751953,-78.695755,76561198380850569,huh;,0
80815,0.7257843,-77.98508,76561198380850569,huh;,0
80816,0.6021881,-77.58373,76561198380850569,huh;,0
80817,0.55618286,-77.521935,76561198380850569,huh;,0
80818,0.5252838,-77.55283,76561198380850569,huh;,0
80819,0.47894287,-77.59918,76561198380850569,huh;,0
80820,0.47894287,-77.59918,76561198380850569,huh;,0
80821,0.47894287,-77.59918,76561198380850569,huh;,0
80822,0.47894287,-77.59918,76561198380850569,huh;,0
80823,0.47894287,-77.59918,76561198380850569,huh;,0
80824,0.47894287,-77.59918,76561198380850569,huh;,0
80825,0.47894287,-77.59918,76561198380850569,huh;,0
80826,0.47894287,-77.55283,76561198380850569,huh;,0
80827,0.47894287,-77.41379,76561198380850569,huh;,0
80828,0.46348572,-77.27474,76561198380850569,huh;,0
80829,0.44802856,-77.1048,76561198380850569,huh;,0
80830,0.44802856,-77.02755,76561198380850569,huh;,0
80831,0.44802856,-77.02755,76561198380850569,huh;,0
80832,0.44802856,-77.02755,76561198380850569,huh;,0
80833,0.44802856,-77.08935,76561198380850569,huh;,0
80834,0.46348572,-77.151146,76561198380850569,huh;,0
80835,0.46348572,-77.212944,76561198380850569,huh;,0
80836,0.44802856,-77.25929,76561198380850569,huh;,0
80837,0.43258667,-77.29019,76561198380850569,huh;,0
80838,0.43258667,-77.33654,76561198380850569,huh;,0
80839,0.41714478,-77.42924,76561198380850569,huh;,0
80840,0.38623047,-77.56828,76561198380850569,huh;,0
80841,0.37078857,-77.69188,76561198380850569,huh;,0
80842,0.35534668,-77.83058,76561198380850569,huh;,0
80843,0.33988953,-77.93873,76561198380850569,huh;,0
80844,0.33988953,-77.96963,76561198380850569,huh;,0
80845,0.33988953,-77.96963,76561198380850569,huh;,0
80846,0.33988953,-77.96963,76561198380850569,huh;,0
80847,0.33988953,-77.96963,76561198380850569,huh;,0
80848,0.33988953,-77.96963,76561198380850569,huh;,0
80849,0.33988953,-77.98508,76561198380850569,huh;,0
80850,0.35534668,-78.015976,76561198380850569,huh;,0
80851,0.35534668,-78.015976,76561198380850569,huh;,0
80852,0.35534668,-78.015976,76561198380850569,huh;,0
80853,0.35534668,-78.015976,76561198380850569,huh;,0
80854,0.35534668,-78.015976,76561198380850569,huh;,0
80855,0.35534668,-78.015976,76561198380850569,huh;,0
80856,0.35534668,-78.015976,76561198380850569,huh;,0
80857,0.35534668,-78.015976,76561198380850569,huh;,0
80858,0.33988953,-78.046875,76561198380850569,huh;,0
80859,0.26263428,-78.57216,76561198380850569,huh;,0
80860,0.13903809,-80.22457,76561198380850569,huh;,0
80861,0.07723999,-83.328896,76561198380850569,huh;,0
80862,0.21629333,-87.2517,76561198380850569,huh;,0
80863,0.40168762,-90.44838,76561198380850569,huh;,0
80864,0.5252838,-92.90417,76561198380850569,huh;,0
80865,0.50982666,-94.10854,76561198380850569,huh;,0
80866,0.49438477,-94.30939,76561198380850569,huh;,0
80867,0.46348572,-94.21669,76561198380850569,huh;,0
80868,0.43258667,-94.093094,76561198380850569,huh;,0
80869,0.40168762,-93.98495,76561198380850569,huh;,0
80870,0.38623047,-93.95439,76561198380850569,huh;,0
80871,0.38623047,-93.95439,76561198380850569,huh;,0
80872,0.38623047,-93.95439,76561198380850569,huh;,0
80873,0.38623047,-93.95439,76561198380850569,huh;,0
80874,0.38623047,-93.95439,76561198380850569,huh;,0
80875,0.38623047,-93.95439,76561198380850569,huh;,0
80876,0.38623047,-93.95439,76561198380850569,huh;,0
80877,0.37078857,-93.92349,76561198380850569,huh;,0
80878,0.37078857,-93.846245,76561198380850569,huh;,0
80879,0.35534668,-93.769,76561198380850569,huh;,0
80880,0.35534668,-93.69175,76561198380850569,huh;,0
80881,0.35534668,-93.6454,76561198380850569,huh;,0
80882,0.35534668,-93.56815,76561198380850569,huh;,0
80883,0.35534668,-93.46001,76561198380850569,huh;,0
80884,0.35534668,-93.32096,76561198380850569,huh;,0
80885,0.33988953,-93.197365,76561198380850569,huh;,0
80886,0.33988953,-93.10501,76561198380850569,huh;,0
80887,0.33988953,-93.02776,76561198380850569,huh;,0
80888,0.33988953,-92.950516,76561198380850569,huh;,0
80889,0.33988953,-92.84237,76561198380850569,huh;,0
80890,0.33988953,-92.672424,76561198380850569,huh;,0
80891,0.33988953,-92.50248,76561198380850569,huh;,0
80892,0.32443237,-92.317085,76561198380850569,huh;,0
80893,0.32443237,-92.14714,76561198380850569,huh;,0
80894,0.32443237,-92.00844,76561198380850569,huh;,0
80895,0.32443237,-91.86939,76561198380850569,huh;,0
80896,0.33988953,-91.73035,76561198380850569,huh;,0
