tick,pitch,yaw,steamid,name,label
70893,1.0347748,-43.809692,76561198380850569,huh;,0
70894,1.2974243,-40.10318,76561198380850569,huh;,0
70895,1.5906067,-37.029755,76561198380850569,huh;,0
70896,2.1159058,-34.20352,76561198380850569,huh;,0
70897,2.857132,-31.964035,76561198380850569,huh;,0
70898,3.5674744,-30.605164,76561198380850569,huh;,0
70899,4.4786377,-29.2305,76561198380850569,huh;,0
70900,5.4207153,-27.825287,76561198380850569,huh;,0
70901,6.270111,-26.558762,76561198380850569,huh;,0
70902,7.058029,-25.384949,76561198380850569,huh;,0
70903,7.8765106,-24.149323,76561198380850569,huh;,0
70904,8.432343,-23.0531,76561198380850569,huh;,0
70905,8.988525,-21.724777,76561198380850569,huh;,0
70906,9.420776,-20.535507,76561198380850569,huh;,0
70907,9.807007,-19.423492,76561198380850569,huh;,0
70908,10.162018,-18.388702,76561198380850569,huh;,0
70909,10.517349,-17.307922,76561198380850569,huh;,0
70910,10.749084,-16.520004,76561198380850569,huh;,0
70911,10.995941,-15.624268,76561198380850569,huh;,0
70912,11.2122345,-14.91394,76561198380850569,huh;,0
70913,11.413086,-14.4353485,76561198380850569,huh;,0
70914,11.67572,-14.06456,76561198380850569,huh;,0
70915,11.876556,-13.879166,76561198380850569,huh;,0
70916,12.061615,-13.755569,76561198380850569,huh;,0
70917,12.247009,-13.662872,76561198380850569,huh;,0
70918,12.432404,-13.555069,76561198380850569,huh;,0
70919,12.602356,-13.44693,76561198380850569,huh;,0
70920,12.803192,-13.416016,76561198380850569,huh;,0
70921,12.972794,-13.616516,76561198380850569,huh;,0
70922,13.09639,-14.080017,76561198380850569,huh;,0
70923,13.189087,-14.8367,76561198380850569,huh;,0
70924,13.498077,-15.670624,76561198380850569,huh;,0
70925,14.131165,-16.381302,76561198380850569,huh;,0
70926,14.949646,-16.798096,76561198380850569,huh;,0
70927,15.829926,-17.014389,76561198380850569,huh;,0
70928,16.911041,-17.354279,76561198380850569,huh;,0
70929,17.621735,-17.740173,76561198380850569,huh;,0
70930,17.961273,-18.25,76561198380850569,huh;,0
70931,18.08487,-18.852203,76561198380850569,huh;,0
70932,18.023071,-19.33078,76561198380850569,huh;,0
70933,17.837677,-19.531631,76561198380850569,huh;,0
70934,17.59082,-19.547089,76561198380850569,huh;,0
70935,17.20459,-19.63977,76561198380850569,huh;,0
70936,16.802902,-19.995117,76561198380850569,huh;,0
70937,16.32431,-20.844498,76561198380850569,huh;,0
70938,15.999878,-21.925629,76561198380850569,huh;,0
70939,15.737579,-22.867706,76561198380850569,huh;,0
70940,15.629425,-23.207245,76561198380850569,huh;,0
70941,15.613983,-23.253601,76561198380850569,huh;,0
70942,15.613983,-23.253601,76561198380850569,huh;,0
70943,15.598526,-23.160889,76561198380850569,huh;,0
70944,15.552185,-23.068542,76561198380850569,huh;,0
70945,15.444031,-23.037643,76561198380850569,huh;,0
70946,15.2895355,-23.346283,76561198380850569,huh;,0
70947,14.7491455,-24.798203,76561198380850569,huh;,0
70948,13.837967,-27.639893,76561198380850569,huh;,0
70949,12.370605,-32.813416,76561198380850569,huh;,0
70950,10.888138,-38.682175,76561198380850569,huh;,0
70951,9.451675,-45.8329,76561198380850569,huh;,0
70952,8.386002,-53.09143,76561198380850569,huh;,0
70953,7.8765106,-59.037437,76561198380850569,huh;,0
70954,7.7529144,-62.77485,76561198380850569,huh;,0
70955,7.7529144,-62.77485,76561198380850569,huh;,0
70956,7.7529144,-62.77485,76561198380850569,huh;,0
70957,7.7529144,-62.77485,76561198380850569,huh;,0
70958,7.7529144,-62.77485,76561198380850569,huh;,0
70959,7.7529144,-62.77485,76561198380850569,huh;,0
70960,7.7529144,-62.77485,76561198380850569,huh;,0
70961,7.7529144,-62.77485,76561198380850569,huh;,0
70962,7.7529144,-62.77485,76561198380850569,huh;,0
70963,7.7529144,-62.77485,76561198380850569,huh;,0
70964,7.7529144,-62.77485,76561198380850569,huh;,0
70965,7.7529144,-62.77485,76561198380850569,huh;,0
70966,7.7529144,-62.74395,76561198380850569,huh;,0
70967,7.7992554,-62.527657,76561198380850569,huh;,0
70968,7.7992554,-62.512207,76561198380850569,huh;,0
70969,7.613861,-62.805748,76561198380850569,huh;,0
70970,7.1812744,-63.40828,76561198380850569,huh;,0
70971,6.362793,-64.27311,76561198380850569,huh;,0
70972,5.3434753,-65.13794,76561198380850569,huh;,0
70973,4.524994,-65.77103,76561198380850569,huh;,0
70974,3.8610077,-66.18816,76561198380850569,huh;,0
70975,3.3206177,-66.45046,76561198380850569,huh;,0
70976,2.857132,-66.58951,76561198380850569,huh;,0
70977,2.3013,-66.744,76561198380850569,huh;,0
70978,1.72966,-66.9603,76561198380850569,huh;,0
70979,1.1274719,-67.346535,76561198380850569,huh;,0
70980,0.46313477,-67.93327,76561198380850569,huh;,0
70981,-0.23175049,-68.7981,76561198380850569,huh;,0
70982,-0.9111786,-70.01827,76561198380850569,huh;,0
70983,-1.6524048,-71.90243,76561198380850569,huh;,0
70984,-2.239502,-74.12613,76561198380850569,huh;,0
70985,-2.6408386,-76.643715,76561198380850569,huh;,0
70986,-2.810791,-79.65534,76561198380850569,huh;,0
70987,-2.6408386,-82.31163,76561198380850569,huh;,0
70988,-2.3630981,-83.74775,76561198380850569,huh;,0
70989,-2.347641,-83.7941,76561198380850569,huh;,0
70990,-2.347641,-83.7941,76561198380850569,huh;,0
70991,-2.347641,-83.7941,76561198380850569,huh;,0
70992,-2.347641,-83.7941,76561198380850569,huh;,0
70993,-2.347641,-83.7941,76561198380850569,huh;,0
70994,-2.347641,-83.7941,76561198380850569,huh;,0
70995,-2.347641,-83.7941,76561198380850569,huh;,0
70996,-2.347641,-83.7941,76561198380850569,huh;,0
70997,-2.347641,-83.7941,76561198380850569,huh;,0
70998,-2.347641,-83.7941,76561198380850569,huh;,0
70999,-2.347641,-83.7941,76561198380850569,huh;,0
71000,-2.347641,-83.7941,76561198380850569,huh;,0
71001,-2.347641,-83.7941,76561198380850569,huh;,0
71002,-2.347641,-83.77865,76561198380850569,huh;,0
71003,-2.347641,-83.77865,76561198380850569,huh;,0
71004,-2.37854,-83.80955,76561198380850569,huh;,0
71005,-2.393982,-83.825,76561198380850569,huh;,0
71006,-2.393982,-83.825,76561198380850569,huh;,0
71007,-2.409439,-83.7941,76561198380850569,huh;,0
71008,-2.4245453,-83.7323,76561198380850569,huh;,0
71009,-2.4403381,-83.655396,76561198380850569,huh;,0
71010,-2.4403381,-83.639946,76561198380850569,huh;,0
71011,-2.4554443,-83.77865,76561198380850569,huh;,0
71012,-2.5018005,-83.917694,76561198380850569,huh;,0
71013,-2.5018005,-83.917694,76561198380850569,huh;,0
71014,-2.5172424,-83.917694,76561198380850569,huh;,0
71015,-2.5172424,-83.917694,76561198380850569,huh;,0
71016,-2.5172424,-83.917694,76561198380850569,huh;,0
71017,-2.5172424,-83.917694,76561198380850569,huh;,0
71018,-2.5172424,-83.917694,76561198380850569,huh;,0
71019,-2.5172424,-83.917694,76561198380850569,huh;,0
71020,-2.5326843,-83.96404,76561198380850569,huh;,0
71021,-2.5326843,-83.99494,76561198380850569,huh;,0
71022,-2.5326843,-84.01039,76561198380850569,huh;,0
71023,-2.5326843,-84.01039,76561198380850569,huh;,0
71024,-2.5481415,-84.01039,76561198380850569,huh;,0
71025,-2.5635986,-84.02584,76561198380850569,huh;,0
71026,-2.5944824,-84.08764,76561198380850569,huh;,0
71027,-2.6253967,-84.16489,76561198380850569,huh;,0
71028,-2.6408386,-84.25758,76561198380850569,huh;,0
71029,-2.6562805,-84.30393,76561198380850569,huh;,0
71030,-2.6562805,-84.30393,76561198380850569,huh;,0
71031,-2.6562805,-84.30393,76561198380850569,huh;,0
71032,-2.6562805,-84.31938,76561198380850569,huh;,0
71033,-2.6562805,-84.31938,76561198380850569,huh;,0
71034,-2.6562805,-84.31938,76561198380850569,huh;,0
71035,-2.6562805,-84.31938,76561198380850569,huh;,0
71036,-2.6562805,-84.31938,76561198380850569,huh;,0
71037,-2.6562805,-84.31938,76561198380850569,huh;,0
71038,-2.6562805,-84.31938,76561198380850569,huh;,0
71039,-2.6562805,-84.31938,76561198380850569,huh;,0
71040,-2.6562805,-84.31938,76561198380850569,huh;,0
71041,-2.6562805,-84.31938,76561198380850569,huh;,0
71042,-2.6562805,-84.31938,76561198380850569,huh;,0
71043,-2.6562805,-84.31938,76561198380850569,huh;,0
71044,-2.6562805,-84.31938,76561198380850569,huh;,0
71045,-2.6562805,-84.30393,76561198380850569,huh;,0
71046,-2.6562805,-84.28848,76561198380850569,huh;,0
