tick,pitch,yaw,steamid,name,label
55192,-0.27809143,-171.23395,76561198380850569,huh;,0
55193,-0.27809143,-171.23395,76561198380850569,huh;,0
55194,-0.27809143,-171.23395,76561198380850569,huh;,0
55195,-0.27809143,-171.21849,76561198380850569,huh;,0
55196,-0.27809143,-171.18759,76561198380850569,huh;,0
55197,-0.27809143,-171.17249,76561198380850569,huh;,0
55198,-0.29354858,-171.14159,76561198380850569,huh;,0
55199,-0.29354858,-171.12613,76561198380850569,huh;,0
55200,-0.29354858,-171.09525,76561198380850569,huh;,0
55201,-0.30899048,-171.06433,76561198380850569,huh;,0
55202,-0.32443237,-171.03345,76561198380850569,huh;,0
55203,-0.35534668,-170.97165,76561198380850569,huh;,0
55204,-0.38623047,-170.90985,76561198380850569,huh;,0
55205,-0.41714478,-170.8635,76561198380850569,huh;,0
55206,-0.43258667,-170.81714,76561198380850569,huh;,0
55207,-0.46348572,-170.78625,76561198380850569,huh;,0
55208,-0.46348572,-170.7708,76561198380850569,huh;,0
55209,-0.46348572,-170.7708,76561198380850569,huh;,0
55210,-0.46348572,-170.7708,76561198380850569,huh;,0
55211,-0.46348572,-170.78625,76561198380850569,huh;,0
55212,-0.47859192,-170.81714,76561198380850569,huh;,0
55213,-0.47859192,-170.84805,76561198380850569,huh;,0
55214,-0.47859192,-170.8944,76561198380850569,huh;,0
55215,-0.49404907,-170.95619,76561198380850569,huh;,0
55216,-0.49404907,-171.01799,76561198380850569,huh;,0
55217,-0.49404907,-171.09525,76561198380850569,huh;,0
55218,-0.49404907,-171.12613,76561198380850569,huh;,0
55219,-0.49404907,-171.12613,76561198380850569,huh;,0
55220,-0.49404907,-171.12613,76561198380850569,huh;,0
55221,-0.49404907,-171.12613,76561198380850569,huh;,0
55222,-0.49404907,-171.12613,76561198380850569,huh;,0
55223,-0.49404907,-171.12613,76561198380850569,huh;,0
55224,-0.49404907,-171.12613,76561198380850569,huh;,0
55225,-0.49404907,-171.12613,76561198380850569,huh;,0
55226,-0.49404907,-171.12613,76561198380850569,huh;,0
55227,-0.49404907,-171.12613,76561198380850569,huh;,0
55228,-0.49404907,-171.07979,76561198380850569,huh;,0
55229,-0.49404907,-170.95619,76561198380850569,huh;,0
55230,-0.50949097,-170.8326,76561198380850569,huh;,0
55231,-0.50949097,-170.66266,76561198380850569,huh;,0
55232,-0.54039,-170.50815,76561198380850569,huh;,0
55233,-0.55584717,-170.3849,76561198380850569,huh;,0
55234,-0.57128906,-170.5545,76561198380850569,huh;,0
55235,-0.6639862,-171.35788,76561198380850569,huh;,0
55236,-0.64852905,-173.89056,76561198380850569,huh;,0
55237,0.0463562,-178.24562,76561198380850569,huh;,0
55238,1.6369629,176.56506,76561198380850569,huh;,0
55239,4.169998,170.2637,76561198380850569,huh;,0
55240,6.7953796,164.85843,76561198380850569,huh;,0
55241,8.617737,161.81592,76561198380850569,huh;,0
55242,10.270157,160.02444,76561198380850569,huh;,0
55243,12.046173,159.45316,76561198380850569,huh;,0
55244,14.378357,159.4068,76561198380850569,huh;,0
55245,15.953522,159.43771,76561198380850569,huh;,0
55246,17.79132,159.49951,76561198380850569,huh;,0
55247,19.026947,159.59222,76561198380850569,huh;,0
55248,20.43251,159.7309,76561198380850569,huh;,0
55249,21.683228,159.90085,76561198380850569,huh;,0
55250,22.826157,160.11716,76561198380850569,huh;,0
55251,23.830032,160.50305,76561198380850569,huh;,0
55252,24.355316,160.84293,76561198380850569,huh;,0
55253,25.142899,161.36823,76561198380850569,huh;,0
55254,25.99228,161.70776,76561198380850569,huh;,0
55255,27.212448,162.0322,76561198380850569,huh;,0
55256,28.555878,162.27939,76561198380850569,huh;,0
55257,29.930542,162.47989,76561198380850569,huh;,0
55258,31.212158,162.6344,76561198380850569,huh;,0
55259,32.231476,162.77344,76561198380850569,huh;,0
55260,33.003967,162.89703,76561198380850569,huh;,0
55261,33.436203,163.00519,76561198380850569,huh;,0
55262,33.45166,163.00519,76561198380850569,huh;,0
55263,33.343506,163.00519,76561198380850569,huh;,0
55264,33.09665,163.02063,76561198380850569,huh;,0
55265,32.72586,163.02063,76561198380850569,huh;,0
55266,32.30873,163.02063,76561198380850569,huh;,0
55267,31.79924,163.00519,76561198380850569,huh;,0
55268,31.289398,162.92792,76561198380850569,huh;,0
55269,30.749023,162.758,76561198380850569,huh;,0
55270,30.486374,162.61896,76561198380850569,huh;,0
55271,30.208618,162.41809,76561198380850569,huh;,0
55272,29.76059,162.10944,76561198380850569,huh;,0
55273,28.895752,161.67688,76561198380850569,huh;,0
55274,27.629242,161.41422,76561198380850569,huh;,0
55275,26.548126,161.6614,76561198380850569,huh;,0
55276,25.297394,162.68073,76561198380850569,huh;,0
55277,23.55194,165.10562,76561198380850569,huh;,0
55278,21.714142,168.53406,76561198380850569,huh;,0
55279,19.536774,173.61523,76561198380850569,huh;,0
55280,17.328186,179.60757,76561198380850569,huh;,0
55281,15.320435,-174.4313,76561198380850569,huh;,0
55282,13.111847,-167.24968,76561198380850569,huh;,0
55283,10.640945,-158.72464,76561198380850569,huh;,0
55284,8.339661,-150.66272,76561198380850569,huh;,0
55285,6.4555054,-144.0373,76561198380850569,huh;,0
55286,3.9537048,-135.68219,76561198380850569,huh;,0
55287,2.4708862,-131.24988,76561198380850569,huh;,0
55288,1.3128662,-128.97949,76561198380850569,huh;,0
55289,0.9729767,-130.5083,76561198380850569,huh;,0
55290,1.1429138,-135.5586,76561198380850569,huh;,0
55291,1.4979248,-144.45442,76561198380850569,huh;,0
55292,1.2819672,-154.16873,76561198380850569,huh;,0
55293,0.95751953,-164.00632,76561198380850569,huh;,0
55294,1.0811157,-171.38878,76561198380850569,huh;,0
55295,1.2510681,-175.63568,76561198380850569,huh;,0
55296,1.2510681,-175.63568,76561198380850569,huh;,0
55297,1.2510681,-175.63568,76561198380850569,huh;,0
55298,1.2510681,-175.63568,76561198380850569,huh;,0
55299,1.2510681,-175.63568,76561198380850569,huh;,0
55300,1.2510681,-175.63568,76561198380850569,huh;,0
55301,1.2510681,-175.63568,76561198380850569,huh;,0
55302,1.2510681,-175.63568,76561198380850569,huh;,0
55303,1.2510681,-175.63568,76561198380850569,huh;,0
55304,1.2510681,-175.63568,76561198380850569,huh;,0
55305,1.2510681,-175.63568,76561198380850569,huh;,0
55306,1.2510681,-175.63568,76561198380850569,huh;,0
55307,1.2510681,-175.63568,76561198380850569,huh;,0
55308,1.2510681,-175.63568,76561198380850569,huh;,0
55309,1.2510681,-175.63568,76561198380850569,huh;,0
55310,1.2201691,-175.82108,76561198380850569,huh;,0
55311,1.1429138,-176.14551,76561198380850569,huh;,0
55312,0.9729767,-176.45416,76561198380850569,huh;,0
55313,0.74124146,-176.73225,76561198380850569,huh;,0
55314,0.44802856,-176.97945,76561198380850569,huh;,0
55315,0.07723999,-177.19574,76561198380850569,huh;,0
55316,-0.24719238,-177.319,76561198380850569,huh;,0
55317,-0.71032715,-177.45804,76561198380850569,huh;,0
55318,-1.2974243,-177.65887,76561198380850569,huh;,0
55319,-1.7451172,-177.87518,76561198380850569,huh;,0
55320,-2.3013,-178.18382,76561198380850569,huh;,0
55321,-2.7335358,-178.47736,76561198380850569,huh;,0
55322,-3.1506653,-178.8018,76561198380850569,huh;,0
55323,-3.428421,-179.2186,76561198380850569,huh;,0
55324,-3.6292725,-179.63574,76561198380850569,huh;,0
55325,-3.8919067,-179.94438,76561198380850569,huh;,0
55326,-4.092743,179.94748,76561198380850569,huh;,0
55327,-4.540436,179.82388,76561198380850569,huh;,0
55328,-4.9266815,179.70029,76561198380850569,huh;,0
55329,-4.9266815,179.70029,76561198380850569,huh;,0
55330,-4.9266815,179.70029,76561198380850569,huh;,0
55331,-4.9266815,179.70029,76561198380850569,huh;,0
55332,-4.9266815,179.70029,76561198380850569,huh;,0
55333,-4.9266815,179.70029,76561198380850569,huh;,0
55334,-4.9266815,179.70029,76561198380850569,huh;,0
55335,-4.9266815,179.70029,76561198380850569,huh;,0
55336,-4.9266815,179.70029,76561198380850569,huh;,0
55337,-4.9266815,179.70029,76561198380850569,huh;,0
55338,-4.9266815,179.70029,76561198380850569,huh;,0
55339,-4.9266815,179.70029,76561198380850569,huh;,0
55340,-4.9266815,179.70029,76561198380850569,huh;,0
55341,-4.9421387,179.71573,76561198380850569,huh;,0
55342,-4.9421387,179.71573,76561198380850569,huh;,0
55343,-4.9421387,179.71573,76561198380850569,huh;,0
55344,-4.9421387,179.71573,76561198380850569,huh;,0
55345,-4.9421387,179.71573,76561198380850569,huh;,0
55346,-4.9112244,179.71573,76561198380850569,huh;,0
55347,-4.8648834,179.66937,76561198380850569,huh;,0
55348,-4.8030853,179.60757,76561198380850569,huh;,0
55349,-4.7721863,179.59213,76561198380850569,huh;,0
55350,-4.72583,179.59213,76561198380850569,huh;,0
55351,-4.679489,179.63849,76561198380850569,huh;,0
55352,-4.633148,179.71573,76561198380850569,huh;,0
55353,-4.602234,179.77753,76561198380850569,huh;,0
55354,-4.57135,179.82388,76561198380850569,huh;,0
55355,-4.524994,179.85477,76561198380850569,huh;,0
55356,-4.463196,179.87024,76561198380850569,huh;,0
55357,-4.385956,179.87024,76561198380850569,huh;,0
55358,-4.3241577,179.85477,76561198380850569,huh;,0
55359,-4.2472534,179.80841,76561198380850569,huh;,0
55360,-4.154541,179.73117,76561198380850569,huh;,0
55361,-4.061859,179.63849,76561198380850569,huh;,0
55362,-3.9537048,179.54578,76561198380850569,huh;,0
55363,-3.8764648,179.42218,76561198380850569,huh;,0
55364,-3.8146667,179.31403,76561198380850569,huh;,0
55365,-3.7837524,179.15988,76561198380850569,huh;,0
55366,-3.7837524,178.98993,76561198380850569,huh;,0
55367,-3.7992096,178.75821,76561198380850569,huh;,0
55368,-3.8455505,178.52646,76561198380850569,huh;,0
55369,-3.9073486,178.23328,76561198380850569,huh;,0
55370,-3.9691467,177.89337,76561198380850569,huh;,0
55371,-4.015503,177.64618,76561198380850569,huh;,0
55372,-4.061859,177.33752,76561198380850569,huh;,0
55373,-4.092743,176.98218,76561198380850569,huh;,0
55374,-4.123657,176.61139,76561198380850569,huh;,0
55375,-4.154541,176.24097,76561198380850569,huh;,0
55376,-4.154541,176.00922,76561198380850569,huh;,0
55377,-4.169998,175.70023,76561198380850569,huh;,0
55378,-4.1854553,175.39157,76561198380850569,huh;,0
55379,-4.200897,175.1753,76561198380850569,huh;,0
55380,-4.2317963,174.9281,76561198380850569,huh;,0
55381,-4.2626953,174.72723,76561198380850569,huh;,0
55382,-4.2935944,174.58856,76561198380850569,huh;,0
55383,-4.3087006,174.48041,76561198380850569,huh;,0
55384,-4.3395996,174.37225,76561198380850569,huh;,0
55385,-4.3550415,174.2641,76561198380850569,huh;,0
