tick,pitch,yaw,steamid,name,label
79527,-3.428421,-83.94653,76561198380850569,huh;,0
79528,-3.428421,-83.94653,76561198380850569,huh;,0
79529,-3.428421,-83.94653,76561198380850569,huh;,0
79530,-3.428421,-83.94653,76561198380850569,huh;,0
79531,-3.428421,-83.94653,76561198380850569,huh;,0
79532,-3.428421,-83.94653,76561198380850569,huh;,0
79533,-3.428421,-83.96198,76561198380850569,huh;,0
79534,-3.428421,-84.02378,76561198380850569,huh;,0
79535,-3.428421,-84.08558,76561198380850569,huh;,0
79536,-3.4438782,-84.14738,76561198380850569,huh;,0
79537,-3.4438782,-84.178276,76561198380850569,huh;,0
79538,-3.45932,-84.25552,76561198380850569,huh;,0
79539,-3.490219,-84.44092,76561198380850569,huh;,0
79540,-3.5520172,-84.44092,76561198380850569,huh;,0
79541,-3.6601562,-84.37912,76561198380850569,huh;,0
79542,-3.6756134,-84.37912,76561198380850569,huh;,0
79543,-3.6756134,-84.37912,76561198380850569,huh;,0
79544,-3.6756134,-84.37912,76561198380850569,huh;,0
79545,-3.6756134,-84.37912,76561198380850569,huh;,0
79546,-3.6756134,-84.37912,76561198380850569,huh;,0
79547,-3.6756134,-84.37912,76561198380850569,huh;,0
79548,-3.6756134,-84.37912,76561198380850569,huh;,0
79549,-3.6756134,-84.37912,76561198380850569,huh;,0
79550,-3.6756134,-84.37912,76561198380850569,huh;,0
79551,-3.6756134,-84.37912,76561198380850569,huh;,0
79552,-3.6756134,-84.37912,76561198380850569,huh;,0
79553,-3.6756134,-84.37912,76561198380850569,huh;,0
79554,-3.6756134,-84.37912,76561198380850569,huh;,0
79555,-3.6756134,-84.37912,76561198380850569,huh;,0
79556,-3.6756134,-84.37912,76561198380850569,huh;,0
79557,-3.6756134,-84.37912,76561198380850569,huh;,0
79558,-3.6756134,-84.37912,76561198380850569,huh;,0
79559,-3.6756134,-84.37912,76561198380850569,huh;,0
79560,-3.6756134,-84.37912,76561198380850569,huh;,0
79561,-3.6756134,-84.37912,76561198380850569,huh;,0
79562,-3.6756134,-84.37912,76561198380850569,huh;,0
79563,-3.6756134,-84.37912,76561198380850569,huh;,0
79564,-3.6756134,-84.39457,76561198380850569,huh;,0
79565,-3.6756134,-84.39457,76561198380850569,huh;,0
79566,-3.6756134,-84.39457,76561198380850569,huh;,0
79567,-3.6756134,-84.39457,76561198380850569,huh;,0
79568,-3.6756134,-84.39457,76561198380850569,huh;,0
79569,-3.6447144,-84.44092,76561198380850569,huh;,0
79570,-3.6292725,-84.47182,76561198380850569,huh;,0
79571,-3.6138153,-84.502716,76561198380850569,huh;,0
79572,-3.6138153,-84.53327,76561198380850569,huh;,0
79573,-3.6138153,-84.53327,76561198380850569,huh;,0
79574,-3.6138153,-84.53327,76561198380850569,huh;,0
79575,-3.6138153,-84.53327,76561198380850569,huh;,0
79576,-3.6138153,-84.53327,76561198380850569,huh;,0
79577,-3.6138153,-84.53327,76561198380850569,huh;,0
79578,-3.6138153,-84.53327,76561198380850569,huh;,0
79579,-3.5829163,-84.502716,76561198380850569,huh;,0
79580,-3.5211182,-84.34822,76561198380850569,huh;,0
79581,-3.428421,-84.07013,76561198380850569,huh;,0
79582,-3.320282,-83.63754,76561198380850569,huh;,0
79583,-3.2433777,-83.2053,76561198380850569,huh;,0
79584,-3.2279205,-83.15895,76561198380850569,huh;,0
79585,-3.2279205,-83.15895,76561198380850569,huh;,0
79586,-3.2279205,-83.15895,76561198380850569,huh;,0
79587,-3.2279205,-83.15895,76561198380850569,huh;,0
79588,-3.2279205,-83.15895,76561198380850569,huh;,0
79589,-3.2279205,-83.15895,76561198380850569,huh;,0
79590,-3.2279205,-83.15895,76561198380850569,huh;,0
79591,-3.2279205,-83.15895,76561198380850569,huh;,0
79592,-3.2279205,-83.15895,76561198380850569,huh;,0
79593,-3.2279205,-83.15895,76561198380850569,huh;,0
79594,-3.2279205,-83.15895,76561198380850569,huh;,0
79595,-3.2279205,-83.15895,76561198380850569,huh;,0
79596,-3.2279205,-83.15895,76561198380850569,huh;,0
79597,-3.2279205,-83.15895,76561198380850569,huh;,0
79598,-3.2279205,-83.15895,76561198380850569,huh;,0
79599,-3.2279205,-83.15895,76561198380850569,huh;,0
79600,-3.2279205,-83.12805,76561198380850569,huh;,0
79601,-3.1970215,-83.06625,76561198380850569,huh;,0
79602,-3.1506653,-83.019905,76561198380850569,huh;,0
79603,-3.1043243,-82.97356,76561198380850569,huh;,0
79604,-3.0579834,-82.95811,76561198380850569,huh;,0
79605,-3.027069,-82.94266,76561198380850569,huh;,0
79606,-2.9961853,-82.91176,76561198380850569,huh;,0
79607,-2.9807281,-82.91176,76561198380850569,huh;,0
79608,-2.965271,-82.88086,76561198380850569,huh;,0
79609,-2.903473,-82.77271,76561198380850569,huh;,0
79610,-2.748993,-82.27867,76561198380850569,huh;,0
79611,-2.5481415,-81.13575,76561198380850569,huh;,0
79612,-2.34729,-79.42154,76561198380850569,huh;,0
79613,-2.2085876,-77.76913,76561198380850569,huh;,0
79614,-2.2085876,-77.72278,76561198380850569,huh;,0
79615,-2.2085876,-77.72278,76561198380850569,huh;,0
79616,-2.2085876,-77.72278,76561198380850569,huh;,0
79617,-2.2085876,-77.72278,76561198380850569,huh;,0
79618,-2.2085876,-77.72278,76561198380850569,huh;,0
79619,-2.2085876,-77.72278,76561198380850569,huh;,0
