tick,pitch,yaw,steamid,name,label
110927,0.1699524,-41.95816,76561198380850569,huh;,0
110928,0.24719238,-41.649506,76561198380850569,huh;,0
110929,0.26263428,-41.10878,76561198380850569,huh;,0
110930,0.26263428,-41.00064,76561198380850569,huh;,0
110931,0.26263428,-41.00064,76561198380850569,huh;,0
110932,0.26263428,-41.00064,76561198380850569,huh;,0
110933,0.26263428,-41.00064,76561198380850569,huh;,0
110934,0.26263428,-41.00064,76561198380850569,huh;,0
110935,0.26263428,-41.00064,76561198380850569,huh;,0
110936,0.26263428,-41.00064,76561198380850569,huh;,0
110937,0.26263428,-41.00064,76561198380850569,huh;,0
110938,0.26263428,-41.00064,76561198380850569,huh;,0
110939,0.26263428,-41.00064,76561198380850569,huh;,0
110940,0.26263428,-41.00064,76561198380850569,huh;,0
110941,0.26263428,-41.00064,76561198380850569,huh;,0
110942,0.26263428,-41.00064,76561198380850569,huh;,0
110943,0.26263428,-41.00064,76561198380850569,huh;,0
110944,0.26263428,-41.00064,76561198380850569,huh;,0
110945,0.26263428,-41.00064,76561198380850569,huh;,0
110946,0.26263428,-41.00064,76561198380850569,huh;,0
110947,0.26263428,-41.00064,76561198380850569,huh;,0
110948,0.26263428,-41.00064,76561198380850569,huh;,0
110949,0.24719238,-41.00064,76561198380850569,huh;,0
110950,0.23175049,-40.985184,76561198380850569,huh;,0
110951,0.23175049,-40.954285,76561198380850569,huh;,0
110952,0.23175049,-40.923386,76561198380850569,huh;,0
110953,0.23175049,-40.892487,76561198380850569,huh;,0
110954,0.23175049,-40.861588,76561198380850569,huh;,0
110955,0.23175049,-40.784683,76561198380850569,huh;,0
110956,0.23175049,-40.676544,76561198380850569,huh;,0
110957,0.23175049,-40.460236,76561198380850569,huh;,0
110958,0.24719238,-40.104904,76561198380850569,huh;,0
110959,0.21629333,-39.425476,76561198380850569,huh;,0
110960,0.21629333,-39.41002,76561198380850569,huh;,0
110961,0.21629333,-39.41002,76561198380850569,huh;,0
110962,0.21629333,-39.41002,76561198380850569,huh;,0
110963,0.21629333,-39.41002,76561198380850569,huh;,0
110964,0.21629333,-39.41002,76561198380850569,huh;,0
110965,0.21629333,-39.41002,76561198380850569,huh;,0
110966,0.21629333,-39.41002,76561198380850569,huh;,0
110967,0.21629333,-39.41002,76561198380850569,huh;,0
110968,0.21629333,-39.41002,76561198380850569,huh;,0
110969,0.21629333,-39.41002,76561198380850569,huh;,0
110970,0.21629333,-39.41002,76561198380850569,huh;,0
110971,0.21629333,-39.41002,76561198380850569,huh;,0
110972,0.21629333,-39.41002,76561198380850569,huh;,0
110973,0.21629333,-39.425476,76561198380850569,huh;,0
110974,0.20083618,-39.425476,76561198380850569,huh;,0
110975,0.20083618,-39.440918,76561198380850569,huh;,0
110976,0.20083618,-39.440918,76561198380850569,huh;,0
110977,0.20083618,-39.440918,76561198380850569,huh;,0
110978,0.20083618,-39.45636,76561198380850569,huh;,0
110979,0.20083618,-39.45636,76561198380850569,huh;,0
110980,0.20083618,-39.45636,76561198380850569,huh;,0
110981,0.20083618,-39.45636,76561198380850569,huh;,0
110982,0.20083618,-39.45636,76561198380850569,huh;,0
110983,0.20083618,-39.45636,76561198380850569,huh;,0
110984,0.20083618,-39.471817,76561198380850569,huh;,0
110985,0.20083618,-39.471817,76561198380850569,huh;,0
110986,0.20083618,-39.471817,76561198380850569,huh;,0
110987,0.20083618,-39.471817,76561198380850569,huh;,0
110988,0.20083618,-39.471817,76561198380850569,huh;,0
110989,0.21629333,-39.487274,76561198380850569,huh;,0
110990,0.21629333,-39.502716,76561198380850569,huh;,0
110991,0.21629333,-39.502716,76561198380850569,huh;,0
110992,0.21629333,-39.502716,76561198380850569,huh;,0
110993,0.21629333,-39.502716,76561198380850569,huh;,0
110994,0.21629333,-39.502716,76561198380850569,huh;,0
110995,0.21629333,-39.502716,76561198380850569,huh;,0
110996,0.21629333,-39.502716,76561198380850569,huh;,0
110997,0.21629333,-39.502716,76561198380850569,huh;,0
110998,0.21629333,-39.502716,76561198380850569,huh;,0
110999,0.21629333,-39.502716,76561198380850569,huh;,0
111000,0.21629333,-39.518158,76561198380850569,huh;,0
111001,0.21629333,-39.518158,76561198380850569,huh;,0
111002,0.21629333,-39.518158,76561198380850569,huh;,0
111003,0.21629333,-39.518158,76561198380850569,huh;,0
111004,0.21629333,-39.518158,76561198380850569,huh;,0
111005,0.21629333,-39.518158,76561198380850569,huh;,0
111006,0.21629333,-39.518158,76561198380850569,huh;,0
111007,0.21629333,-39.518158,76561198380850569,huh;,0
111008,0.21629333,-39.518158,76561198380850569,huh;,0
111009,0.21629333,-39.533615,76561198380850569,huh;,0
111010,0.21629333,-39.533615,76561198380850569,huh;,0
111011,0.21629333,-39.533615,76561198380850569,huh;,0
111012,0.21629333,-39.533615,76561198380850569,huh;,0
111013,0.21629333,-39.533615,76561198380850569,huh;,0
111014,0.21629333,-39.533615,76561198380850569,huh;,0
111015,0.21629333,-39.533615,76561198380850569,huh;,0
111016,0.21629333,-39.533615,76561198380850569,huh;,0
111017,0.21629333,-39.533615,76561198380850569,huh;,0
111018,0.21629333,-39.533615,76561198380850569,huh;,0
111019,0.21629333,-39.533615,76561198380850569,huh;,0
111020,0.21629333,-39.533615,76561198380850569,huh;,0
111021,0.21629333,-39.533615,76561198380850569,huh;,0
111022,0.21629333,-39.533615,76561198380850569,huh;,0
111023,0.21629333,-39.533615,76561198380850569,huh;,0
111024,0.21629333,-39.533615,76561198380850569,huh;,0
111025,0.21629333,-39.533615,76561198380850569,huh;,0
111026,0.21629333,-39.533615,76561198380850569,huh;,0
111027,0.21629333,-39.533615,76561198380850569,huh;,0
111028,0.20083618,-39.533615,76561198380850569,huh;,0
111029,0.20083618,-39.533615,76561198380850569,huh;,0
111030,0.20083618,-39.533615,76561198380850569,huh;,0
111031,0.20083618,-39.533615,76561198380850569,huh;,0
111032,0.20083618,-39.533615,76561198380850569,huh;,0
111033,0.20083618,-39.533615,76561198380850569,huh;,0
111034,0.20083618,-39.533615,76561198380850569,huh;,0
111035,0.20083618,-39.533615,76561198380850569,huh;,0
111036,0.20083618,-39.533615,76561198380850569,huh;,0
111037,0.20083618,-39.533615,76561198380850569,huh;,0
111038,0.20083618,-39.533615,76561198380850569,huh;,0
111039,0.20083618,-39.533615,76561198380850569,huh;,0
111040,0.20083618,-39.533615,76561198380850569,huh;,0
111041,0.20083618,-39.533615,76561198380850569,huh;,0
111042,0.20083618,-39.533615,76561198380850569,huh;,0
111043,0.20083618,-39.549072,76561198380850569,huh;,0
111044,0.20083618,-39.549072,76561198380850569,huh;,0
111045,0.18539429,-39.61087,76561198380850569,huh;,0
111046,0.13903809,-39.780807,76561198380850569,huh;,0
111047,0.07723999,-40.012207,76561198380850569,huh;,0
111048,0.030899048,-40.305756,76561198380850569,huh;,0
111049,0.0154418945,-40.552948,76561198380850569,huh;,0
111050,0.0,-40.769226,76561198380850569,huh;,0
111051,-0.0154418945,-40.87738,76561198380850569,huh;,0
111052,-0.0154418945,-40.938843,76561198380850569,huh;,0
111053,-0.030899048,-40.954285,76561198380850569,huh;,0
111054,-0.030899048,-40.954285,76561198380850569,huh;,0
111055,-0.030899048,-40.954285,76561198380850569,huh;,0
111056,-0.030899048,-40.954285,76561198380850569,huh;,0
111057,-0.030899048,-40.954285,76561198380850569,huh;,0
111058,-0.030899048,-40.954285,76561198380850569,huh;,0
111059,-0.030899048,-40.954285,76561198380850569,huh;,0
111060,-0.030899048,-40.954285,76561198380850569,huh;,0
111061,-0.030899048,-40.954285,76561198380850569,huh;,0
111062,-0.030899048,-40.954285,76561198380850569,huh;,0
111063,-0.030899048,-40.954285,76561198380850569,huh;,0
111064,-0.030899048,-40.954285,76561198380850569,huh;,0
111065,-0.030899048,-40.954285,76561198380850569,huh;,0
111066,-0.030899048,-40.954285,76561198380850569,huh;,0
111067,-0.030899048,-40.954285,76561198380850569,huh;,0
111068,-0.030899048,-40.954285,76561198380850569,huh;,0
111069,-0.030899048,-40.954285,76561198380850569,huh;,0
111070,-0.030899048,-40.954285,76561198380850569,huh;,0
111071,-0.030899048,-40.954285,76561198380850569,huh;,0
111072,-0.030899048,-40.954285,76561198380850569,huh;,0
111073,-0.030899048,-40.954285,76561198380850569,huh;,0
111074,-0.030899048,-40.954285,76561198380850569,huh;,0
111075,-0.030899048,-40.954285,76561198380850569,huh;,0
111076,-0.030899048,-40.985184,76561198380850569,huh;,0
111077,-0.030899048,-41.016083,76561198380850569,huh;,0
111078,-0.030899048,-41.031525,76561198380850569,huh;,0
111079,-0.030899048,-41.04698,76561198380850569,huh;,0
111080,-0.030899048,-41.04698,76561198380850569,huh;,0
111081,-0.030899048,-41.04698,76561198380850569,huh;,0
111082,-0.030899048,-41.04698,76561198380850569,huh;,0
111083,-0.030899048,-41.04698,76561198380850569,huh;,0
111084,-0.030899048,-41.04698,76561198380850569,huh;,0
111085,-0.030899048,-41.04698,76561198380850569,huh;,0
111086,-0.030899048,-41.04698,76561198380850569,huh;,0
111087,-0.030899048,-41.04698,76561198380850569,huh;,0
111088,-0.030899048,-41.04698,76561198380850569,huh;,0
111089,-0.030899048,-41.04698,76561198380850569,huh;,0
111090,-0.030899048,-41.04698,76561198380850569,huh;,0
111091,-0.030899048,-41.04698,76561198380850569,huh;,0
111092,-0.030899048,-41.04698,76561198380850569,huh;,0
111093,-0.030899048,-41.04698,76561198380850569,huh;,0
111094,-0.030899048,-41.04698,76561198380850569,huh;,0
111095,-0.030899048,-41.04698,76561198380850569,huh;,0
111096,-0.030899048,-41.04698,76561198380850569,huh;,0
111097,-0.030899048,-41.04698,76561198380850569,huh;,0
111098,-0.030899048,-41.04698,76561198380850569,huh;,0
111099,-0.030899048,-41.04698,76561198380850569,huh;,0
111100,-0.030899048,-41.04698,76561198380850569,huh;,0
111101,-0.030899048,-41.04698,76561198380850569,huh;,0
111102,-0.030899048,-41.04698,76561198380850569,huh;,0
111103,-0.030899048,-41.04698,76561198380850569,huh;,0
111104,-0.030899048,-41.04698,76561198380850569,huh;,0
111105,-0.030899048,-41.04698,76561198380850569,huh;,0
111106,-0.030899048,-41.04698,76561198380850569,huh;,0
111107,-0.030899048,-41.04698,76561198380850569,huh;,0
111108,-0.030899048,-41.07788,76561198380850569,huh;,0
111109,-0.0154418945,-41.124237,76561198380850569,huh;,0
111110,-0.0154418945,-41.15512,76561198380850569,huh;,0
111111,-0.0154418945,-41.186035,76561198380850569,huh;,0
111112,0.0,-41.201477,76561198380850569,huh;,0
111113,0.0,-41.201477,76561198380850569,huh;,0
111114,0.0,-41.21692,76561198380850569,huh;,0
111115,0.0,-41.247833,76561198380850569,huh;,0
111116,0.0154418945,-41.30963,76561198380850569,huh;,0
111117,0.030899048,-41.41777,76561198380850569,huh;,0
111118,0.0463562,-41.556824,76561198380850569,huh;,0
111119,0.061798096,-41.78856,76561198380850569,huh;,0
111120,0.07723999,-42.143555,76561198380850569,huh;,0
111121,0.1081543,-42.452545,76561198380850569,huh;,0
111122,0.12359619,-42.699738,76561198380850569,huh;,0
